id,Month,Day,Hour,Irr,Text,Weekday
1,1,1,1,0,9.1,0
2,1,1,2,0,9.3,0
3,1,1,3,0,9.1,0
4,1,1,4,0,9,0
5,1,1,5,0,8.8,0
6,1,1,6,0,8.7,0
7,1,1,7,0,8.7,0
8,1,1,8,0,8.6,0
9,1,1,9,2,8.7,0
10,1,1,10,41,9.4,0
11,1,1,11,76,10.1,0
12,1,1,12,104,10.7,0
13,1,1,13,128,11.2,0
14,1,1,14,116,11.5,0
15,1,1,15,87,11.6,0
16,1,1,16,49,11.3,0
17,1,1,17,3,10.8,0
18,1,1,18,0,10.4,0
19,1,1,19,0,9.9,0
20,1,1,20,0,9.6,0
21,1,1,21,0,9.3,0
22,1,1,22,0,8.9,0
23,1,1,23,0,8.5,0
24,1,1,24,0,8.1,0
25,1,2,1,0,7.1,0
26,1,2,2,0,6,0
27,1,2,3,0,4.9,0
28,1,2,4,0,4.3,0
29,1,2,5,0,3.7,0
30,1,2,6,0,3.1,0
31,1,2,7,0,2.7,0
32,1,2,8,0,2.2,0
33,1,2,9,2,2.2,0
34,1,2,10,104,3.7,0
35,1,2,11,176,4.9,0
36,1,2,12,252,6,0
37,1,2,13,301,6.9,0
38,1,2,14,279,7.4,0
39,1,2,15,272,7.7,0
40,1,2,16,134,7.2,0
41,1,2,17,14,6,0
42,1,2,18,0,5.5,0
43,1,2,19,0,4.9,0
44,1,2,20,0,4.4,0
45,1,2,21,0,3.8,0
46,1,2,22,0,3.3,0
47,1,2,23,0,2.7,0
48,1,2,24,0,2.2,0
49,1,3,1,0,2.1,1
50,1,3,2,0,2,1
51,1,3,3,0,1.9,1
52,1,3,4,0,1.9,1
53,1,3,5,0,1.8,1
54,1,3,6,0,1.8,1
55,1,3,7,0,1.8,1
56,1,3,8,0,1.8,1
57,1,3,9,5,2.1,1
58,1,3,10,97,4,1
59,1,3,11,181,5.9,1
60,1,3,12,252,7.6,1
61,1,3,13,272,8.8,1
62,1,3,14,257,9.5,1
63,1,3,15,174,9.5,1
64,1,3,16,93,8.8,1
65,1,3,17,3,7.6,1
66,1,3,18,0,7.1,1
67,1,3,19,0,6.6,1
68,1,3,20,0,6.2,1
69,1,3,21,0,5.7,1
70,1,3,22,0,5.2,1
71,1,3,23,0,4.7,1
72,1,3,24,0,4.2,1
73,1,4,1,0,3.5,1
74,1,4,2,0,2.8,1
75,1,4,3,0,2.1,1
76,1,4,4,0,1.7,1
77,1,4,5,0,1.4,1
78,1,4,6,0,1,1
79,1,4,7,0,0.7,1
80,1,4,8,0,0.4,1
81,1,4,9,2,0.5,1
82,1,4,10,104,2.2,1
83,1,4,11,160,3.4,1
84,1,4,12,216,4.5,1
85,1,4,13,265,5.4,1
86,1,4,14,343,6.5,1
87,1,4,15,218,6.6,1
88,1,4,16,112,6,1
89,1,4,17,16,4.9,1
90,1,4,18,0,4.4,1
91,1,4,19,0,3.8,1
92,1,4,20,0,3.3,1
93,1,4,21,0,2.7,1
94,1,4,22,0,2.2,1
95,1,4,23,0,1.6,1
96,1,4,24,0,1.1,1
97,1,5,1,0,0.7,1
98,1,5,2,0,0.3,1
99,1,5,3,0,-0.1,1
100,1,5,4,0,-0.3,1
101,1,5,5,0,-0.5,1
102,1,5,6,0,-0.7,1
103,1,5,7,0,-0.9,1
104,1,5,8,0,-1,1
105,1,5,9,8,-0.7,1
106,1,5,10,105,1.2,1
107,1,5,11,200,3.1,1
108,1,5,12,300,5,1
109,1,5,13,301,6.2,1
110,1,5,14,233,6.5,1
111,1,5,15,206,6.6,1
112,1,5,16,129,6,1
113,1,5,17,16,4.7,1
114,1,5,18,0,4.3,1
115,1,5,19,0,3.8,1
116,1,5,20,0,3.3,1
117,1,5,21,0,2.8,1
118,1,5,22,0,2.4,1
119,1,5,23,0,1.9,1
120,1,5,24,0,1.4,1
121,1,6,1,0,1,1
122,1,6,2,0,0.5,1
123,1,6,3,0,0,1
124,1,6,4,0,-0.2,1
125,1,6,5,0,-0.5,1
126,1,6,6,0,-0.7,1
127,1,6,7,0,-0.9,1
128,1,6,8,0,-1,1
129,1,6,9,2,-1,1
130,1,6,10,79,0.4,1
131,1,6,11,155,1.7,1
132,1,6,12,219,3,1
133,1,6,13,234,3.8,1
134,1,6,14,214,4.3,1
135,1,6,15,161,4.3,1
136,1,6,16,83,3.7,1
137,1,6,17,4,2.8,1
138,1,6,18,0,2.4,1
139,1,6,19,0,2,1
140,1,6,20,0,1.6,1
141,1,6,21,0,1.2,1
142,1,6,22,0,0.8,1
143,1,6,23,0,0.4,1
144,1,6,24,0,0,1
145,1,7,1,0,-0.3,1
146,1,7,2,0,-0.6,1
147,1,7,3,0,-0.8,1
148,1,7,4,0,-1,1
149,1,7,5,0,-1.1,1
150,1,7,6,0,-1.2,1
151,1,7,7,0,-1.3,1
152,1,7,8,0,-1.4,1
153,1,7,9,2,-1.3,1
154,1,7,10,95,0.7,1
155,1,7,11,182,2.6,1
156,1,7,12,260,4.3,1
157,1,7,13,275,5.5,1
158,1,7,14,289,6.4,1
159,1,7,15,229,6.7,1
160,1,7,16,146,6.3,1
161,1,7,17,21,5.1,1
162,1,7,18,0,4.4,1
163,1,7,19,0,3.8,1
164,1,7,20,0,3.2,1
165,1,7,21,0,2.6,1
166,1,7,22,0,2,1
167,1,7,23,0,1.3,1
168,1,7,24,0,0.7,1
169,1,8,1,0,0,0
170,1,8,2,0,-0.8,0
171,1,8,3,0,-1.5,0
172,1,8,4,0,-1.9,0
173,1,8,5,0,-2.3,0
174,1,8,6,0,-2.7,0
175,1,8,7,0,-3,0
176,1,8,8,0,-3.3,0
177,1,8,9,5,-3.1,0
178,1,8,10,105,-1.3,0
179,1,8,11,211,0.6,0
180,1,8,12,291,2.3,0
181,1,8,13,337,3.6,0
182,1,8,14,327,4.4,0
183,1,8,15,283,4.7,0
184,1,8,16,176,4.3,0
185,1,8,17,27,2.9,0
186,1,8,18,0,2.2,0
187,1,8,19,0,1.5,0
188,1,8,20,0,0.8,0
189,1,8,21,0,0.1,0
190,1,8,22,0,-0.6,0
191,1,8,23,0,-1.4,0
192,1,8,24,0,-2.1,0
193,1,9,1,0,-2.6,0
194,1,9,2,0,-3.3,0
195,1,9,3,0,-3.9,0
196,1,9,4,0,-4.2,0
197,1,9,5,0,-4.5,0
198,1,9,6,0,-4.8,0
199,1,9,7,0,-5.1,0
200,1,9,8,0,-5.3,0
201,1,9,9,7,-5.1,0
202,1,9,10,129,-2.7,0
203,1,9,11,246,-0.4,0
204,1,9,12,330,1.5,0
205,1,9,13,369,3,0
206,1,9,14,355,3.8,0
207,1,9,15,285,4,0
208,1,9,16,177,3.4,0
209,1,9,17,27,1.8,0
210,1,9,18,0,1.4,0
211,1,9,19,0,1,0
212,1,9,20,0,0.6,0
213,1,9,21,0,0.2,0
214,1,9,22,0,-0.2,0
215,1,9,23,0,-0.6,0
216,1,9,24,0,-1,0
217,1,10,1,0,-1.2,1
218,1,10,2,0,-1.4,1
219,1,10,3,0,-1.6,1
220,1,10,4,0,-1.7,1
221,1,10,5,0,-1.8,1
222,1,10,6,0,-1.9,1
223,1,10,7,0,-2.1,1
224,1,10,8,0,-2,1
225,1,10,9,2,-1.9,1
226,1,10,10,10,-1.7,1
227,1,10,11,20,-1.5,1
228,1,10,12,26,-1.3,1
229,1,10,13,29,-1.2,1
230,1,10,14,292,0.7,1
231,1,10,15,266,2,1
232,1,10,16,190,2.5,1
233,1,10,17,32,2,1
234,1,10,18,0,1.8,1
235,1,10,19,0,1.6,1
236,1,10,20,0,1.4,1
237,1,10,21,0,1.2,1
238,1,10,22,0,1,1
239,1,10,23,0,0.8,1
240,1,10,24,0,0.6,1
241,1,11,1,0,0.3,1
242,1,11,2,0,0.1,1
243,1,11,3,0,-0.2,1
244,1,11,4,0,-0.2,1
245,1,11,5,0,-0.3,1
246,1,11,6,0,-0.4,1
247,1,11,7,0,-0.5,1
248,1,11,8,0,-0.5,1
249,1,11,9,5,-0.3,1
250,1,11,10,67,0.8,1
251,1,11,11,35,0.8,1
252,1,11,12,135,1.7,1
253,1,11,13,213,2.8,1
254,1,11,14,245,3.7,1
255,1,11,15,79,3.4,1
256,1,11,16,33,2.9,1
257,1,11,17,5,2.3,1
258,1,11,18,0,1.8,1
259,1,11,19,0,1.4,1
260,1,11,20,0,1,1
261,1,11,21,0,0.6,1
262,1,11,22,0,0.1,1
263,1,11,23,0,-0.3,1
264,1,11,24,0,-0.9,1
265,1,12,1,0,-1.5,1
266,1,12,2,0,-2.4,1
267,1,12,3,0,-3.3,1
268,1,12,4,0,-4.3,1
269,1,12,5,0,-4.1,1
270,1,12,6,0,-4.6,1
271,1,12,7,0,-4.9,1
272,1,12,8,0,-5.3,1
273,1,12,9,2,-5.4,1
274,1,12,10,28,-5.3,1
275,1,12,11,56,-5.3,1
276,1,12,12,78,-5.3,1
277,1,12,13,94,-5.3,1
278,1,12,14,90,-5.4,1
279,1,12,15,59,-5.5,1
280,1,12,16,37,-5.6,1
281,1,12,17,11,-5.8,1
282,1,12,18,0,-6,1
283,1,12,19,0,-6.2,1
284,1,12,20,0,-6.4,1
285,1,12,21,0,-6.7,1
286,1,12,22,0,-6.9,1
287,1,12,23,0,-7.4,1
288,1,12,24,0,-7.4,1
289,1,13,1,0,-7.1,1
290,1,13,2,0,-6.8,1
291,1,13,3,0,-6.5,1
292,1,13,4,0,-6.3,1
293,1,13,5,0,-6.1,1
294,1,13,6,0,-6,1
295,1,13,7,0,-5.8,1
296,1,13,8,0,-5.7,1
297,1,13,9,2,-5.5,1
298,1,13,10,57,-3.9,1
299,1,13,11,106,-2.5,1
300,1,13,12,164,-1,1
301,1,13,13,181,0.1,1
302,1,13,14,222,1.2,1
303,1,13,15,176,1.7,1
304,1,13,16,122,1.7,1
305,1,13,17,32,0.8,1
306,1,13,18,0,-0.1,1
307,1,13,19,0,-0.3,1
308,1,13,20,0,-0.5,1
309,1,13,21,0,-0.6,1
310,1,13,22,0,-0.8,1
311,1,13,23,0,-0.9,1
312,1,13,24,0,-1.1,1
313,1,14,1,0,-1.6,1
314,1,14,2,0,-2.1,1
315,1,14,3,0,-2.6,1
316,1,14,4,0,-2.8,1
317,1,14,5,0,-3.1,1
318,1,14,6,0,-3.3,1
319,1,14,7,0,-3.5,1
320,1,14,8,0,-3.7,1
321,1,14,9,7,-3.4,1
322,1,14,10,37,-2.8,1
323,1,14,11,23,-2.8,1
324,1,14,12,30,-2.8,1
325,1,14,13,202,-1.4,1
326,1,14,14,220,-0.4,1
327,1,14,15,233,0.4,1
328,1,14,16,179,0.8,1
329,1,14,17,75,0.4,1
330,1,14,18,0,-0.3,1
331,1,14,19,0,-0.9,1
332,1,14,20,0,-1.4,1
333,1,14,21,0,-2,1
334,1,14,22,0,-2.5,1
335,1,14,23,0,-3.1,1
336,1,14,24,0,-3.6,1
337,1,15,1,0,-4.1,0
338,1,15,2,0,-4.7,0
339,1,15,3,0,-5.2,0
340,1,15,4,0,-5.5,0
341,1,15,5,0,-5.7,0
342,1,15,6,0,-6,0
343,1,15,7,0,-6.2,0
344,1,15,8,0,-6.4,0
345,1,15,9,2,-6.3,0
346,1,15,10,65,-5,0
347,1,15,11,117,-3.9,0
348,1,15,12,193,-2.6,0
349,1,15,13,226,-1.6,0
350,1,15,14,191,-1.1,0
351,1,15,15,142,-1.1,0
352,1,15,16,89,-1.5,0
353,1,15,17,42,-2.1,0
354,1,15,18,0,-3,0
355,1,15,19,0,-3.1,0
356,1,15,20,0,-3.3,0
357,1,15,21,0,-3.5,0
358,1,15,22,0,-3.6,0
359,1,15,23,0,-3.8,0
360,1,15,24,0,-4,0
361,1,16,1,0,-4,0
362,1,16,2,0,-4.1,0
363,1,16,3,0,-4.1,0
364,1,16,4,0,-4.2,0
365,1,16,5,0,-4.2,0
366,1,16,6,0,-4.2,0
367,1,16,7,0,-4.2,0
368,1,16,8,0,-4.2,0
369,1,16,9,6,-3.8,0
370,1,16,10,71,-2.4,0
371,1,16,11,147,-0.7,0
372,1,16,12,195,0.7,0
373,1,16,13,201,1.5,0
374,1,16,14,150,1.8,0
375,1,16,15,176,2.1,0
376,1,16,16,70,1.5,0
377,1,16,17,56,1,0
378,1,16,18,0,0.1,0
379,1,16,19,0,-0.2,0
380,1,16,20,0,-0.4,0
381,1,16,21,0,-0.7,0
382,1,16,22,0,-0.9,0
383,1,16,23,0,-1.2,0
384,1,16,24,0,-1.5,0
385,1,17,1,0,-1.8,1
386,1,17,2,0,-2.2,1
387,1,17,3,0,-2.6,1
388,1,17,4,0,-2.8,1
389,1,17,5,0,-2.9,1
390,1,17,6,0,-3.1,1
391,1,17,7,0,-3.2,1
392,1,17,8,0,-3.3,1
393,1,17,9,7,-3.1,1
394,1,17,10,113,-0.9,1
395,1,17,11,207,1.1,1
396,1,17,12,286,2.9,1
397,1,17,13,337,4.4,1
398,1,17,14,330,5.4,1
399,1,17,15,277,5.7,1
400,1,17,16,113,4.8,1
401,1,17,17,49,3.6,1
402,1,17,18,0,2.3,1
403,1,17,19,0,2,1
404,1,17,20,0,1.7,1
405,1,17,21,0,1.4,1
406,1,17,22,0,1.1,1
407,1,17,23,0,0.7,1
408,1,17,24,0,0.4,1
409,1,18,1,0,0,1
410,1,18,2,0,-0.3,1
411,1,18,3,0,-0.7,1
412,1,18,4,0,-0.9,1
413,1,18,5,0,-1.1,1
414,1,18,6,0,-1.3,1
415,1,18,7,0,-1.5,1
416,1,18,8,0,-1.6,1
417,1,18,9,10,-1.2,1
418,1,18,10,135,1.4,1
419,1,18,11,230,3.5,1
420,1,18,12,357,5.9,1
421,1,18,13,353,7.3,1
422,1,18,14,302,7.9,1
423,1,18,15,211,7.7,1
424,1,18,16,156,7,1
425,1,18,17,57,5.8,1
426,1,18,18,0,4.4,1
427,1,18,19,0,4.2,1
428,1,18,20,0,4,1
429,1,18,21,0,3.8,1
430,1,18,22,0,3.6,1
431,1,18,23,0,3.4,1
432,1,18,24,0,3.3,1
433,1,19,1,0,3.1,1
434,1,19,2,0,3,1
435,1,19,3,0,2.9,1
436,1,19,4,0,2.8,1
437,1,19,5,0,2.8,1
438,1,19,6,0,2.7,1
439,1,19,7,0,2.7,1
440,1,19,8,0,2.6,1
441,1,19,9,3,2.8,1
442,1,19,10,13,3.1,1
443,1,19,11,24,3,1
444,1,19,12,31,3.6,1
445,1,19,13,35,3.8,1
446,1,19,14,263,5.6,1
447,1,19,15,215,6.7,1
448,1,19,16,143,7,1
449,1,19,17,53,6.7,1
450,1,19,18,0,6.1,1
451,1,19,19,0,5.9,1
452,1,19,20,0,5.6,1
453,1,19,21,0,5.4,1
454,1,19,22,0,5.2,1
455,1,19,23,0,4.9,1
456,1,19,24,0,4.7,1
457,1,20,1,0,4.4,1
458,1,20,2,0,4,1
459,1,20,3,0,3.6,1
460,1,20,4,0,3.4,1
461,1,20,5,0,3.2,1
462,1,20,6,0,2.9,1
463,1,20,7,0,2.8,1
464,1,20,8,0,2.6,1
465,1,20,9,3,2.7,1
466,1,20,10,41,3.3,1
467,1,20,11,68,3.8,1
468,1,20,12,98,4.3,1
469,1,20,13,113,4.7,1
470,1,20,14,105,4.8,1
471,1,20,15,86,4.9,1
472,1,20,16,60,4.7,1
473,1,20,17,27,4.4,1
474,1,20,18,0,4,1
475,1,20,19,0,3.8,1
476,1,20,20,0,3.1,1
477,1,20,21,0,3.3,1
478,1,20,22,0,3.2,1
479,1,20,23,0,3.1,1
480,1,20,24,0,2.9,1
481,1,21,1,0,2.9,1
482,1,21,2,0,2.9,1
483,1,21,3,0,2.9,1
484,1,21,4,0,2.9,1
485,1,21,5,0,2.9,1
486,1,21,6,0,2.9,1
487,1,21,7,0,2.9,1
488,1,21,8,0,2.9,1
489,1,21,9,2,3,1
490,1,21,10,44,4,1
491,1,21,11,127,5.7,1
492,1,21,12,205,7.5,1
493,1,21,13,169,8.2,1
494,1,21,14,146,8.5,1
495,1,21,15,152,8.8,1
496,1,21,16,109,8.7,1
497,1,21,17,47,8,1
498,1,21,18,1,7.2,1
499,1,21,19,0,7.1,1
500,1,21,20,0,7,1
501,1,21,21,0,7.1,1
502,1,21,22,0,7,1
503,1,21,23,0,7,1
504,1,21,24,0,7,1
505,1,22,1,0,6.6,0
506,1,22,2,0,5.7,0
507,1,22,3,0,6.5,0
508,1,22,4,0,6.6,0
509,1,22,5,0,6.6,0
510,1,22,6,0,6.6,0
511,1,22,7,0,6.5,0
512,1,22,8,0,6.5,0
513,1,22,9,3,6.6,0
514,1,22,10,20,7,0
515,1,22,11,34,7.3,0
516,1,22,12,47,7.6,0
517,1,22,13,53,7.8,0
518,1,22,14,46,7.9,0
519,1,22,15,38,7.9,0
520,1,22,16,26,7.8,0
521,1,22,17,12,7.7,0
522,1,22,18,0,7.5,0
523,1,22,19,0,7.3,0
524,1,22,20,0,7,0
525,1,22,21,0,6.7,0
526,1,22,22,0,6.2,0
527,1,22,23,0,6.4,0
528,1,22,24,0,6.3,0
529,1,23,1,0,5.7,0
530,1,23,2,0,5.3,0
531,1,23,3,0,5,0
532,1,23,4,0,4.8,0
533,1,23,5,0,4.5,0
534,1,23,6,0,4.2,0
535,1,23,7,0,3.6,0
536,1,23,8,0,3.8,0
537,1,23,9,3,4,0
538,1,23,10,20,2.3,0
539,1,23,11,35,3.8,0
540,1,23,12,42,4.1,0
541,1,23,13,47,4.2,0
542,1,23,14,45,4.2,0
543,1,23,15,40,4.1,0
544,1,23,16,28,4,0
545,1,23,17,12,3.9,0
546,1,23,18,0,3,0
547,1,23,19,0,3.5,0
548,1,23,20,0,2.9,0
549,1,23,21,0,3,0
550,1,23,22,0,2.7,0
551,1,23,23,0,2.4,0
552,1,23,24,0,2.2,0
553,1,24,1,0,1.1,1
554,1,24,2,0,-0.1,1
555,1,24,3,0,-1.3,1
556,1,24,4,0,-2,1
557,1,24,5,0,-2.6,1
558,1,24,6,0,-3.3,1
559,1,24,7,0,-3.8,1
560,1,24,8,0,-4.2,1
561,1,24,9,10,-4,1
562,1,24,10,132,-2,1
563,1,24,11,234,-0.1,1
564,1,24,12,324,1.5,1
565,1,24,13,358,2.7,1
566,1,24,14,347,3.4,1
567,1,24,15,298,3.6,1
568,1,24,16,206,3.2,1
569,1,24,17,88,2,1
570,1,24,18,1,0.6,1
571,1,24,19,0,0,1
572,1,24,20,0,-0.5,1
573,1,24,21,0,-1,1
574,1,24,22,0,-1.5,1
575,1,24,23,0,-2.1,1
576,1,24,24,0,-2.6,1
577,1,25,1,0,-2.7,1
578,1,25,2,0,-2.8,1
579,1,25,3,0,-2.8,1
580,1,25,4,0,-2.9,1
581,1,25,5,0,-2.9,1
582,1,25,6,0,-3,1
583,1,25,7,0,-3,1
584,1,25,8,0,-3.1,1
585,1,25,9,11,-2.6,1
586,1,25,10,121,0,1
587,1,25,11,211,2.2,1
588,1,25,12,266,3.9,1
589,1,25,13,287,5.2,1
590,1,25,14,271,5.8,1
591,1,25,15,235,6.1,1
592,1,25,16,158,5.7,1
593,1,25,17,62,4.5,1
594,1,25,18,1,3,1
595,1,25,19,0,3.5,1
596,1,25,20,0,4,1
597,1,25,21,0,4.4,1
598,1,25,22,0,4.9,1
599,1,25,23,0,5.3,1
600,1,25,24,0,5.8,1
601,1,26,1,0,5.8,1
602,1,26,2,0,5.9,1
603,1,26,3,0,6,1
604,1,26,4,0,6,1
605,1,26,5,0,6.1,1
606,1,26,6,0,5.9,1
607,1,26,7,0,5.3,1
608,1,26,8,0,6.2,1
609,1,26,9,3,6.5,1
610,1,26,10,34,7.3,1
611,1,26,11,60,8,1
612,1,26,12,81,8.6,1
613,1,26,13,85,9.1,1
614,1,26,14,82,9.2,1
615,1,26,15,87,9.6,1
616,1,26,16,47,9.5,1
617,1,26,17,23,9.2,1
618,1,26,18,1,8.7,1
619,1,26,19,0,8.5,1
620,1,26,20,0,8.3,1
621,1,26,21,0,7.8,1
622,1,26,22,0,7.9,1
623,1,26,23,0,7.6,1
624,1,26,24,0,7.5,1
625,1,27,1,0,7.1,1
626,1,27,2,0,6.7,1
627,1,27,3,0,5.8,1
628,1,27,4,0,6.2,1
629,1,27,5,0,5.9,1
630,1,27,6,0,5.8,1
631,1,27,7,0,5.5,1
632,1,27,8,0,5.5,1
633,1,27,9,5,5.7,1
634,1,27,10,49,6.4,1
635,1,27,11,85,7.1,1
636,1,27,12,119,7.7,1
637,1,27,13,102,8,1
638,1,27,14,90,8.1,1
639,1,27,15,80,8.1,1
640,1,27,16,65,8,1
641,1,27,17,29,7.6,1
642,1,27,18,1,7.2,1
643,1,27,19,0,6.7,1
644,1,27,20,0,6.2,1
645,1,27,21,0,5.7,1
646,1,27,22,0,5.2,1
647,1,27,23,0,4.7,1
648,1,27,24,0,4.2,1
649,1,28,1,0,3.6,1
650,1,28,2,0,2.9,1
651,1,28,3,0,2.1,1
652,1,28,4,0,1.8,1
653,1,28,5,0,1.4,1
654,1,28,6,0,1,1
655,1,28,7,0,0.7,1
656,1,28,8,0,0.4,1
657,1,28,9,10,0.7,1
658,1,28,10,90,2.1,1
659,1,28,11,189,3.8,1
660,1,28,12,238,5,1
661,1,28,13,289,6.2,1
662,1,28,14,251,6.6,1
663,1,28,15,216,6.8,1
664,1,28,16,144,6.4,1
665,1,28,17,59,5.5,1
666,1,28,18,1,4.4,1
667,1,28,19,0,4.1,1
668,1,28,20,0,3.8,1
669,1,28,21,0,3.4,1
670,1,28,22,0,3.1,1
671,1,28,23,0,2.8,1
672,1,28,24,0,2.5,1
673,1,29,1,0,2.4,0
674,1,29,2,0,2.4,0
675,1,29,3,0,2.4,0
676,1,29,4,0,2.4,0
677,1,29,5,0,2.5,0
678,1,29,6,0,2.5,0
679,1,29,7,0,2.5,0
680,1,29,8,0,2.5,0
681,1,29,9,6,2.9,0
682,1,29,10,14,3.1,0
683,1,29,11,50,3.8,0
684,1,29,12,111,4.9,0
685,1,29,13,244,6.8,0
686,1,29,14,226,8,0
687,1,29,15,310,9.4,0
688,1,29,16,116,9.3,0
689,1,29,17,57,8.6,0
690,1,29,18,6,7.7,0
691,1,29,19,0,7.5,0
692,1,29,20,0,7.3,0
693,1,29,21,0,7.1,0
694,1,29,22,0,6.9,0
695,1,29,23,0,6.7,0
696,1,29,24,0,6.5,0
697,1,30,1,0,6.1,0
698,1,30,2,0,5.7,0
699,1,30,3,0,5.2,0
700,1,30,4,0,5,0
701,1,30,5,0,4.5,0
702,1,30,6,0,4.5,0
703,1,30,7,0,4.4,0
704,1,30,8,0,4.2,0
705,1,30,9,4,4.3,0
706,1,30,10,15,4.5,0
707,1,30,11,25,4.7,0
708,1,30,12,42,5,0
709,1,30,13,41,5.1,0
710,1,30,14,300,6.9,0
711,1,30,15,262,8,0
712,1,30,16,185,8.4,0
713,1,30,17,83,8.2,0
714,1,30,18,2,7.5,0
715,1,30,19,0,7.3,0
716,1,30,20,0,7.1,0
717,1,30,21,0,6.9,0
718,1,30,22,0,6.7,0
719,1,30,23,0,6.5,0
720,1,30,24,0,6.2,0
721,1,31,1,0,6.1,1
722,1,31,2,0,6,1
723,1,31,3,0,5.9,1
724,1,31,4,0,5.8,1
725,1,31,5,0,5.8,1
726,1,31,6,0,5.7,1
727,1,31,7,0,5.7,1
728,1,31,8,0,5.6,1
729,1,31,9,4,5.8,1
730,1,31,10,73,7.6,1
731,1,31,11,164,9.8,1
732,1,31,12,228,11.7,1
733,1,31,13,207,12.6,1
734,1,31,14,182,13,1
735,1,31,15,139,13,1
736,1,31,16,86,12.4,1
737,1,31,17,64,11.7,1
738,1,31,18,2,10.6,1
739,1,31,19,0,10,1
740,1,31,20,0,9.5,1
741,1,31,21,0,9,1
742,1,31,22,0,8.5,1
743,1,31,23,0,8,1
744,1,31,24,0,7.5,1
745,2,1,1,0,6.9,1
746,2,1,2,0,6.4,1
747,2,1,3,0,5.8,1
748,2,1,4,0,5.6,1
749,2,1,5,0,5.3,1
750,2,1,6,0,5,1
751,2,1,7,0,4.8,1
752,2,1,8,0,4.6,1
753,2,1,9,20,5.1,1
754,2,1,10,157,6.9,1
755,2,1,11,262,8.5,1
756,2,1,12,347,9.9,1
757,2,1,13,353,10.7,1
758,2,1,14,343,11.2,1
759,2,1,15,332,11.5,1
760,2,1,16,231,11.3,1
761,2,1,17,131,10.6,1
762,2,1,18,6,9.4,1
763,2,1,19,0,8.9,1
764,2,1,20,0,8.3,1
765,2,1,21,0,7.8,1
766,2,1,22,0,7.2,1
767,2,1,23,0,6.6,1
768,2,1,24,0,6.1,1
769,2,2,1,0,5.7,1
770,2,2,2,0,5.2,1
771,2,2,3,0,4.8,1
772,2,2,4,0,4.5,1
773,2,2,5,0,4.3,1
774,2,2,6,0,4.1,1
775,2,2,7,0,3.9,1
776,2,2,8,0,3.8,1
777,2,2,9,20,4.3,1
778,2,2,10,143,6,1
779,2,2,11,255,7.5,1
780,2,2,12,311,8.7,1
781,2,2,13,353,9.6,1
782,2,2,14,351,10.2,1
783,2,2,15,291,10.4,1
784,2,2,16,199,10.1,1
785,2,2,17,88,9.3,1
786,2,2,18,1,8.2,1
787,2,2,19,0,7.8,1
788,2,2,20,0,7.3,1
789,2,2,21,0,6.8,1
790,2,2,22,0,6.3,1
791,2,2,23,0,5.8,1
792,2,2,24,0,5.3,1
793,2,3,1,0,4.9,1
794,2,3,2,0,4.5,1
795,2,3,3,0,4.1,1
796,2,3,4,0,3.8,1
797,2,3,5,0,3.6,1
798,2,3,6,0,3.4,1
799,2,3,7,0,3.2,1
800,2,3,8,0,3.1,1
801,2,3,9,14,3.4,1
802,2,3,10,92,4.4,1
803,2,3,11,164,5.3,1
804,2,3,12,226,6.2,1
805,2,3,13,244,6.8,1
806,2,3,14,240,7,1
807,2,3,15,167,7.2,1
808,2,3,16,135,7,1
809,2,3,17,66,6.5,1
810,2,3,18,1,5.9,1
811,2,3,19,0,5.2,1
812,2,3,20,0,4.5,1
813,2,3,21,0,3.8,1
814,2,3,22,0,3.1,1
815,2,3,23,0,2.4,1
816,2,3,24,0,1.8,1
817,2,4,1,0,0.9,1
818,2,4,2,0,-0.1,1
819,2,4,3,0,-1.1,1
820,2,4,4,0,-1.6,1
821,2,4,5,0,-2.2,1
822,2,4,6,0,-2.5,1
823,2,4,7,0,-2.9,1
824,2,4,8,0,-3,1
825,2,4,9,49,-2.4,1
826,2,4,10,138,-1.4,1
827,2,4,11,217,-0.4,1
828,2,4,12,271,0.5,1
829,2,4,13,321,1.3,1
830,2,4,14,336,1.9,1
831,2,4,15,349,2.3,1
832,2,4,16,209,2.2,1
833,2,4,17,119,1.7,1
834,2,4,18,20,0.8,1
835,2,4,19,0,0.4,1
836,2,4,20,0,0,1
837,2,4,21,0,-0.5,1
838,2,4,22,0,-0.9,1
839,2,4,23,0,-1.4,1
840,2,4,24,0,-1.8,1
841,2,5,1,0,-1.9,0
842,2,5,2,0,-1.9,0
843,2,5,3,0,-2,0
844,2,5,4,0,-2,0
845,2,5,5,0,-2,0
846,2,5,6,0,-2,0
847,2,5,7,0,-2,0
848,2,5,8,0,-1.9,0
849,2,5,9,61,-0.8,0
850,2,5,10,194,1.2,0
851,2,5,11,319,3.3,0
852,2,5,12,408,5.3,0
853,2,5,13,462,6.9,0
854,2,5,14,430,7.9,0
855,2,5,15,351,8.3,0
856,2,5,16,243,8.1,0
857,2,5,17,118,7.2,0
858,2,5,18,3,5.8,0
859,2,5,19,0,5.5,0
860,2,5,20,0,5.2,0
861,2,5,21,0,4.9,0
862,2,5,22,0,4.6,0
863,2,5,23,0,4.3,0
864,2,5,24,0,4,0
865,2,6,1,0,3.5,0
866,2,6,2,0,3,0
867,2,6,3,0,2.3,0
868,2,6,4,0,2.1,0
869,2,6,5,0,2.1,0
870,2,6,6,0,1.1,0
871,2,6,7,0,1.7,0
