time(UTC),id,Month,Day,Hour,Irr,Text,Weekday
2012-01-01 00:00:00+00:00,1,1,1,1,0.0,7.9,0
2012-01-01 01:00:00+00:00,2,1,1,2,0.0,7.83,0
2012-01-01 02:00:00+00:00,3,1,1,3,0.0,7.76,0
2012-01-01 03:00:00+00:00,4,1,1,4,0.0,7.68,0
2012-01-01 04:00:00+00:00,5,1,1,5,0.0,7.61,0
2012-01-01 05:00:00+00:00,6,1,1,6,0.0,7.53,0
2012-01-01 06:00:00+00:00,7,1,1,7,0.0,7.46,0
2012-01-01 07:00:00+00:00,8,1,1,8,0.0,7.38,0
2012-01-01 08:00:00+00:00,9,1,1,9,44.0,9.03,0
2012-01-01 09:00:00+00:00,10,1,1,10,86.0,9.67,0
2012-01-01 10:00:00+00:00,11,1,1,11,204.0,10.31,0
2012-01-01 11:00:00+00:00,12,1,1,12,214.0,10.95,0
2012-01-01 12:00:00+00:00,13,1,1,13,308.0,11.13,0
2012-01-01 13:00:00+00:00,14,1,1,14,223.0,11.3,0
2012-01-01 14:00:00+00:00,15,1,1,15,135.0,11.48,0
2012-01-01 15:00:00+00:00,16,1,1,16,33.0,10.69,0
2012-01-01 16:00:00+00:00,17,1,1,17,0.0,9.9,0
2012-01-01 17:00:00+00:00,18,1,1,18,0.0,9.12,0
2012-01-01 18:00:00+00:00,19,1,1,19,0.0,8.68,0
2012-01-01 19:00:00+00:00,20,1,1,20,0.0,8.25,0
2012-01-01 20:00:00+00:00,21,1,1,21,0.0,7.81,0
2012-01-01 21:00:00+00:00,22,1,1,22,0.0,7.73,0
2012-01-01 22:00:00+00:00,23,1,1,23,0.0,7.65,0
2012-01-01 23:00:00+00:00,24,1,1,24,0.0,7.57,0
2012-01-02 00:00:00+00:00,25,1,2,1,0.0,7.89,1
2012-01-02 01:00:00+00:00,26,1,2,2,0.0,8.21,1
2012-01-02 02:00:00+00:00,27,1,2,3,0.0,8.53,1
2012-01-02 03:00:00+00:00,28,1,2,4,0.0,8.38,1
2012-01-02 04:00:00+00:00,29,1,2,5,0.0,8.23,1
2012-01-02 05:00:00+00:00,30,1,2,6,0.0,8.08,1
2012-01-02 06:00:00+00:00,31,1,2,7,0.0,8.48,1
2012-01-02 07:00:00+00:00,32,1,2,8,0.0,8.88,1
2012-01-02 08:00:00+00:00,33,1,2,9,20.0,9.28,1
2012-01-02 09:00:00+00:00,34,1,2,10,27.0,9.12,1
2012-01-02 10:00:00+00:00,35,1,2,11,87.0,8.96,1
2012-01-02 11:00:00+00:00,36,1,2,12,45.0,8.79,1
2012-01-02 12:00:00+00:00,37,1,2,13,56.0,8.06,1
2012-01-02 13:00:00+00:00,38,1,2,14,59.0,7.33,1
2012-01-02 14:00:00+00:00,39,1,2,15,56.0,6.61,1
2012-01-02 15:00:00+00:00,40,1,2,16,14.0,5.95,1
2012-01-02 16:00:00+00:00,41,1,2,17,0.0,5.29,1
2012-01-02 17:00:00+00:00,42,1,2,18,0.0,4.63,1
2012-01-02 18:00:00+00:00,43,1,2,19,0.0,4.28,1
2012-01-02 19:00:00+00:00,44,1,2,20,0.0,3.93,1
2012-01-02 20:00:00+00:00,45,1,2,21,0.0,3.58,1
2012-01-02 21:00:00+00:00,46,1,2,22,0.0,3.28,1
2012-01-02 22:00:00+00:00,47,1,2,23,0.0,2.97,1
2012-01-02 23:00:00+00:00,48,1,2,24,0.0,2.66,1
2012-01-03 00:00:00+00:00,49,1,3,1,0.0,2.64,1
2012-01-03 01:00:00+00:00,50,1,3,2,0.0,2.61,1
2012-01-03 02:00:00+00:00,51,1,3,3,0.0,2.59,1
2012-01-03 03:00:00+00:00,52,1,3,4,0.0,2.02,1
2012-01-03 04:00:00+00:00,53,1,3,5,0.0,1.45,1
2012-01-03 05:00:00+00:00,54,1,3,6,0.0,0.89,1
2012-01-03 06:00:00+00:00,55,1,3,7,0.0,1.43,1
2012-01-03 07:00:00+00:00,56,1,3,8,0.0,1.97,1
2012-01-03 08:00:00+00:00,57,1,3,9,83.0,2.5,1
2012-01-03 09:00:00+00:00,58,1,3,10,208.0,4.06,1
2012-01-03 10:00:00+00:00,59,1,3,11,304.0,5.61,1
2012-01-03 11:00:00+00:00,60,1,3,12,296.0,7.16,1
2012-01-03 12:00:00+00:00,61,1,3,13,200.0,7.56,1
2012-01-03 13:00:00+00:00,62,1,3,14,177.0,7.95,1
2012-01-03 14:00:00+00:00,63,1,3,15,148.0,8.35,1
2012-01-03 15:00:00+00:00,64,1,3,16,49.0,7.41,1
2012-01-03 16:00:00+00:00,65,1,3,17,0.0,6.47,1
2012-01-03 17:00:00+00:00,66,1,3,18,0.0,5.54,1
2012-01-03 18:00:00+00:00,67,1,3,19,0.0,5.23,1
2012-01-03 19:00:00+00:00,68,1,3,20,0.0,4.92,1
2012-01-03 20:00:00+00:00,69,1,3,21,0.0,4.61,1
2012-01-03 21:00:00+00:00,70,1,3,22,0.0,4.7,1
2012-01-03 22:00:00+00:00,71,1,3,23,0.0,4.79,1
2012-01-03 23:00:00+00:00,72,1,3,24,0.0,4.87,1
2012-01-04 00:00:00+00:00,73,1,4,1,0.0,5.28,1
2012-01-04 01:00:00+00:00,74,1,4,2,0.0,5.68,1
2012-01-04 02:00:00+00:00,75,1,4,3,0.0,6.09,1
2012-01-04 03:00:00+00:00,76,1,4,4,0.0,6.25,1
2012-01-04 04:00:00+00:00,77,1,4,5,0.0,6.41,1
2012-01-04 05:00:00+00:00,78,1,4,6,0.0,6.58,1
2012-01-04 06:00:00+00:00,79,1,4,7,0.0,6.69,1
2012-01-04 07:00:00+00:00,80,1,4,8,0.0,6.8,1
2012-01-04 08:00:00+00:00,81,1,4,9,85.0,6.9,1
2012-01-04 09:00:00+00:00,82,1,4,10,66.0,6.76,1
2012-01-04 10:00:00+00:00,83,1,4,11,139.0,6.62,1
2012-01-04 11:00:00+00:00,84,1,4,12,333.0,6.47,1
2012-01-04 12:00:00+00:00,85,1,4,13,323.0,5.77,1
2012-01-04 13:00:00+00:00,86,1,4,14,52.0,5.07,1
2012-01-04 14:00:00+00:00,87,1,4,15,58.0,4.38,1
2012-01-04 15:00:00+00:00,88,1,4,16,52.0,3.55,1
2012-01-04 16:00:00+00:00,89,1,4,17,0.0,2.73,1
2012-01-04 17:00:00+00:00,90,1,4,18,0.0,1.91,1
2012-01-04 18:00:00+00:00,91,1,4,19,0.0,1.38,1
2012-01-04 19:00:00+00:00,92,1,4,20,0.0,0.84,1
2012-01-04 20:00:00+00:00,93,1,4,21,0.0,0.31,1
2012-01-04 21:00:00+00:00,94,1,4,22,0.0,-0.01,1
2012-01-04 22:00:00+00:00,95,1,4,23,0.0,-0.33,1
2012-01-04 23:00:00+00:00,96,1,4,24,0.0,-0.65,1
2012-01-05 00:00:00+00:00,97,1,5,1,0.0,-0.32,1
2012-01-05 01:00:00+00:00,98,1,5,2,0.0,0.02,1
2012-01-05 02:00:00+00:00,99,1,5,3,0.0,0.35,1
2012-01-05 03:00:00+00:00,100,1,5,4,0.0,0.78,1
2012-01-05 04:00:00+00:00,101,1,5,5,0.0,1.21,1
2012-01-05 05:00:00+00:00,102,1,5,6,0.0,1.64,1
2012-01-05 06:00:00+00:00,103,1,5,7,0.0,2.37,1
2012-01-05 07:00:00+00:00,104,1,5,8,0.0,3.1,1
2012-01-05 08:00:00+00:00,105,1,5,9,12.0,3.82,1
2012-01-05 09:00:00+00:00,106,1,5,10,65.0,4.22,1
2012-01-05 10:00:00+00:00,107,1,5,11,38.0,4.62,1
2012-01-05 11:00:00+00:00,108,1,5,12,42.0,5.02,1
2012-01-05 12:00:00+00:00,109,1,5,13,48.0,5.85,1
2012-01-05 13:00:00+00:00,110,1,5,14,52.0,6.68,1
2012-01-05 14:00:00+00:00,111,1,5,15,73.0,7.51,1
2012-01-05 15:00:00+00:00,112,1,5,16,57.0,7.58,1
2012-01-05 16:00:00+00:00,113,1,5,17,0.0,7.66,1
2012-01-05 17:00:00+00:00,114,1,5,18,0.0,7.74,1
2012-01-05 18:00:00+00:00,115,1,5,19,0.0,6.82,1
2012-01-05 19:00:00+00:00,116,1,5,20,0.0,5.91,1
2012-01-05 20:00:00+00:00,117,1,5,21,0.0,4.99,1
2012-01-05 21:00:00+00:00,118,1,5,22,0.0,4.39,1
2012-01-05 22:00:00+00:00,119,1,5,23,0.0,3.79,1
2012-01-05 23:00:00+00:00,120,1,5,24,0.0,3.19,1
2012-01-06 00:00:00+00:00,121,1,6,1,0.0,2.48,1
2012-01-06 01:00:00+00:00,122,1,6,2,0.0,1.76,1
2012-01-06 02:00:00+00:00,123,1,6,3,0.0,1.05,1
2012-01-06 03:00:00+00:00,124,1,6,4,0.0,0.71,1
2012-01-06 04:00:00+00:00,125,1,6,5,0.0,0.37,1
2012-01-06 05:00:00+00:00,126,1,6,6,0.0,0.03,1
2012-01-06 06:00:00+00:00,127,1,6,7,0.0,0.42,1
2012-01-06 07:00:00+00:00,128,1,6,8,0.0,0.81,1
2012-01-06 08:00:00+00:00,129,1,6,9,19.0,1.19,1
2012-01-06 09:00:00+00:00,130,1,6,10,54.0,1.55,1
2012-01-06 10:00:00+00:00,131,1,6,11,80.0,1.9,1
2012-01-06 11:00:00+00:00,132,1,6,12,50.0,2.25,1
2012-01-06 12:00:00+00:00,133,1,6,13,51.0,2.26,1
2012-01-06 13:00:00+00:00,134,1,6,14,70.0,2.26,1
2012-01-06 14:00:00+00:00,135,1,6,15,90.0,2.27,1
2012-01-06 15:00:00+00:00,136,1,6,16,58.0,1.82,1
2012-01-06 16:00:00+00:00,137,1,6,17,0.0,1.38,1
2012-01-06 17:00:00+00:00,138,1,6,18,0.0,0.94,1
2012-01-06 18:00:00+00:00,139,1,6,19,0.0,0.7,1
2012-01-06 19:00:00+00:00,140,1,6,20,0.0,0.46,1
2012-01-06 20:00:00+00:00,141,1,6,21,0.0,0.22,1
2012-01-06 21:00:00+00:00,142,1,6,22,0.0,0.06,1
2012-01-06 22:00:00+00:00,143,1,6,23,0.0,-0.1,1
2012-01-06 23:00:00+00:00,144,1,6,24,0.0,-0.26,1
2012-01-07 00:00:00+00:00,145,1,7,1,0.0,-0.44,0
2012-01-07 01:00:00+00:00,146,1,7,2,0.0,-0.63,0
2012-01-07 02:00:00+00:00,147,1,7,3,0.0,-0.81,0
2012-01-07 03:00:00+00:00,148,1,7,4,0.0,-1.05,0
2012-01-07 04:00:00+00:00,149,1,7,5,0.0,-1.28,0
2012-01-07 05:00:00+00:00,150,1,7,6,0.0,-1.51,0
2012-01-07 06:00:00+00:00,151,1,7,7,0.0,-0.79,0
2012-01-07 07:00:00+00:00,152,1,7,8,0.0,-0.07,0
2012-01-07 08:00:00+00:00,153,1,7,9,53.0,0.65,0
2012-01-07 09:00:00+00:00,154,1,7,10,72.0,1.81,0
2012-01-07 10:00:00+00:00,155,1,7,11,59.0,2.97,0
2012-01-07 11:00:00+00:00,156,1,7,12,82.0,4.13,0
2012-01-07 12:00:00+00:00,157,1,7,13,149.0,4.48,0
2012-01-07 13:00:00+00:00,158,1,7,14,84.0,4.82,0
2012-01-07 14:00:00+00:00,159,1,7,15,79.0,5.17,0
2012-01-07 15:00:00+00:00,160,1,7,16,36.0,5.01,0
2012-01-07 16:00:00+00:00,161,1,7,17,0.0,4.85,0
2012-01-07 17:00:00+00:00,162,1,7,18,0.0,4.7,0
2012-01-07 18:00:00+00:00,163,1,7,19,0.0,4.67,0
2012-01-07 19:00:00+00:00,164,1,7,20,0.0,4.63,0
2012-01-07 20:00:00+00:00,165,1,7,21,0.0,4.6,0
2012-01-07 21:00:00+00:00,166,1,7,22,0.0,4.63,0
2012-01-07 22:00:00+00:00,167,1,7,23,0.0,4.66,0
2012-01-07 23:00:00+00:00,168,1,7,24,0.0,4.69,0
2012-01-08 00:00:00+00:00,169,1,8,1,0.0,4.47,0
2012-01-08 01:00:00+00:00,170,1,8,2,0.0,4.24,0
2012-01-08 02:00:00+00:00,171,1,8,3,0.0,4.02,0
2012-01-08 03:00:00+00:00,172,1,8,4,0.0,3.81,0
2012-01-08 04:00:00+00:00,173,1,8,5,0.0,3.6,0
2012-01-08 05:00:00+00:00,174,1,8,6,0.0,3.4,0
2012-01-08 06:00:00+00:00,175,1,8,7,0.0,3.75,0
2012-01-08 07:00:00+00:00,176,1,8,8,0.0,4.1,0
2012-01-08 08:00:00+00:00,177,1,8,9,51.0,4.44,0
2012-01-08 09:00:00+00:00,178,1,8,10,107.0,4.73,0
2012-01-08 10:00:00+00:00,179,1,8,11,254.0,5.02,0
2012-01-08 11:00:00+00:00,180,1,8,12,226.0,5.31,0
2012-01-08 12:00:00+00:00,181,1,8,13,142.0,5.18,0
2012-01-08 13:00:00+00:00,182,1,8,14,136.0,5.05,0
2012-01-08 14:00:00+00:00,183,1,8,15,28.0,4.92,0
2012-01-08 15:00:00+00:00,184,1,8,16,20.0,4.35,0
2012-01-08 16:00:00+00:00,185,1,8,17,0.0,3.78,0
2012-01-08 17:00:00+00:00,186,1,8,18,0.0,3.21,0
2012-01-08 18:00:00+00:00,187,1,8,19,0.0,2.78,0
2012-01-08 19:00:00+00:00,188,1,8,20,0.0,2.36,0
2012-01-08 20:00:00+00:00,189,1,8,21,0.0,1.93,0
2012-01-08 21:00:00+00:00,190,1,8,22,0.0,1.75,0
2012-01-08 22:00:00+00:00,191,1,8,23,0.0,1.56,0
2012-01-08 23:00:00+00:00,192,1,8,24,0.0,1.37,0
2012-01-09 00:00:00+00:00,193,1,9,1,0.0,1.33,1
2012-01-09 01:00:00+00:00,194,1,9,2,0.0,1.3,1
2012-01-09 02:00:00+00:00,195,1,9,3,0.0,1.26,1
2012-01-09 03:00:00+00:00,196,1,9,4,0.0,1.06,1
2012-01-09 04:00:00+00:00,197,1,9,5,0.0,0.86,1
2012-01-09 05:00:00+00:00,198,1,9,6,0.0,0.66,1
2012-01-09 06:00:00+00:00,199,1,9,7,0.0,1.14,1
2012-01-09 07:00:00+00:00,200,1,9,8,0.0,1.62,1
2012-01-09 08:00:00+00:00,201,1,9,9,86.0,2.09,1
2012-01-09 09:00:00+00:00,202,1,9,10,217.0,2.91,1
2012-01-09 10:00:00+00:00,203,1,9,11,315.0,3.72,1
2012-01-09 11:00:00+00:00,204,1,9,12,369.0,4.53,1
2012-01-09 12:00:00+00:00,205,1,9,13,368.0,4.78,1
2012-01-09 13:00:00+00:00,206,1,9,14,191.0,5.03,1
2012-01-09 14:00:00+00:00,207,1,9,15,133.0,5.29,1
2012-01-09 15:00:00+00:00,208,1,9,16,60.0,4.48,1
2012-01-09 16:00:00+00:00,209,1,9,17,0.0,3.67,1
2012-01-09 17:00:00+00:00,210,1,9,18,0.0,2.87,1
2012-01-09 18:00:00+00:00,211,1,9,19,0.0,2.64,1
2012-01-09 19:00:00+00:00,212,1,9,20,0.0,2.41,1
2012-01-09 20:00:00+00:00,213,1,9,21,0.0,2.18,1
2012-01-09 21:00:00+00:00,214,1,9,22,0.0,2.15,1
2012-01-09 22:00:00+00:00,215,1,9,23,0.0,2.11,1
2012-01-09 23:00:00+00:00,216,1,9,24,0.0,2.07,1
2012-01-10 00:00:00+00:00,217,1,10,1,0.0,2.27,1
2012-01-10 01:00:00+00:00,218,1,10,2,0.0,2.48,1
2012-01-10 02:00:00+00:00,219,1,10,3,0.0,2.68,1
2012-01-10 03:00:00+00:00,220,1,10,4,0.0,2.65,1
2012-01-10 04:00:00+00:00,221,1,10,5,0.0,2.62,1
2012-01-10 05:00:00+00:00,222,1,10,6,0.0,2.59,1
2012-01-10 06:00:00+00:00,223,1,10,7,0.0,3.08,1
2012-01-10 07:00:00+00:00,224,1,10,8,0.0,3.57,1
2012-01-10 08:00:00+00:00,225,1,10,9,87.0,4.05,1
2012-01-10 09:00:00+00:00,226,1,10,10,216.0,4.89,1
2012-01-10 10:00:00+00:00,227,1,10,11,318.0,5.72,1
2012-01-10 11:00:00+00:00,228,1,10,12,371.0,6.55,1
2012-01-10 12:00:00+00:00,229,1,10,13,373.0,6.97,1
2012-01-10 13:00:00+00:00,230,1,10,14,324.0,7.38,1
2012-01-10 14:00:00+00:00,231,1,10,15,223.0,7.8,1
2012-01-10 15:00:00+00:00,232,1,10,16,94.0,6.43,1
2012-01-10 16:00:00+00:00,233,1,10,17,0.0,5.07,1
2012-01-10 17:00:00+00:00,234,1,10,18,0.0,3.71,1
2012-01-10 18:00:00+00:00,235,1,10,19,0.0,2.4,1
2012-01-10 19:00:00+00:00,236,1,10,20,0.0,1.1,1
2012-01-10 20:00:00+00:00,237,1,10,21,0.0,-0.21,1
2012-01-10 21:00:00+00:00,238,1,10,22,0.0,-0.72,1
2012-01-10 22:00:00+00:00,239,1,10,23,0.0,-1.23,1
2012-01-10 23:00:00+00:00,240,1,10,24,0.0,-1.74,1
2012-01-11 00:00:00+00:00,241,1,11,1,0.0,-1.56,1
2012-01-11 01:00:00+00:00,242,1,11,2,0.0,-1.38,1
2012-01-11 02:00:00+00:00,243,1,11,3,0.0,-1.2,1
2012-01-11 03:00:00+00:00,244,1,11,4,0.0,-0.88,1
2012-01-11 04:00:00+00:00,245,1,11,5,0.0,-0.56,1
2012-01-11 05:00:00+00:00,246,1,11,6,0.0,-0.23,1
2012-01-11 06:00:00+00:00,247,1,11,7,0.0,0.9,1
2012-01-11 07:00:00+00:00,248,1,11,8,0.0,2.04,1
2012-01-11 08:00:00+00:00,249,1,11,9,44.0,3.17,1
2012-01-11 09:00:00+00:00,250,1,11,10,131.0,5.1,1
2012-01-11 10:00:00+00:00,251,1,11,11,158.0,7.03,1
2012-01-11 11:00:00+00:00,252,1,11,12,260.0,8.95,1
2012-01-11 12:00:00+00:00,253,1,11,13,312.0,8.99,1
2012-01-11 13:00:00+00:00,254,1,11,14,299.0,9.03,1
2012-01-11 14:00:00+00:00,255,1,11,15,171.0,9.08,1
2012-01-11 15:00:00+00:00,256,1,11,16,53.0,7.36,1
2012-01-11 16:00:00+00:00,257,1,11,17,0.0,5.64,1
2012-01-11 17:00:00+00:00,258,1,11,18,0.0,3.93,1
2012-01-11 18:00:00+00:00,259,1,11,19,0.0,3.09,1
2012-01-11 19:00:00+00:00,260,1,11,20,0.0,2.26,1
2012-01-11 20:00:00+00:00,261,1,11,21,0.0,1.42,1
2012-01-11 21:00:00+00:00,262,1,11,22,0.0,0.93,1
2012-01-11 22:00:00+00:00,263,1,11,23,0.0,0.44,1
2012-01-11 23:00:00+00:00,264,1,11,24,0.0,-0.05,1
2012-01-12 00:00:00+00:00,265,1,12,1,0.0,0.33,1
2012-01-12 01:00:00+00:00,266,1,12,2,0.0,0.72,1
2012-01-12 02:00:00+00:00,267,1,12,3,0.0,1.1,1
2012-01-12 03:00:00+00:00,268,1,12,4,0.0,0.86,1
2012-01-12 04:00:00+00:00,269,1,12,5,0.0,0.62,1
2012-01-12 05:00:00+00:00,270,1,12,6,0.0,0.39,1
2012-01-12 06:00:00+00:00,271,1,12,7,0.0,1.59,1
2012-01-12 07:00:00+00:00,272,1,12,8,0.0,2.8,1
2012-01-12 08:00:00+00:00,273,1,12,9,49.0,4.0,1
2012-01-12 09:00:00+00:00,274,1,12,10,103.0,6.1,1
2012-01-12 10:00:00+00:00,275,1,12,11,111.0,8.2,1
2012-01-12 11:00:00+00:00,276,1,12,12,144.0,10.3,1
2012-01-12 12:00:00+00:00,277,1,12,13,185.0,9.85,1
2012-01-12 13:00:00+00:00,278,1,12,14,286.0,9.39,1
2012-01-12 14:00:00+00:00,279,1,12,15,229.0,8.94,1
2012-01-12 15:00:00+00:00,280,1,12,16,103.0,7.73,1
2012-01-12 16:00:00+00:00,281,1,12,17,0.0,6.52,1
2012-01-12 17:00:00+00:00,282,1,12,18,0.0,5.31,1
2012-01-12 18:00:00+00:00,283,1,12,19,0.0,4.3,1
2012-01-12 19:00:00+00:00,284,1,12,20,0.0,3.3,1
2012-01-12 20:00:00+00:00,285,1,12,21,0.0,2.29,1
2012-01-12 21:00:00+00:00,286,1,12,22,0.0,1.98,1
2012-01-12 22:00:00+00:00,287,1,12,23,0.0,1.66,1
2012-01-12 23:00:00+00:00,288,1,12,24,0.0,1.34,1
2012-01-13 00:00:00+00:00,289,1,13,1,0.0,1.09,1
2012-01-13 01:00:00+00:00,290,1,13,2,0.0,0.84,1
2012-01-13 02:00:00+00:00,291,1,13,3,0.0,0.59,1
2012-01-13 03:00:00+00:00,292,1,13,4,0.0,0.51,1
2012-01-13 04:00:00+00:00,293,1,13,5,0.0,0.44,1
2012-01-13 05:00:00+00:00,294,1,13,6,0.0,0.37,1
2012-01-13 06:00:00+00:00,295,1,13,7,0.0,1.11,1
2012-01-13 07:00:00+00:00,296,1,13,8,0.0,1.85,1
2012-01-13 08:00:00+00:00,297,1,13,9,52.0,2.59,1
2012-01-13 09:00:00+00:00,298,1,13,10,97.0,3.36,1
2012-01-13 10:00:00+00:00,299,1,13,11,116.0,4.13,1
2012-01-13 11:00:00+00:00,300,1,13,12,127.0,4.89,1
2012-01-13 12:00:00+00:00,301,1,13,13,92.0,5.01,1
2012-01-13 13:00:00+00:00,302,1,13,14,143.0,5.13,1
2012-01-13 14:00:00+00:00,303,1,13,15,88.0,5.25,1
2012-01-13 15:00:00+00:00,304,1,13,16,42.0,4.22,1
2012-01-13 16:00:00+00:00,305,1,13,17,0.0,3.19,1
2012-01-13 17:00:00+00:00,306,1,13,18,0.0,2.17,1
2012-01-13 18:00:00+00:00,307,1,13,19,0.0,1.62,1
2012-01-13 19:00:00+00:00,308,1,13,20,0.0,1.06,1
2012-01-13 20:00:00+00:00,309,1,13,21,0.0,0.51,1
2012-01-13 21:00:00+00:00,310,1,13,22,0.0,0.16,1
2012-01-13 22:00:00+00:00,311,1,13,23,0.0,-0.19,1
2012-01-13 23:00:00+00:00,312,1,13,24,0.0,-0.55,1
2012-01-14 00:00:00+00:00,313,1,14,1,0.0,-0.61,0
2012-01-14 01:00:00+00:00,314,1,14,2,0.0,-0.68,0
2012-01-14 02:00:00+00:00,315,1,14,3,0.0,-0.74,0
2012-01-14 03:00:00+00:00,316,1,14,4,0.0,-1.08,0
2012-01-14 04:00:00+00:00,317,1,14,5,0.0,-1.41,0
2012-01-14 05:00:00+00:00,318,1,14,6,0.0,-1.74,0
2012-01-14 06:00:00+00:00,319,1,14,7,0.0,-0.97,0
2012-01-14 07:00:00+00:00,320,1,14,8,0.0,-0.19,0
2012-01-14 08:00:00+00:00,321,1,14,9,47.0,0.58,0
2012-01-14 09:00:00+00:00,322,1,14,10,127.0,2.12,0
2012-01-14 10:00:00+00:00,323,1,14,11,179.0,3.65,0
2012-01-14 11:00:00+00:00,324,1,14,12,234.0,5.18,0
2012-01-14 12:00:00+00:00,325,1,14,13,326.0,5.19,0
2012-01-14 13:00:00+00:00,326,1,14,14,332.0,5.2,0
2012-01-14 14:00:00+00:00,327,1,14,15,235.0,5.22,0
2012-01-14 15:00:00+00:00,328,1,14,16,106.0,3.78,0
2012-01-14 16:00:00+00:00,329,1,14,17,0.0,2.34,0
2012-01-14 17:00:00+00:00,330,1,14,18,0.0,0.91,0
2012-01-14 18:00:00+00:00,331,1,14,19,0.0,0.08,0
2012-01-14 19:00:00+00:00,332,1,14,20,0.0,-0.76,0
2012-01-14 20:00:00+00:00,333,1,14,21,0.0,-1.59,0
2012-01-14 21:00:00+00:00,334,1,14,22,0.0,-1.84,0
2012-01-14 22:00:00+00:00,335,1,14,23,0.0,-2.09,0
2012-01-14 23:00:00+00:00,336,1,14,24,0.0,-2.35,0
2012-01-15 00:00:00+00:00,337,1,15,1,0.0,-2.49,0
2012-01-15 01:00:00+00:00,338,1,15,2,0.0,-2.63,0
2012-01-15 02:00:00+00:00,339,1,15,3,0.0,-2.77,0
2012-01-15 03:00:00+00:00,340,1,15,4,0.0,-2.91,0
2012-01-15 04:00:00+00:00,341,1,15,5,0.0,-3.05,0
2012-01-15 05:00:00+00:00,342,1,15,6,0.0,-3.19,0
2012-01-15 06:00:00+00:00,343,1,15,7,0.0,-2.11,0
2012-01-15 07:00:00+00:00,344,1,15,8,0.0,-1.03,0
2012-01-15 08:00:00+00:00,345,1,15,9,75.0,0.05,0
2012-01-15 09:00:00+00:00,346,1,15,10,180.0,2.02,0
2012-01-15 10:00:00+00:00,347,1,15,11,293.0,3.98,0
2012-01-15 11:00:00+00:00,348,1,15,12,360.0,5.94,0
2012-01-15 12:00:00+00:00,349,1,15,13,383.0,5.68,0
2012-01-15 13:00:00+00:00,350,1,15,14,341.0,5.42,0
2012-01-15 14:00:00+00:00,351,1,15,15,240.0,5.16,0
2012-01-15 15:00:00+00:00,352,1,15,16,113.0,3.52,0
2012-01-15 16:00:00+00:00,353,1,15,17,0.0,1.88,0
2012-01-15 17:00:00+00:00,354,1,15,18,0.0,0.24,0
2012-01-15 18:00:00+00:00,355,1,15,19,0.0,-0.46,0
2012-01-15 19:00:00+00:00,356,1,15,20,0.0,-1.17,0
2012-01-15 20:00:00+00:00,357,1,15,21,0.0,-1.87,0
2012-01-15 21:00:00+00:00,358,1,15,22,0.0,-1.93,0
2012-01-15 22:00:00+00:00,359,1,15,23,0.0,-2.0,0
2012-01-15 23:00:00+00:00,360,1,15,24,0.0,-2.07,0
2012-01-16 00:00:00+00:00,361,1,16,1,0.0,-2.12,1
2012-01-16 01:00:00+00:00,362,1,16,2,0.0,-2.16,1
2012-01-16 02:00:00+00:00,363,1,16,3,0.0,-2.21,1
2012-01-16 03:00:00+00:00,364,1,16,4,0.0,-2.38,1
2012-01-16 04:00:00+00:00,365,1,16,5,0.0,-2.54,1
2012-01-16 05:00:00+00:00,366,1,16,6,0.0,-2.7,1
2012-01-16 06:00:00+00:00,367,1,16,7,0.0,-1.64,1
2012-01-16 07:00:00+00:00,368,1,16,8,0.0,-0.57,1
2012-01-16 08:00:00+00:00,369,1,16,9,52.0,0.49,1
2012-01-16 09:00:00+00:00,370,1,16,10,122.0,2.4,1
2012-01-16 10:00:00+00:00,371,1,16,11,184.0,4.31,1
2012-01-16 11:00:00+00:00,372,1,16,12,268.0,6.22,1
2012-01-16 12:00:00+00:00,373,1,16,13,315.0,6.02,1
2012-01-16 13:00:00+00:00,374,1,16,14,331.0,5.81,1
2012-01-16 14:00:00+00:00,375,1,16,15,246.0,5.61,1
2012-01-16 15:00:00+00:00,376,1,16,16,117.0,3.85,1
2012-01-16 16:00:00+00:00,377,1,16,17,0.0,2.09,1
2012-01-16 17:00:00+00:00,378,1,16,18,0.0,0.33,1
2012-01-16 18:00:00+00:00,379,1,16,19,0.0,-0.36,1
2012-01-16 19:00:00+00:00,380,1,16,20,0.0,-1.06,1
2012-01-16 20:00:00+00:00,381,1,16,21,0.0,-1.75,1
2012-01-16 21:00:00+00:00,382,1,16,22,0.0,-2.0,1
2012-01-16 22:00:00+00:00,383,1,16,23,0.0,-2.25,1
2012-01-16 23:00:00+00:00,384,1,16,24,0.0,-2.5,1
2012-01-17 00:00:00+00:00,385,1,17,1,0.0,-2.27,1
2012-01-17 01:00:00+00:00,386,1,17,2,0.0,-2.05,1
2012-01-17 02:00:00+00:00,387,1,17,3,0.0,-1.82,1
2012-01-17 03:00:00+00:00,388,1,17,4,0.0,-1.96,1
2012-01-17 04:00:00+00:00,389,1,17,5,0.0,-2.1,1
2012-01-17 05:00:00+00:00,390,1,17,6,0.0,-2.23,1
2012-01-17 06:00:00+00:00,391,1,17,7,0.0,-1.08,1
2012-01-17 07:00:00+00:00,392,1,17,8,0.0,0.08,1
2012-01-17 08:00:00+00:00,393,1,17,9,95.0,1.23,1
2012-01-17 09:00:00+00:00,394,1,17,10,228.0,2.89,1
2012-01-17 10:00:00+00:00,395,1,17,11,333.0,4.55,1
2012-01-17 11:00:00+00:00,396,1,17,12,389.0,6.21,1
2012-01-17 12:00:00+00:00,397,1,17,13,388.0,5.87,1
