time(UTC),Building1,Building2,Building3,Building4
2016-02-16 14:00:00+00:00,632.25,659.25,2751.75,255.0
2016-02-16 15:00:00+00:00,555.25,792.5,9855.25,254.75
2016-02-16 16:00:00+00:00,695.5,364.0,5161.0,304.0
2016-02-16 17:00:00+00:00,690.75,443.75,9180.25,2422.25
2016-02-16 18:00:00+00:00,493.25,4089.5,2831.5,6465.0
2016-02-16 19:00:00+00:00,4081.0,1168.5,1714.5,673.25
2016-02-16 20:00:00+00:00,1597.25,1511.25,2438.0,463.75
2016-02-16 21:00:00+00:00,727.0,2360.25,5363.75,609.0
2016-02-16 22:00:00+00:00,974.0,1178.5,8705.5,596.25
2016-02-16 23:00:00+00:00,820.75,722.75,3783.25,334.25
2016-02-17 00:00:00+00:00,864.5,882.75,2074.5,261.25
2016-02-17 01:00:00+00:00,446.25,687.5,499.5,272.0
2016-02-17 02:00:00+00:00,224.25,525.5,486.0,284.25
2016-02-17 03:00:00+00:00,249.0,463.25,606.0,266.5
2016-02-17 04:00:00+00:00,169.0,488.5,1329.25,275.75
2016-02-17 05:00:00+00:00,247.75,497.25,3749.0,286.25
2016-02-17 06:00:00+00:00,242.0,583.5,3397.75,270.25
2016-02-17 07:00:00+00:00,187.5,538.25,1893.75,321.0
2016-02-17 08:00:00+00:00,230.25,484.25,2246.75,687.5
2016-02-17 09:00:00+00:00,188.25,1036.0,2774.0,708.25
2016-02-17 10:00:00+00:00,2192.25,777.5,2403.75,2541.0
2016-02-17 11:00:00+00:00,3523.0,985.75,5077.5,3678.75
2016-02-17 12:00:00+00:00,5610.75,819.0,1694.75,5705.0
2016-02-17 13:00:00+00:00,2396.75,1386.5,1036.25,269.5
2016-02-17 14:00:00+00:00,792.0,2091.0,1369.75,254.75
2016-02-17 15:00:00+00:00,534.75,1349.25,1772.5,334.75
2016-02-17 16:00:00+00:00,658.5,5158.5,1796.5,262.5
2016-02-17 17:00:00+00:00,430.75,1084.25,1939.25,303.0
2016-02-17 18:00:00+00:00,600.0,1359.75,1783.75,225.25
2016-02-17 19:00:00+00:00,1411.5,1868.75,6929.5,269.25
2016-02-17 20:00:00+00:00,3530.5,3627.25,5655.25,1076.5
2016-02-17 21:00:00+00:00,669.25,5062.5,1969.5,12468.75
2016-02-17 22:00:00+00:00,934.75,3803.75,2405.75,2072.25
2016-02-17 23:00:00+00:00,827.5,644.75,1941.25,14526.25
2016-02-18 00:00:00+00:00,596.0,364.5,1341.75,1781.25
2016-02-18 01:00:00+00:00,987.25,408.75,1881.25,494.0
2016-02-18 02:00:00+00:00,236.0,458.5,1466.75,381.25
2016-02-18 03:00:00+00:00,202.0,495.5,1328.75,375.25
2016-02-18 04:00:00+00:00,253.5,578.0,618.0,280.5
2016-02-18 05:00:00+00:00,214.0,520.5,3263.75,326.75
2016-02-18 06:00:00+00:00,259.75,400.75,6302.5,283.5
2016-02-18 07:00:00+00:00,237.25,478.0,2865.75,346.0
2016-02-18 08:00:00+00:00,156.75,5075.0,2629.0,324.25
2016-02-18 09:00:00+00:00,210.25,768.0,1587.75,809.0
2016-02-18 10:00:00+00:00,535.0,473.25,1220.5,2097.0
2016-02-18 11:00:00+00:00,285.25,367.75,1126.75,2085.25
2016-02-18 12:00:00+00:00,1969.5,2024.75,1006.5,3536.0
2016-02-18 13:00:00+00:00,2228.5,514.25,927.5,13679.25
2016-02-18 14:00:00+00:00,896.25,3965.0,1263.25,1262.25
2016-02-18 15:00:00+00:00,534.25,2852.25,1021.75,9512.75
2016-02-18 16:00:00+00:00,692.75,4438.0,1368.5,7600.5
2016-02-18 17:00:00+00:00,397.0,1007.25,1660.0,904.25
2016-02-18 18:00:00+00:00,632.75,640.75,848.75,1062.0
2016-02-18 19:00:00+00:00,1472.5,2031.75,2373.0,785.25
2016-02-18 20:00:00+00:00,2787.75,1636.0,1932.25,4129.0
2016-02-18 21:00:00+00:00,3520.25,1600.25,2947.25,818.5
2016-02-18 22:00:00+00:00,1301.75,1805.0,2241.0,637.5
2016-02-18 23:00:00+00:00,524.0,1184.25,1317.75,225.25
2016-02-19 00:00:00+00:00,247.75,583.5,1422.75,303.75
2016-02-19 01:00:00+00:00,216.0,427.0,1512.5,311.0
2016-02-19 02:00:00+00:00,207.0,393.5,1161.75,274.0
2016-02-19 03:00:00+00:00,254.5,451.25,840.0,299.5
2016-02-19 04:00:00+00:00,193.0,401.25,582.5,333.0
2016-02-19 05:00:00+00:00,445.75,468.0,2993.75,321.25
2016-02-19 06:00:00+00:00,431.75,1737.25,3106.0,508.5
2016-02-19 07:00:00+00:00,193.75,616.75,2598.5,309.0
2016-02-19 08:00:00+00:00,214.0,427.75,1755.25,346.75
2016-02-19 09:00:00+00:00,196.25,967.0,3097.25,583.75
2016-02-19 10:00:00+00:00,173.75,519.5,2242.0,2616.0
2016-02-19 11:00:00+00:00,215.75,438.25,1525.5,242.25
2016-02-19 12:00:00+00:00,154.25,572.0,1485.25,958.0
2016-02-19 13:00:00+00:00,199.5,369.5,896.0,346.75
2016-02-19 14:00:00+00:00,209.25,702.75,565.5,213.0
2016-02-19 15:00:00+00:00,180.5,778.0,1329.25,284.5
2016-02-19 16:00:00+00:00,733.0,861.25,3936.5,1349.5
2016-02-19 17:00:00+00:00,562.5,2408.25,1089.5,376.25
2016-02-19 18:00:00+00:00,575.75,1674.75,2231.75,1554.25
2016-02-19 19:00:00+00:00,595.5,1012.0,5596.0,1655.75
2016-02-19 20:00:00+00:00,2294.25,2106.75,2421.0,689.0
2016-02-19 21:00:00+00:00,780.0,1273.25,6851.0,485.0
2016-02-19 22:00:00+00:00,650.75,598.5,3058.75,408.25
2016-02-19 23:00:00+00:00,531.0,457.0,1276.5,233.75
2016-02-20 00:00:00+00:00,985.75,593.75,1224.5,272.0
2016-02-20 01:00:00+00:00,660.25,501.25,544.25,309.5
2016-02-20 02:00:00+00:00,187.75,459.0,576.0,361.5
2016-02-20 03:00:00+00:00,242.25,489.0,608.5,297.5
2016-02-20 04:00:00+00:00,211.75,480.5,846.0,286.25
2016-02-20 05:00:00+00:00,185.0,623.75,4101.0,316.5
2016-02-20 06:00:00+00:00,330.0,539.25,4548.25,439.25
2016-02-20 07:00:00+00:00,226.5,728.25,1817.5,798.0
2016-02-20 08:00:00+00:00,173.5,487.0,1220.25,595.25
2016-02-20 09:00:00+00:00,342.0,408.25,1674.0,302.25
2016-02-20 10:00:00+00:00,138.75,430.5,1150.75,218.0
2016-02-20 11:00:00+00:00,285.25,354.5,1697.75,216.75
2016-02-20 12:00:00+00:00,699.25,1277.5,1467.25,678.5
2016-02-20 13:00:00+00:00,367.5,411.5,3228.5,1352.5
2016-02-20 14:00:00+00:00,452.5,1977.25,1866.5,1812.0
2016-02-20 15:00:00+00:00,664.0,1615.0,3747.5,2837.75
2016-02-20 16:00:00+00:00,496.5,431.5,7624.75,239.75
2016-02-20 17:00:00+00:00,834.5,578.0,2081.75,371.5
2016-02-20 18:00:00+00:00,492.25,591.75,1388.0,1553.0
2016-02-20 19:00:00+00:00,854.0,976.75,1901.0,2464.5
2016-02-20 20:00:00+00:00,1079.5,559.25,1538.75,1181.25
2016-02-20 21:00:00+00:00,745.75,697.0,1056.25,553.75
2016-02-20 22:00:00+00:00,617.25,368.0,653.75,468.0
2016-02-20 23:00:00+00:00,707.75,484.0,880.0,461.25
2016-02-21 00:00:00+00:00,465.0,697.0,1019.25,290.75
2016-02-21 01:00:00+00:00,193.25,489.25,1120.5,291.25
2016-02-21 02:00:00+00:00,247.5,454.25,883.0,281.25
2016-02-21 03:00:00+00:00,180.0,514.75,709.0,275.75
2016-02-21 04:00:00+00:00,257.75,495.75,654.25,302.25
2016-02-21 05:00:00+00:00,238.5,666.5,2675.0,286.75
2016-02-21 06:00:00+00:00,323.75,593.0,2006.5,413.5
2016-02-21 07:00:00+00:00,243.0,812.75,1849.0,449.75
2016-02-21 08:00:00+00:00,155.5,425.25,1275.25,245.5
2016-02-21 09:00:00+00:00,188.25,557.5,1287.75,223.0
2016-02-21 10:00:00+00:00,354.5,393.5,1318.5,207.0
2016-02-21 11:00:00+00:00,166.0,366.0,1625.0,251.0
2016-02-21 12:00:00+00:00,303.25,709.75,1166.25,184.5
2016-02-21 13:00:00+00:00,509.25,794.5,989.75,206.5
2016-02-21 14:00:00+00:00,404.75,944.25,1447.75,249.75
2016-02-21 15:00:00+00:00,752.75,451.0,2075.5,491.5
2016-02-21 16:00:00+00:00,695.75,444.25,1767.0,7078.75
2016-02-21 17:00:00+00:00,556.5,568.0,866.75,315.0
2016-02-21 18:00:00+00:00,431.75,3175.25,653.0,276.0
2016-02-21 19:00:00+00:00,1625.25,1274.75,1775.25,5082.75
2016-02-21 20:00:00+00:00,770.0,785.75,1347.25,1922.5
2016-02-21 21:00:00+00:00,629.0,1154.25,705.0,2696.5
2016-02-21 22:00:00+00:00,685.0,2136.5,620.75,3537.25
2016-02-21 23:00:00+00:00,1019.75,778.25,1092.0,417.75
2016-02-22 00:00:00+00:00,251.5,2710.5,938.75,365.25
2016-02-22 01:00:00+00:00,184.0,534.5,659.0,318.5
2016-02-22 02:00:00+00:00,265.25,609.75,595.25,351.75
2016-02-22 03:00:00+00:00,228.5,519.0,610.25,310.0
2016-02-22 04:00:00+00:00,168.5,674.0,604.0,362.0
2016-02-22 05:00:00+00:00,262.25,594.75,2081.75,315.5
2016-02-22 06:00:00+00:00,1098.5,1587.75,1713.75,475.0
2016-02-22 07:00:00+00:00,288.25,692.0,5252.5,589.25
2016-02-22 08:00:00+00:00,444.5,494.0,8891.0,266.0
2016-02-22 09:00:00+00:00,177.25,494.25,3895.25,303.5
2016-02-22 10:00:00+00:00,235.0,385.5,3542.0,283.75
2016-02-22 11:00:00+00:00,175.25,434.0,2284.25,246.75
2016-02-22 12:00:00+00:00,179.5,1294.75,7404.75,213.75
2016-02-22 13:00:00+00:00,704.0,705.75,12953.25,348.0
2016-02-22 14:00:00+00:00,423.0,298.75,6985.0,229.5
2016-02-22 15:00:00+00:00,483.75,294.75,21116.75,270.5
2016-02-22 16:00:00+00:00,837.0,828.75,8197.75,253.0
2016-02-22 17:00:00+00:00,395.0,498.0,2627.0,424.75
2016-02-22 18:00:00+00:00,568.75,4163.75,1831.0,334.5
2016-02-22 19:00:00+00:00,431.0,3928.75,1537.75,604.75
2016-02-22 20:00:00+00:00,739.75,1316.5,2574.0,637.5
2016-02-22 21:00:00+00:00,1247.75,735.25,1565.5,732.25
2016-02-22 22:00:00+00:00,902.25,539.25,692.25,2389.75
2016-02-22 23:00:00+00:00,850.25,682.25,890.25,621.75
2016-02-23 00:00:00+00:00,298.25,417.5,1007.0,10359.0
2016-02-23 01:00:00+00:00,203.25,515.25,615.5,2248.75
2016-02-23 02:00:00+00:00,251.5,527.0,627.25,368.75
2016-02-23 03:00:00+00:00,238.75,457.25,396.5,328.0
2016-02-23 04:00:00+00:00,165.0,632.5,407.5,289.0
2016-02-23 05:00:00+00:00,252.0,416.25,1724.25,299.0
2016-02-23 06:00:00+00:00,331.0,1012.25,2155.0,530.75
2016-02-23 07:00:00+00:00,285.75,648.0,2380.0,1443.5
2016-02-23 08:00:00+00:00,438.25,460.5,1778.5,993.0
2016-02-23 09:00:00+00:00,190.25,487.25,1630.75,306.75
2016-02-23 10:00:00+00:00,239.0,2142.75,1728.0,232.0
2016-02-23 11:00:00+00:00,191.5,2334.75,10249.0,252.25
2016-02-23 12:00:00+00:00,277.0,4332.75,3155.5,250.0
2016-02-23 13:00:00+00:00,305.75,1057.75,1715.25,212.75
2016-02-23 14:00:00+00:00,265.0,1508.25,6659.75,210.0
2016-02-23 15:00:00+00:00,492.75,1589.5,3606.5,230.5
2016-02-23 16:00:00+00:00,1330.25,677.25,3440.25,297.0
2016-02-23 17:00:00+00:00,767.5,1325.25,1374.75,240.75
2016-02-23 18:00:00+00:00,588.5,399.5,1042.0,389.0
2016-02-23 19:00:00+00:00,418.5,1094.75,2134.5,1621.25
2016-02-23 20:00:00+00:00,440.5,970.0,2233.75,848.25
2016-02-23 21:00:00+00:00,3614.5,681.5,1143.25,2027.25
2016-02-23 22:00:00+00:00,2530.25,499.0,778.25,714.25
2016-02-23 23:00:00+00:00,958.0,488.25,622.25,755.0
2016-02-24 00:00:00+00:00,788.5,607.0,491.0,229.0
2016-02-24 01:00:00+00:00,314.25,584.75,539.75,296.0
2016-02-24 02:00:00+00:00,328.5,445.0,654.5,351.75
2016-02-24 03:00:00+00:00,407.0,559.0,512.0,285.75
2016-02-24 04:00:00+00:00,379.75,627.0,1366.25,274.0
2016-02-24 05:00:00+00:00,276.25,605.25,2222.0,289.75
2016-02-24 06:00:00+00:00,235.25,602.5,1984.75,292.25
2016-02-24 07:00:00+00:00,195.75,564.25,3268.25,613.25
2016-02-24 08:00:00+00:00,294.25,840.0,2454.25,637.25
2016-02-24 09:00:00+00:00,557.0,927.75,1253.25,831.25
2016-02-24 10:00:00+00:00,536.25,1106.25,1300.5,788.75
2016-02-24 11:00:00+00:00,368.25,5161.5,1247.0,459.0
2016-02-24 12:00:00+00:00,652.25,3018.25,1008.25,2432.5
2016-02-24 13:00:00+00:00,4916.0,1622.0,843.0,527.5
2016-02-24 14:00:00+00:00,2558.75,807.25,1432.5,370.75
2016-02-24 15:00:00+00:00,958.75,3437.75,1095.25,257.0
2016-02-24 16:00:00+00:00,690.25,819.0,1248.5,320.25
2016-02-24 17:00:00+00:00,579.25,1774.5,874.5,241.5
2016-02-24 18:00:00+00:00,653.75,2102.5,1159.0,5894.25
2016-02-24 19:00:00+00:00,617.0,1099.75,4060.75,3322.0
2016-02-24 20:00:00+00:00,1308.0,1003.5,1870.75,4885.0
2016-02-24 21:00:00+00:00,2479.25,4106.5,1489.25,4458.0
2016-02-24 22:00:00+00:00,3259.25,9790.0,1416.0,3051.0
2016-02-24 23:00:00+00:00,731.25,2526.5,501.25,2022.25
2016-02-25 00:00:00+00:00,959.5,1492.5,531.0,359.75
2016-02-25 01:00:00+00:00,978.75,1210.5,530.25,273.25
2016-02-25 02:00:00+00:00,767.5,1073.25,798.75,301.0
2016-02-25 03:00:00+00:00,251.0,2790.5,724.25,327.25
2016-02-25 04:00:00+00:00,239.5,4891.25,706.25,285.0
2016-02-25 05:00:00+00:00,259.5,570.5,2878.5,306.5
2016-02-25 06:00:00+00:00,164.5,524.25,2152.75,310.75
2016-02-25 07:00:00+00:00,244.5,536.25,1896.75,349.25
2016-02-25 08:00:00+00:00,373.0,438.0,1616.0,524.0
2016-02-25 09:00:00+00:00,275.75,613.75,968.0,547.0
2016-02-25 10:00:00+00:00,593.25,5937.5,1214.25,406.75
2016-02-25 11:00:00+00:00,1160.5,4865.75,752.75,5276.75
2016-02-25 12:00:00+00:00,2661.75,2740.25,530.75,6071.5
2016-02-25 13:00:00+00:00,498.25,3077.25,686.0,5796.0
2016-02-25 14:00:00+00:00,764.25,1340.5,948.5,7491.0
2016-02-25 15:00:00+00:00,657.75,1560.5,1441.5,475.5
2016-02-25 16:00:00+00:00,913.5,2040.5,1247.5,332.5
2016-02-25 17:00:00+00:00,797.0,961.0,7432.5,2636.75
2016-02-25 18:00:00+00:00,362.75,1296.25,2921.75,432.5
2016-02-25 19:00:00+00:00,378.75,3075.5,8098.75,1632.75
2016-02-25 20:00:00+00:00,386.0,1446.75,1328.5,4263.25
2016-02-25 21:00:00+00:00,557.0,781.0,1450.75,13999.75
2016-02-25 22:00:00+00:00,756.75,858.25,1074.75,2097.5
2016-02-25 23:00:00+00:00,1073.5,694.25,703.75,2502.5
2016-02-26 00:00:00+00:00,220.5,747.0,662.5,529.75
2016-02-26 01:00:00+00:00,229.0,550.75,690.5,467.0
2016-02-26 02:00:00+00:00,272.25,606.25,679.75,313.5
2016-02-26 03:00:00+00:00,177.75,532.75,678.25,316.75
2016-02-26 04:00:00+00:00,278.5,719.25,1403.5,299.0
2016-02-26 05:00:00+00:00,421.75,633.0,3477.5,322.5
2016-02-26 06:00:00+00:00,345.25,1023.25,1776.0,461.25
2016-02-26 07:00:00+00:00,354.75,1272.25,1577.5,276.25
2016-02-26 08:00:00+00:00,181.5,987.5,1376.0,502.75
2016-02-26 09:00:00+00:00,260.5,599.0,1837.25,714.75
2016-02-26 10:00:00+00:00,176.0,461.25,5351.5,276.75
2016-02-26 11:00:00+00:00,520.0,713.75,1472.25,366.5
2016-02-26 12:00:00+00:00,349.75,1667.5,6303.75,400.75
2016-02-26 13:00:00+00:00,241.25,570.5,1690.0,372.5
2016-02-26 14:00:00+00:00,359.5,371.5,1080.5,233.25
2016-02-26 15:00:00+00:00,556.0,494.25,1261.75,289.5
2016-02-26 16:00:00+00:00,841.25,476.5,1901.75,673.75
2016-02-26 17:00:00+00:00,790.5,619.0,1878.5,403.75
2016-02-26 18:00:00+00:00,654.0,633.25,1608.75,774.0
2016-02-26 19:00:00+00:00,2861.0,3661.75,1516.5,764.25
2016-02-26 20:00:00+00:00,2312.5,1977.0,2703.0,608.75
2016-02-26 21:00:00+00:00,932.75,2979.25,1788.25,588.75
2016-02-26 22:00:00+00:00,1039.0,1128.75,813.75,335.5
2016-02-26 23:00:00+00:00,1239.5,3779.5,520.5,305.0
2016-02-27 00:00:00+00:00,975.25,916.75,689.5,337.25
2016-02-27 01:00:00+00:00,183.25,2209.25,727.75,323.0
2016-02-27 02:00:00+00:00,263.75,642.0,599.75,366.0
2016-02-27 03:00:00+00:00,270.5,550.75,746.0,484.25
2016-02-27 04:00:00+00:00,210.75,642.5,760.5,365.75
2016-02-27 05:00:00+00:00,283.0,778.25,3110.75,376.75
2016-02-27 06:00:00+00:00,294.5,1157.0,2621.0,465.25
2016-02-27 07:00:00+00:00,307.75,560.0,2656.25,300.25
2016-02-27 08:00:00+00:00,218.75,858.0,2589.5,315.75
2016-02-27 09:00:00+00:00,396.0,595.5,1790.25,456.0
2016-02-27 10:00:00+00:00,232.25,442.5,1512.5,3012.75
2016-02-27 11:00:00+00:00,263.0,1827.25,1267.5,289.5
2016-02-27 12:00:00+00:00,181.0,992.75,1671.25,869.0
2016-02-27 13:00:00+00:00,467.0,928.75,1500.25,3167.0
2016-02-27 14:00:00+00:00,489.75,3311.75,1830.25,2827.5
2016-02-27 15:00:00+00:00,1039.0,1516.5,2731.25,431.0
2016-02-27 16:00:00+00:00,641.75,527.5,2465.0,510.75
2016-02-27 17:00:00+00:00,364.75,676.5,2305.75,1014.5
2016-02-27 18:00:00+00:00,500.75,834.75,1605.5,547.25
2016-02-27 19:00:00+00:00,417.0,1687.25,1492.5,792.75
2016-02-27 20:00:00+00:00,2469.0,3671.75,8426.0,655.25
2016-02-27 21:00:00+00:00,853.5,3047.75,11321.75,896.75
2016-02-27 22:00:00+00:00,1059.5,2526.5,2145.25,1119.25
2016-02-27 23:00:00+00:00,784.5,554.75,1474.25,407.0
2016-02-28 00:00:00+00:00,872.0,674.0,1693.25,317.5
2016-02-28 01:00:00+00:00,1396.75,520.75,1705.25,346.75
2016-02-28 02:00:00+00:00,296.25,580.5,1050.0,437.5
2016-02-28 03:00:00+00:00,276.0,565.5,422.5,304.25
2016-02-28 04:00:00+00:00,242.25,601.5,533.0,351.0
2016-02-28 05:00:00+00:00,221.0,783.0,6052.25,348.25
2016-02-28 06:00:00+00:00,396.25,649.25,3278.75,536.5
2016-02-28 07:00:00+00:00,219.5,1037.75,2327.25,2353.5
2016-02-28 08:00:00+00:00,405.5,1349.25,1050.0,1781.75
2016-02-28 09:00:00+00:00,414.0,603.75,2125.5,440.0
2016-02-28 10:00:00+00:00,469.0,555.5,1672.0,293.5
2016-02-28 11:00:00+00:00,323.75,569.0,1631.5,259.75
2016-02-28 12:00:00+00:00,226.75,2436.25,1768.5,227.75
2016-02-28 13:00:00+00:00,1380.5,1717.0,1768.25,282.5
2016-02-28 14:00:00+00:00,546.0,657.0,1915.75,13627.25
2016-02-28 15:00:00+00:00,754.0,684.25,2040.25,6227.25
2016-02-28 16:00:00+00:00,694.75,641.75,1216.25,396.0
2016-02-28 17:00:00+00:00,735.5,533.0,1214.0,326.5
2016-02-28 18:00:00+00:00,702.0,680.0,1106.25,1018.0
2016-02-28 19:00:00+00:00,517.0,2253.0,4689.75,2299.5
2016-02-28 20:00:00+00:00,2170.75,2726.0,1722.75,2469.0
2016-02-28 21:00:00+00:00,6352.5,1761.5,1015.75,2020.25
2016-02-28 22:00:00+00:00,805.5,2829.25,965.75,1128.75
2016-02-28 23:00:00+00:00,443.75,6940.75,757.75,597.75
2018-03-01 00:00:00+00:00,443.75,4034.75,742.5,347.5
2018-03-01 01:00:00+00:00,169.5,738.75,318.75,256.0
2018-03-01 02:00:00+00:00,259.75,470.5,393.0,347.75
2018-03-01 03:00:00+00:00,260.0,553.5,731.0,331.75
2018-03-01 04:00:00+00:00,190.0,487.75,478.0,355.5
2018-03-01 05:00:00+00:00,274.25,720.5,1409.0,329.25
2018-03-01 06:00:00+00:00,617.75,720.25,1717.0,501.75
2018-03-01 07:00:00+00:00,562.5,799.5,1324.0,708.0
2018-03-01 08:00:00+00:00,594.75,493.5,9573.0,413.25
2018-03-01 09:00:00+00:00,660.5,374.25,8462.75,274.5
2018-03-01 10:00:00+00:00,400.25,384.75,8601.75,295.0
2018-03-01 11:00:00+00:00,313.25,2041.25,9962.75,290.5
2018-03-01 12:00:00+00:00,582.0,3676.5,4448.75,287.25
2018-03-01 13:00:00+00:00,1497.5,4008.75,2915.75,284.75
2018-03-01 14:00:00+00:00,491.25,1517.0,4243.5,266.0
2018-03-01 15:00:00+00:00,604.25,6176.5,3584.25,250.25
2018-03-01 16:00:00+00:00,722.0,845.25,2505.0,270.25
2018-03-01 17:00:00+00:00,694.0,717.5,5930.75,430.25
2018-03-01 18:00:00+00:00,558.5,1081.25,5338.5,687.5
2018-03-01 19:00:00+00:00,795.5,699.5,1620.25,4105.0
2018-03-01 20:00:00+00:00,2416.75,2079.5,991.25,538.0
2018-03-01 21:00:00+00:00,921.25,2173.0,2624.25,598.5
2018-03-01 22:00:00+00:00,787.5,1029.25,1200.25,511.25
2018-03-01 23:00:00+00:00,860.5,979.5,1254.5,735.75
2018-03-02 00:00:00+00:00,934.25,644.75,1300.5,377.75
2018-03-02 01:00:00+00:00,215.0,307.0,871.25,205.75
2018-03-02 02:00:00+00:00,248.0,610.75,1451.25,465.0
2018-03-02 03:00:00+00:00,187.25,413.25,1238.25,312.0
2018-03-02 04:00:00+00:00,253.0,566.0,1923.0,302.0
2018-03-02 05:00:00+00:00,201.25,539.0,2362.25,303.25
2018-03-02 06:00:00+00:00,348.5,1048.25,2450.0,531.0
2018-03-02 07:00:00+00:00,296.25,591.5,2705.0,336.75
2018-03-02 08:00:00+00:00,321.5,592.75,2148.75,401.25
2018-03-02 09:00:00+00:00,586.25,440.25,2553.5,269.75
2018-03-02 10:00:00+00:00,357.0,617.25,2432.25,251.25
2018-03-02 11:00:00+00:00,270.75,1022.75,4979.0,246.5
2018-03-02 12:00:00+00:00,345.25,2669.0,1862.25,276.25
2018-03-02 13:00:00+00:00,209.75,880.5,2400.0,282.5
2018-03-02 14:00:00+00:00,3883.0,779.25,1889.5,295.0
2018-03-02 15:00:00+00:00,695.0,501.75,1568.75,253.75
2018-03-02 16:00:00+00:00,371.25,606.75,1746.0,251.75
2018-03-02 17:00:00+00:00,527.0,390.0,1026.5,910.5
2018-03-02 18:00:00+00:00,457.0,490.75,662.75,1340.25
2018-03-02 19:00:00+00:00,3059.5,3078.25,793.25,2706.5
2018-03-02 20:00:00+00:00,2599.75,2649.25,2863.5,874.0
2018-03-02 21:00:00+00:00,1399.75,516.75,2766.75,771.0
2018-03-02 22:00:00+00:00,956.25,715.5,1220.25,597.75
2018-03-02 23:00:00+00:00,1269.75,635.0,656.0,333.5
2018-03-03 00:00:00+00:00,296.75,555.75,743.25,337.75
2018-03-03 01:00:00+00:00,213.0,328.5,552.5,243.75
2018-03-03 02:00:00+00:00,233.25,482.0,654.5,305.5
2018-03-03 03:00:00+00:00,199.0,570.25,694.5,308.5
2018-03-03 04:00:00+00:00,260.5,504.0,829.75,332.75
2018-03-03 05:00:00+00:00,203.25,480.0,1389.0,329.75
2018-03-03 06:00:00+00:00,215.0,486.0,1934.25,398.5
2018-03-03 07:00:00+00:00,260.0,422.0,2234.25,440.75
2018-03-03 08:00:00+00:00,411.25,1039.5,2442.0,896.5
2018-03-03 09:00:00+00:00,998.25,1112.5,2891.0,1638.0
2018-03-03 10:00:00+00:00,1187.5,2877.5,4542.25,3642.25
2018-03-03 11:00:00+00:00,1183.0,4783.0,3393.75,2940.25
2018-03-03 12:00:00+00:00,426.25,3638.0,1216.5,11123.5
2018-03-03 13:00:00+00:00,352.5,711.25,584.25,6673.25
2018-03-03 14:00:00+00:00,448.25,485.25,703.0,414.0
2018-03-03 15:00:00+00:00,1065.0,479.0,767.75,288.0
2018-03-03 16:00:00+00:00,409.25,681.5,1093.0,258.5
2018-03-03 17:00:00+00:00,416.75,409.5,1701.75,1166.75
2018-03-03 18:00:00+00:00,664.5,4052.5,1832.25,2058.25
2018-03-03 19:00:00+00:00,3678.25,5106.75,1627.5,850.0
2018-03-03 20:00:00+00:00,2852.25,2938.25,4071.5,1886.25
2018-03-03 21:00:00+00:00,4761.25,2355.5,8835.25,2288.25
2018-03-03 22:00:00+00:00,1203.5,1651.75,1731.25,588.0
2018-03-03 23:00:00+00:00,890.0,610.25,714.5,545.0
2018-03-04 00:00:00+00:00,802.75,448.5,534.25,288.75
2018-03-04 01:00:00+00:00,680.25,634.5,594.0,315.75
2018-03-04 02:00:00+00:00,238.5,481.75,506.25,283.5
2018-03-04 03:00:00+00:00,211.0,476.0,340.25,233.25
2018-03-04 04:00:00+00:00,178.5,587.25,421.75,305.5
2018-03-04 05:00:00+00:00,265.75,670.5,1741.5,345.75
2018-03-04 06:00:00+00:00,232.25,653.5,2629.5,282.75
2018-03-04 07:00:00+00:00,268.75,626.25,2055.75,719.75
2018-03-04 08:00:00+00:00,350.75,464.75,1328.5,2037.5
2018-03-04 09:00:00+00:00,1130.0,1048.75,1920.75,1047.75
2018-03-04 10:00:00+00:00,1568.5,572.0,1218.25,1610.0
2018-03-04 11:00:00+00:00,4357.25,2365.75,799.0,6892.0
2018-03-04 12:00:00+00:00,2032.25,710.5,549.0,278.25
2018-03-04 13:00:00+00:00,1047.75,1010.25,548.5,208.75
2018-03-04 14:00:00+00:00,604.75,2631.25,562.25,216.25
2018-03-04 15:00:00+00:00,518.5,1504.5,511.25,218.25
2018-03-04 16:00:00+00:00,654.0,1835.25,1331.5,290.75
2018-03-04 17:00:00+00:00,581.75,3432.75,1792.75,262.5
2018-03-04 18:00:00+00:00,596.0,2000.75,1379.25,365.5
2018-03-04 19:00:00+00:00,703.0,950.5,1056.0,1488.0
2018-03-04 20:00:00+00:00,1824.25,1715.0,4776.25,782.0
2018-03-04 21:00:00+00:00,896.75,3267.0,1936.75,632.0
2018-03-04 22:00:00+00:00,690.75,2711.0,1301.75,8366.0
2018-03-04 23:00:00+00:00,542.0,739.0,1207.0,957.75
2018-03-05 00:00:00+00:00,247.0,634.5,1122.25,318.0
2018-03-05 01:00:00+00:00,248.5,626.75,815.75,277.0
2018-03-05 02:00:00+00:00,185.75,376.0,695.0,245.25
2018-03-05 03:00:00+00:00,267.75,637.0,740.25,248.25
2018-03-05 04:00:00+00:00,218.25,380.25,705.75,258.25
2018-03-05 05:00:00+00:00,293.0,574.25,1874.75,263.75
2018-03-05 06:00:00+00:00,371.5,950.25,3464.25,441.25
2018-03-05 07:00:00+00:00,234.5,713.0,2576.0,325.25
2018-03-05 08:00:00+00:00,351.25,458.5,2961.0,2542.0
2018-03-05 09:00:00+00:00,369.5,499.5,1614.0,857.75
2018-03-05 10:00:00+00:00,345.25,421.75,1145.5,3272.5
