id,nom,T_aller,T_retour,Id_Parc,no_parc,qlEner_iEGID,qlEner_sCommune,qlEner_sRue,qlEner_sNoRue,qlEner_sType,qlEner_Conso,qlEner_iCuisson,qlEner_sRecommendation,qlEner_iEDID,Année_construction,Période_de_construction,Année_de_rénovation_du_bâtiment,Surface_bâtiment,Nombre_de_niveau,SRE_calculée,qlEner_Densité,qlEner_iConsoRenov,geometry
0.0,Bergières-Bossons,130.0,70.0,1321039.0,1039.0,883283.0,Lausanne,Rue du Maupas,51,Mazout,426.40376,,CAD futur,0.0,1962.0,8014.0,0.0,469.0,6.0,2251.19995,189.411762615494,,MULTIPOINT (2537526.4610000495 1152995.2490047654)
0.0,Bergières-Bossons,130.0,70.0,1321039.0,1039.0,883282.0,Lausanne,Rue du Maupas,49,Mazout,426.40376,,CAD futur,0.0,1962.0,8014.0,0.0,469.0,6.0,2251.19995,189.411762615494,,MULTIPOINT (2537521.3810000494 1152987.0690047627)
0.0,Sud-Ouest / Cadouest,130.0,70.0,132908.0,908.0,884000.0,Lausanne,Avenue de la Confrérie,4,Mazout,243.96235,,Sondes si rénovation,0.0,0.0,8014.0,0.0,322.0,5.0,1288.0,189.41176242236,138.081175,MULTIPOINT (2536269.71200005 1153373.11300472)
,,,,1327412.0,7412.0,882028.0,Lausanne,Chemin des Sorbiers,2,Mazout,184.86588,,CAD futur,0.0,1969.0,8014.0,0.0,305.0,4.0,976.0,189.411762295082,,MULTIPOINT (2539883.754000048 1152662.4030047944)
,,,,132932.0,932.0,883606.0,Lausanne,Avenue de France,73,Mazout,274.72282,,Gaz remplace mazout ,0.0,1961.0,8014.0,0.0,259.0,7.0,1450.40002,189.411762272477,155.49141,MULTIPOINT (2536885.1470000492 1153576.0320047045)
0.0,Sud-Ouest / Cadouest,130.0,70.0,1327824.0,7824.0,886921.0,Lausanne,Chemin du Bois-de-la-Fontaine,7,Mazout,364.57976,,CAD actuel,0.0,1968.0,8014.0,0.0,401.0,6.0,1924.80005,189.411762261014,,MULTIPOINT (2535713.125000051 1152706.650004799)
,,,,1321200.0,1200.0,883769.0,Lausanne,Chemin de Montétan,7,Mazout,310.63529,,CAD futur,0.0,1961.0,8014.0,0.0,410.0,5.0,1640.0,189.411762195122,,MULTIPOINT (2537066.8860000493 1153410.0660047221)
0.0,Sud-Ouest / Cadouest,130.0,70.0,1324651.0,4651.0,886811.0,Lausanne,Avenue du Mont-d'Or,52b,Mazout,218.20235,0.104595,Gaz remplace mazout ,0.0,1966.0,8014.0,0.0,288.0,5.0,1152.0,189.411762152778,123.501175,MULTIPOINT (2536698.6990000512 1152138.1710048588)
,,,,13215206.0,15206.0,887222.0,Lausanne,Chemin des Esserts,18,Mazout,43.64047,,Sondes,0.0,1968.0,8014.0,0.0,96.0,3.0,230.399994,189.411762152778,,MULTIPOINT (2543030.4540000423 1155814.4910044598)
,,,,1325765.0,5765.0,885105.0,Lausanne,Avenue du Léman,77,Mazout,238.65882,,PAC si rénovation,0.0,1962.0,8014.0,0.0,225.0,7.0,1260.0,189.411761904762,135.07941,MULTIPOINT (2539696.521000049 1151780.0310048913)
,,,,1327366.0,7366.0,881282.0,Lausanne,Avenue des Boveresses,28,Mazout,197.59435,,Sondes,0.0,1961.0,8014.0,0.0,326.0,4.0,1043.19995,189.411761886503,,MULTIPOINT (2540593.634000046 1154028.3030046504)
0.0,Vallon,175.0,75.0,1322663.0,2663.0,880283.0,Lausanne,Route Aloys-Fauquez,95,Mazout,246.23529,,CAD actuel,0.0,1961.0,8014.0,0.0,325.0,5.0,1300.0,189.411761538462,,MULTIPOINT (2538238.3310000473 1154317.185004622)
,,,,,15566.0,887535.0,Lausanne,Route de Montheron,51,Mazout,138.49788,,PAC si rénovation,0.0,1970.0,8014.0,0.0,914.0,1.0,731.200012,189.411761487965,78.38894,MULTIPOINT (2539812.1830000402 1160526.180003968)
,,,,,7059.0,887726.0,Lausanne,Route de la Clochatte,30,Mazout,135.92188,,Gaz remplace mazout ,0.0,1966.0,8014.0,0.0,299.0,3.0,717.599976,189.411761426979,76.93094,MULTIPOINT (2538875.139000046 1154973.0800045528)
,,,,,7059.0,887724.0,Lausanne,Route de la Clochatte,26,Mazout,135.92188,,Gaz remplace mazout ,0.0,1966.0,8014.0,0.0,299.0,3.0,717.599976,189.411761426979,76.93094,MULTIPOINT (2538823.6990000466 1154918.5400045589)
0.0,Vennes-Boissonet,175.0,75.0,1327157.0,7157.0,880785.0,Lausanne,Chemin Isabelle-de-Montolieu,29,Mazout,33.33647,,Sondes,0.0,1911.0,8011.0,0.0,110.0,2.0,176.0,189.411761363636,,MULTIPOINT (2539455.5180000463 1154722.5460045794)
0.0,Sud-Ouest / Cadouest,130.0,70.0,1324962.0,4962.0,886227.0,Lausanne,Chemin du Mont-Tendre,8ter,Mazout,100.00941,,Gaz remplace mazout ,0.0,1969.0,8014.0,0.0,132.0,5.0,528.0,189.411761363636,56.604705,MULTIPOINT (2537392.7440000502 1152152.7470048543)
0.0,Sud-Ouest / Cadouest,130.0,70.0,1327408.0,7408.0,886412.0,Lausanne,Avenue de Cour,63,Mazout,200.01882,,CAD futur,0.0,1970.0,8014.0,0.0,220.0,6.0,1056.0,189.411761363636,,MULTIPOINT (2536988.1680000513 1151875.766004883)
,,,,13215442.0,15442.0,887250.0,Lausanne,Chemin de la Vulliette,9,Mazout,156.37835,,Sondes si rénovation,0.0,1964.0,8014.0,0.0,344.0,3.0,825.599976,189.411761143411,88.509175,MULTIPOINT (2541997.1860000426 1156358.9990044017)
,,,,1327238.0,7238.0,880662.0,Lausanne,Route de la Clochatte,9,Mazout,179.41082,,Sondes si rénovation,0.0,1966.0,8014.0,0.0,296.0,4.0,947.200012,189.41176097973,101.54541,MULTIPOINT (2538516.7040000465 1154804.8280045723)
,,,,13214108.0,14108.0,887579.0,Lausanne,Chemin Praz-Lau,1,Mazout,207.59529,,Sondes si rénovation,0.0,1970.0,8014.0,0.0,685.0,2.0,1096.0,189.411760948905,117.497645,MULTIPOINT (2536118.391000044 1158867.3390041438)
,,,,13215379.0,15379.0,887246.0,Lausanne,Chemin de la Vulliette,19,Mazout,79.40141,,Sondes,0.0,1963.0,8014.0,0.0,131.0,4.0,419.200012,189.411760496183,,MULTIPOINT (2541981.4150000424 1156406.038004395)
0.0,Vennes-Boissonet,175.0,75.0,1327244.0,7244.0,880770.0,Lausanne,Chemin Louis-Boissonnet,68,Mazout,204.86776,,Sondes,0.0,1966.0,8014.0,0.0,338.0,4.0,1081.59998,189.41176035503,,MULTIPOINT (2538973.5040000468 1154753.8590045744)
0.0,Bergières-Bossons,130.0,70.0,1321379.0,1379.0,883107.0,Lausanne,Rue du Maupas,42c,Mazout,204.86776,,CAD actuel,0.0,1969.0,8014.0,0.0,169.0,8.0,1081.59998,189.41176035503,,MULTIPOINT (2537486.090000049 1153114.4420047505)
,,,,1323983.0,3983.0,881777.0,Lausanne,Chemin du Réservoir,1,Mazout,97.28188,,Sondes,0.0,1964.0,8014.0,0.0,214.0,3.0,513.599976,189.411760124611,,MULTIPOINT (2540007.0370000475 1153008.3160047596)
,,,,,7059.0,2118510.0,Lausanne,Route de la Clochatte,24,Mazout,179.10776,,Gaz remplace mazout ,0.0,1966.0,8014.0,0.0,197.0,6.0,945.599976,189.411759729272,101.37388,MULTIPOINT (2538804.730000046 1154960.6000045538)
,,,,1323305.0,3305.0,881686.0,Lausanne,Chemin de la Cure,18,Mazout,61.36941,,Sondes,0.0,1973.0,8015.0,0.0,135.0,3.0,324.0,189.411759259259,,MULTIPOINT (2540055.525000047 1153258.0340047295)
0.0,Bergières-Bossons,130.0,70.0,1322440.0,2440.0,880043.0,Lausanne,Route du Châtelard,18,Mazout,122.73882,,CAD prévu,0.0,1962.0,8014.0,0.0,270.0,3.0,648.0,189.411759259259,,MULTIPOINT (2537431.8650000477 1154790.2150045722)
0.0,Vallon,175.0,75.0,1322638.0,2638.0,880346.0,Lausanne,Chemin d'Entre-Bois,35,Mazout,163.65176,,CAD actuel,0.0,1961.0,8014.0,0.0,216.0,5.0,864.0,189.411759259259,,MULTIPOINT (2538012.1810000474 1154527.2690046043)
,,,,1323768.0,3768.0,881600.0,Lausanne,Chemin de Rovéréaz,65,Mazout,40.91294,,Sondes,0.0,1961.0,8014.0,0.0,135.0,2.0,216.0,189.411759259259,,MULTIPOINT (2540164.1180000464 1153687.6550046864)
0.0,Vallon,175.0,75.0,1322639.0,2639.0,880347.0,Lausanne,Chemin d'Entre-Bois,37,Mazout,163.65176,,CAD actuel,0.0,1961.0,8014.0,0.0,216.0,5.0,864.0,189.411759259259,,MULTIPOINT (2538029.4810000476 1154527.1390045953)
,,,,,15755.0,887497.0,Lausanne,Route du Jorat,200,Mazout,61.36941,,PAC Air Eau ,0.0,1969.0,8014.0,0.0,405.0,1.0,324.0,189.411759259259,,MULTIPOINT (2542944.7770000407 1157274.6950043065)
0.0,Sud-Ouest / Cadouest,130.0,70.0,1325105.0,5105.0,886107.0,Lausanne,Avenue de l'Eglise-Anglaise,1b,Mazout,150.77176,,CAD actuel,0.0,1964.0,8014.0,0.0,199.0,5.0,796.0,189.41175879397,,MULTIPOINT (2538000.8250000505 1151804.1550048885)
,,,,1323887.0,3887.0,881723.0,Lausanne,Chemin de la Fauvette,54,Mazout,71.52188,,Sondes,0.0,1961.0,8014.0,0.0,236.0,2.0,377.600006,189.411758474576,,MULTIPOINT (2540247.403000047 1153226.5630047368)
,,,,13214083.0,14083.0,887587.0,Lausanne,Chemin de la Coffette,10,Mazout,35.76094,,Sondes,0.0,1963.0,8014.0,0.0,118.0,2.0,188.800003,189.411758474576,,MULTIPOINT (2535308.057000046 1157384.6450042995)
0.0,Sud-Ouest / Cadouest,130.0,70.0,132673.0,673.0,2119694.0,Lausanne,Avenue de Tivoli,7,Mazout,102.13082,,CAD actuel,0.0,1962.0,8014.0,0.0,337.0,2.0,539.200012,189.411758160237,,MULTIPOINT (2537224.52700005 1152518.2980048137)
,,,,13215618.0,15618.0,887224.0,Lausanne,Chemin des Esserts,22,Mazout,66.36988,,Sondes,0.0,1968.0,8014.0,0.0,146.0,3.0,350.399994,189.411757990868,,MULTIPOINT (2543030.564000042 1155755.2210044637)
0.0,Sud-Ouest / Cadouest,130.0,70.0,1324395.0,4395.0,886625.0,Lausanne,Chemin du Couchant,32,Mazout,132.73976,,Gaz remplace mazout ,0.0,1958.0,8013.0,0.0,219.0,4.0,700.799988,189.411757990868,75.12988,MULTIPOINT (2536255.210000051 1152491.57000482)
,,,,13215561.0,15561.0,887543.0,Lausanne,Route de Montheron,60,Mazout,30.60894,,Sondes,0.0,1949.0,8013.0,2020.0,101.0,2.0,161.600006,189.411757425743,,MULTIPOINT (2540239.5480000395 1160433.310003977)
,,,,1323904.0,3904.0,881644.0,Lausanne,Chemin de Grésy,13,Mazout,45.76188,,Sondes,0.0,1959.0,8013.0,0.0,151.0,2.0,241.600006,189.411754966887,,MULTIPOINT (2540259.8640000466 1153469.897004712)
,,,,1323870.0,3870.0,881646.0,Lausanne,Chemin de Grésy,19,Mazout,45.76188,,Sondes,0.0,1968.0,8014.0,0.0,151.0,2.0,241.600006,189.411754966887,,MULTIPOINT (2540197.006000047 1153481.04900471)
,,,,1323973.0,3973.0,881875.0,Lausanne,Chemin de la Plaisante,39,Mazout,68.64282,,Sondes,0.0,1963.0,8014.0,0.0,151.0,3.0,362.399994,189.411754966887,,MULTIPOINT (2540355.1210000473 1152861.9470047767)
,,,,13215562.0,15562.0,887541.0,Lausanne,Route de Montheron,58,Mazout,20.30494,,Sondes,0.0,1963.0,8014.0,0.0,67.0,2.0,107.199997,189.411753731343,,MULTIPOINT (2540221.9080000394 1160455.6700039727)
,,,,13215131.0,15131.0,887342.0,Lausanne,Route de Marin,1,Mazout,40.60988,,Sondes,0.0,1963.0,8014.0,0.0,134.0,2.0,214.399994,189.411753731343,,MULTIPOINT (2542676.3820000426 1155973.910004441)
,,,,13214084.0,14084.0,887586.0,Lausanne,Chemin de la Coffette,8,Mazout,35.45788,,Sondes,0.0,1963.0,8014.0,0.0,117.0,2.0,187.199997,189.411752136752,,MULTIPOINT (2535348.696000046 1157386.8550043025)
,,,,13215452.0,15452.0,887378.0,Lausanne,Route du Golf,2,Mazout,65.76376,,Sondes,0.0,1962.0,8014.0,0.0,217.0,2.0,347.200012,189.411751152074,,MULTIPOINT (2541802.2530000424 1156735.1200043608)
,,,,13215311.0,15311.0,887303.0,Lausanne,Chemin de Richesson,1,Mazout,40.30682,,Sondes,0.0,1912.0,8011.0,2005.0,133.0,2.0,212.800003,189.411748120301,,MULTIPOINT (2543130.618000041 1156643.7460043705)
0.0,Vennes-Boissonet,175.0,75.0,1327131.0,7131.0,880948.0,Lausanne,Chemin de Grand-Vennes,39,Mazout,32.73035,,Sondes,0.0,1961.0,8014.0,0.0,108.0,2.0,172.800003,189.411747685185,,MULTIPOINT (2539693.4080000455 1154828.1670045692)
0.0,Vennes-Boissonet,175.0,75.0,1327281.0,7281.0,886909.0,Lausanne,Chemin de Valfaye,15,Mazout,50.30776,,Sondes,0.0,1971.0,8015.0,0.0,166.0,2.0,265.600006,189.411746987952,,MULTIPOINT (2539734.2730000466 1154163.5780046347)
,,,,13215243.0,15243.0,887287.0,Lausanne,Chemin de Praz-Simon,8,Mazout,50.30776,,Sondes,0.0,1963.0,8014.0,0.0,166.0,2.0,265.600006,189.411746987952,,MULTIPOINT (2543190.751000042 1156068.0520044297)
0.0,Vennes-Boissonet,175.0,75.0,1327416.0,7416.0,881025.0,Lausanne,Route de Berne,87b,Mazout,50.30776,,Sondes,0.0,1970.0,8014.0,0.0,166.0,2.0,265.600006,189.411746987952,,MULTIPOINT (2539219.589000047 1154215.122004632)
,,,,13215401.0,15401.0,887371.0,Lausanne,Chemin de la Vulliette,28,Mazout,35.15482,,Sondes,0.0,1961.0,8014.0,2014.0,116.0,2.0,185.600006,189.411745689655,,MULTIPOINT (2541807.2720000423 1156644.8610043733)
,,,,13214066.0,14066.0,887631.0,Lausanne,Chemin du Bois-Genoud,4,Mazout,45.15576,,Sondes,0.0,1968.0,8014.0,0.0,149.0,2.0,238.399994,189.411744966443,,MULTIPOINT (2535124.2760000466 1157431.7850042945)
,,,,13215334.0,15334.0,887488.0,Lausanne,Route de Mollie-Margot,4,Mazout,40.00376,,Sondes,0.0,1963.0,8014.0,0.0,88.0,3.0,211.199997,189.411742424242,,MULTIPOINT (2543492.02700004 1157583.0840042753)
,,,,13215065.0,15065.0,887460.0,Lausanne,Chemin de la Ratavolar,8,Mazout,32.42729,,Sondes,0.0,1963.0,8014.0,0.0,107.0,2.0,171.199997,189.411740654206,,MULTIPOINT (2541928.1710000443 1154703.5700045773)
,,,,1327379.0,7379.0,881216.0,Lausanne,Avenue des Boveresses,81,Mazout,29.69976,,Sondes,0.0,1964.0,8014.0,0.0,98.0,2.0,156.800003,189.411734693878,,MULTIPOINT (2540881.244000045 1154471.1630046007)
,,,,13215212.0,15212.0,887323.0,Lausanne,Chemin des Molliettes,2,Mazout,11.66776,,Sondes,0.0,1970.0,8014.0,0.0,77.0,1.0,61.5999985,189.411688311688,,MULTIPOINT (2542801.3830000423 1155970.1280044436)
,,,,,,881311.0,Lausanne,Chemin de la Grangette,45,Gaz,32.717453,,PAC Air Eau ,0.0,1958.0,8013.0,0.0,72.0,3.0,172.800003,189.337112268518,,MULTIPOINT (2540115.1180000464 1153948.5190046611)
,,,,1326663.0,6663.0,882063.0,Lausanne,Chemin de la Rosière,30,Gaz,42.199383,,Sondes,0.0,1931.0,8012.0,2011.0,93.0,3.0,223.199997,189.065336021505,,MULTIPOINT (2539932.697000048 1152404.3030048262)
0.0,Sud-Ouest / Cadouest,130.0,70.0,1321222.0,1222.0,883847.0,Lausanne,Avenue Pierre-Maurice-Glayre,23,Gaz,63.521754,,PAC Air Eau ,0.0,0.0,8013.0,0.0,105.0,4.0,336.0,189.052839285714,,MULTIPOINT (2536928.0760000492 1153420.7190047211)
0.0,Cadouest,0.0,0.0,1324411.0,4411.0,886647.0,Lausanne,Chemin de Montelly,39,Gaz,55.636464,,PAC Air Eau ,0.0,1927.0,8012.0,0.0,92.0,4.0,294.399994,188.982554347826,,MULTIPOINT (2536308.9710000507 1152590.0910048103)
0.0,Dôle,175.0,75.0,1326417.0,6417.0,884710.0,Lausanne,Avenue de Béthusy,32,Gaz,177.521003,,CAD actuel,0.0,1934.0,8012.0,0.0,235.0,5.0,940.0,188.852130851064,,MULTIPOINT (2539112.5300000487 1152506.472004814)
,,,,1323891.0,3891.0,881731.0,Lausanne,Chemin de la Fauvette,76,Mazout,196.38212,,Gaz remplace mazout ,0.0,1968.0,8014.0,2020.0,325.0,4.0,1040.0,188.828961538462,,MULTIPOINT (2540341.176000047 1153298.9270047296)
0.0,Sud-Ouest / Cadouest,130.0,70.0,1321118.0,1118.0,883891.0,Lausanne,Avenue de France,35,Gaz,157.855858,,CAD futur,0.0,1931.0,8012.0,0.0,209.0,5.0,836.0,188.822796650718,,MULTIPOINT (2537237.229000049 1153109.7170047506)
0.0,Ruffy,175.0,75.0,,,280076122.0,Lausanne,Avenue de la Sallaz,58,CAD,237.1,,Déjà raccordé,0.0,2010.0,8021.0,0.0,314.0,5.0,1256.0,188.773885350318,,MULTIPOINT (2539289.3960000477 1153595.8700047007)
0.0,Sud-Ouest / Cadouest,130.0,70.0,,,2119129.0,Lausanne,Rue du Midi,8,Gaz,63.405675,,PAC Air Eau ,0.0,1875.0,8011.0,2006.0,140.0,3.0,336.0,188.707366071429,,MULTIPOINT (2538140.96000005 1152235.1150048443)
0.0,Bergières-Bossons,130.0,70.0,1321792.0,1792.0,882963.0,Lausanne,Avenue Jean-Daniel-Abram-Davel,19,Gaz,351.444842,,CAD futur,0.0,1961.0,8014.0,0.0,466.0,5.0,1864.0,188.543370171674,,MULTIPOINT (2537783.460000049 1153298.899004729)
0.0,Sud-Ouest / Cadouest,130.0,70.0,1324850.0,4850.0,886318.0,Lausanne,Avenue du Mont-d'Or,37,Gaz,242.456136,,CAD futur,0.0,1955.0,8013.0,2018.0,268.0,6.0,1286.40002,188.476473880597,,MULTIPOINT (2537033.490000051 1152029.5500048671)
0.0,Sud-Ouest / Cadouest,130.0,70.0,1321327.0,1327.0,883810.0,Lausanne,Avenue de France,54,Gaz,106.713821,,CAD futur,0.0,1927.0,8012.0,0.0,236.0,3.0,566.400024,188.407169844633,,MULTIPOINT (2537210.94900005 1153160.809004749)
0.0,Sud-Ouest / Cadouest,130.0,70.0,1325256.0,5256.0,885796.0,Lausanne,Chemin de Pré-Fleuri,3,Mazout,281.08235,,CAD actuel,0.0,1952.0,8013.0,2014.0,373.0,5.0,1492.0,188.392995978552,,MULTIPOINT (2537901.302000051 1151616.255004907)
0.0,Sud-Ouest / Cadouest,130.0,70.0,132752.0,752.0,883974.0,Lausanne,Avenue William-de-Charrière-de-Sévery,14,Gaz,199.607736,,Gaz conservé,0.0,1947.0,8013.0,2010.0,265.0,5.0,1060.0,188.30918490566,,MULTIPOINT (2536447.1130000497 1153375.7290047205)
,,,,1323917.0,3917.0,887094.0,Lausanne,Chemin de Craivavers,32,Mazout,77.28,,Sondes,0.0,1962.0,8014.0,2015.0,171.0,3.0,410.399994,188.304093567251,,MULTIPOINT (2540395.2900000466 1153393.0530047189)
0.0,Sud-Ouest / Cadouest,130.0,70.0,1321137.0,1137.0,883950.0,Lausanne,Chemin des Clochetons,16,Gaz,83.599283,,PAC Air Eau ,0.0,1906.0,8011.0,0.0,111.0,5.0,444.0,188.286673423423,,MULTIPOINT (2536991.61900005 1153143.6030047503)
0.0,Sud-Ouest / Cadouest,130.0,70.0,1325870.0,5870.0,887780.0,Lausanne,Rue du Petit-Chêne,16,Gaz,3910.522148,,CAD futur,2.0,1897.0,8011.0,2015.0,4328.0,6.0,20774.4004,188.23754948398,,MULTIPOINT (2538028.50000005 1152308.3030048357)
0.0,Sud-Ouest / Cadouest,130.0,70.0,1325874.0,5874.0,2119290.0,Lausanne,Rue du Petit-Chêne,12,Gaz,62.944873,,PAC Air Eau ,0.0,1880.0,8011.0,0.0,209.0,2.0,334.399994,188.232275717703,,MULTIPOINT (2538089.48000005 1152310.2430048392)
,,,,13215424.0,15424.0,887464.0,Lausanne,Chemin de la Ratavolar,5,Mazout,46.67106,,Sondes,0.0,1964.0,8014.0,2014.0,155.0,2.0,248.0,188.189758064516,,MULTIPOINT (2541966.1800000444 1154510.8140045945)
,,,,13215068.0,15068.0,887458.0,Lausanne,Chemin de la Ratavolar,4,Mazout,44.54965,,Sondes,0.0,1961.0,8014.0,2018.0,148.0,2.0,236.800003,188.131967905405,,MULTIPOINT (2542077.712000044 1154673.833004578)
0.0,Sud-Ouest / Cadouest,130.0,70.0,1324630.0,4630.0,886790.0,Lausanne,Chemin de Pierreval,4,Gaz,243.804824,,Gaz conservé,0.0,1959.0,8013.0,0.0,405.0,4.0,1296.0,188.121006172839,138.102412,MULTIPOINT (2536619.2900000513 1152254.104004844)
0.0,Bergières-Bossons,130.0,70.0,1321692.0,1692.0,882983.0,Lausanne,Avenue Alexandre-Vinet,12,Gaz,172.278231,,CAD futur,0.0,1935.0,8012.0,0.0,229.0,5.0,916.0,188.07667139738,,MULTIPOINT (2537938.722000049 1153093.8520047509)
0.0,Vennes-Boissonet,175.0,75.0,1323687.0,3687.0,881079.0,Lausanne,Route d'Oron,16D,CAD,142.0,,Déjà raccordé remplaçable par sonde,0.0,1956.0,8013.0,0.0,236.0,4.0,755.200012,188.029661016949,,MULTIPOINT (2539564.604000047 1153934.0530046606)
0.0,Sud-Ouest / Cadouest,130.0,70.0,132867.0,867.0,884063.0,Lausanne,Chemin des Glycines,8,Gaz,189.514515,,Sondes si rénovation,0.0,1955.0,8013.0,0.0,315.0,4.0,1008.0,188.010431547619,107.3572575,MULTIPOINT (2536419.9930000496 1153312.2280047296)
0.0,Vennes-Boissonet,175.0,75.0,,,280076121.0,Lausanne,Chemin de la Cigale,3,CAD,1358.9,,Déjà raccordé,0.0,2012.0,8022.0,0.0,1807.0,5.0,7228.0,188.00498063088,,MULTIPOINT (2539469.734000046 1155019.4780045447)
0.0,Sud-Ouest / Cadouest,130.0,70.0,1324528.0,4528.0,886712.0,Lausanne,Chemin des Deux-Ponts,5,Gaz,21.952276,,Sondes,0.0,1925.0,8012.0,0.0,73.0,2.0,116.800003,187.947568493151,,MULTIPOINT (2536993.723000051 1152332.660004834)
,,,,13215092.0,15092.0,887435.0,Lausanne,Route du Jorat,32,Mazout,45.97459,,Sondes,0.0,1920.0,8012.0,2019.0,153.0,2.0,244.800003,187.804697712418,,MULTIPOINT (2542081.5990000437 1155017.199004546)
,,,,1325656.0,5656.0,885520.0,Lausanne,Chemin Vermont,15,Gaz,267.147148,,Gaz conservé,0.0,1982.0,8016.0,0.0,356.0,5.0,1424.0,187.603334269663,151.373574,MULTIPOINT (2538729.7870000503 1151461.998004928)
0.0,Sud-Ouest / Cadouest,130.0,70.0,1321251.0,1251.0,883959.0,Lausanne,Avenue d'Echallens,57,Gaz,118.525783,,CAD futur,0.0,1900.0,8011.0,0.0,158.0,5.0,632.0,187.540795886076,,MULTIPOINT (2536994.84800005 1153218.4440047408)
,,,,1326837.0,6837.0,881932.0,Lausanne,Chemin de Beau-Val,5,Mazout,226.715295,,Gaz remplace mazout ,0.0,1971.0,8015.0,2019.0,252.0,6.0,1209.59998,187.429972718254,,MULTIPOINT (2539708.173000048 1152793.3630047832)
,,,,1326277.0,6277.0,884834.0,Lausanne,Avenue Gabriel-de-Rumine,45,Mazout,311.23765,0.261809,CAD futur,0.0,1905.0,8011.0,2011.0,346.0,6.0,1660.80005,187.402245905588,,MULTIPOINT (2539003.8830000493 1151943.2640048726)
,,,,1326500.0,6500.0,882120.0,Lausanne,Chemin du Val-d'Angrogne,15,Mazout,636.56118,,Sondes si rénovation,0.0,1973.0,8015.0,0.0,850.0,5.0,3400.0,187.223876470588,360.78059,MULTIPOINT (2539681.0560000483 1152541.081004809)
0.0,Vennes-Boissonet,175.0,75.0,1323594.0,3594.0,881069.0,Lausanne,Route d'Oron,14A,CAD,195.3,,Déjà raccordé,0.0,1956.0,8013.0,0.0,326.0,4.0,1043.19995,187.212423312883,,MULTIPOINT (2539428.462000047 1153994.2410046551)
0.0,Ruffy,175.0,75.0,1323505.0,3505.0,881554.0,Lausanne,Avenue du Temple,25,CAD,31.0,,Déjà raccordé remplaçable par sonde,0.0,1932.0,8012.0,0.0,69.0,3.0,165.600006,187.19806763285,,MULTIPOINT (2539599.499000047 1153549.3470047025)
,,,,,7378.0,881206.0,Lausanne,Avenue des Boveresses,61,Mazout,627.69459,,Gaz remplace mazout ,0.0,1976.0,8015.0,0.0,1048.0,4.0,3353.6001,187.170381083015,355.767295,MULTIPOINT (2540778.261000045 1154486.7020046038)
0.0,Bergières-Bossons,130.0,70.0,1321889.0,1889.0,883480.0,Lausanne,Avenue du Grey,42,CAD,1256.1,,Déjà raccordé,0.0,1973.0,8015.0,0.0,1049.0,8.0,6713.6001,187.097831267874,,MULTIPOINT (2537280.8630000483 1153980.9310046588)
0.0,Vennes-Boissonet,175.0,75.0,1327273.0,7273.0,880970.0,Lausanne,Chemin Riant-Pré,46,Gaz,34.42042,,Sondes,0.0,1945.0,8012.0,2005.0,115.0,2.0,184.0,187.0675,,MULTIPOINT (2539665.0390000464 1154316.2040046195)
,,,,13210106.0,10106.0,881897.0,Lausanne,Avenue de Chailly,79b,Mazout,25.14071,,Sondes,0.0,1975.0,8015.0,0.0,84.0,2.0,134.399994,187.058854166667,,MULTIPOINT (2540054.8020000476 1152731.3690047888)
,,,,13215624.0,15624.0,887228.0,Lausanne,Chemin des Esserts,32,Mazout,30.22871,,Sondes,0.0,1971.0,8015.0,0.0,101.0,2.0,161.600006,187.058849009901,,MULTIPOINT (2543024.4710000423 1155606.3990044813)
0.0,Bergières-Bossons,130.0,70.0,1322531.0,2531.0,880155.0,Lausanne,Chemin du Bois-Gentil,64,Mazout,30.22871,,Sondes,0.0,1949.0,8013.0,0.0,101.0,2.0,161.600006,187.058849009901,,MULTIPOINT (2537590.534000048 1154379.901004618)
,,,,13215372.0,15372.0,280079069.0,Lausanne,Chemin de la Vulliette,,Mazout,25.58965,,PAC Air Eau ,0.0,1972.0,8015.0,1983.0,171.0,1.0,136.800003,187.05884502924,,MULTIPOINT (2542059.3920000424 1156355.4450044022)
,,,,13214109.0,14109.0,887580.0,Lausanne,Chemin Praz-Lau,5,Mazout,31.72518,,Sondes,0.0,1976.0,8015.0,0.0,212.0,1.0,169.600006,187.058844339623,,MULTIPOINT (2535973.150000044 1158862.869004146)
0.0,Vennes-Boissonet,175.0,75.0,1327015.0,7015.0,881028.0,Lausanne,Route de Berne,93,Mazout,28.13365,,Sondes,0.0,1975.0,8015.0,0.0,94.0,2.0,150.399994,187.058843085106,,MULTIPOINT (2539269.0600000466 1154241.163004628)
,,,,13215633.0,15633.0,887201.0,Lausanne,Route de la Claie-aux-Moines,23,Mazout,28.13365,,Sondes,0.0,1967.0,8014.0,0.0,94.0,2.0,150.399994,187.058843085106,,MULTIPOINT (2543008.4710000423 1155636.658004475)
,,,,1324223.0,4223.0,882095.0,Lausanne,Chemin de la Vuachère,59,Mazout,40.40471,,Sondes,0.0,1975.0,8015.0,0.0,135.0,2.0,216.0,187.058842592593,,MULTIPOINT (2539871.797000048 1152330.0120048327)
,,,,1327357.0,7357.0,881384.0,Lausanne,Chemin de la Grangette,79,Mazout,40.40471,,Sondes,0.0,1973.0,8015.0,0.0,135.0,2.0,216.0,187.058842592593,,MULTIPOINT (2540331.941000046 1153993.7120046555)
