Unit,Units_Fmin,Units_Fmax,Cost_inv1,Cost_inv2,GWP_unit1,GWP_unit2,lifetime,land_use_1,land_use_2,mine_res_1,mine_res_2,water_res_1,water_res_2,energy_res_1,energy_res_2,Human_toxicity_1,Human_toxicity_2,water_pollutants_1,water_pollutants_2,metals_water_1,metals_water_2,pop_water_1,pop_water_2,metals_soil_1,metals_soil_2,pollutants_pm_1,pollutants_pm_2,Metal_air_1,Metal_air_2,ozone_depletion_1,ozone_depletion_2
Battery_district,0.1,1e5,825,1290,0,65.9562,10,0.0001,1009.6352,0.0001,34297.59,0.0001,775.66,0.0001,5081.47,0.0001,433819.4,0.0001,4434.53,0.0001,33071.08,0.0001,532.95,0,1189.08,0,80578.68,0,297402.84,0,75.28
EV_district,0.1,1e5,0,0,0,0,10,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,0,0,0,0,0
NG_Cogeneration_district,0.1,100000.0,117351,1081,200.0,100.0,25,1.0E-4,1.0E-4,1.0E-4,1.0E-4,1.0E-4,1.0E-4,1.0E-4,1.0E-4,1.0E-4,1.0E-4,1.0E-4,1.0E-4,1.0E-4,1.0E-4,1.0E-4,1.0E-4,0,0.0,0,0.0,0,0.0,0,0.0
HeatPump_Geothermal_district,0.1,100000.0,75353,207,1.0E-4,138.05,25,1.0E-4,465.5,1.0E-4,9231.0,1.0E-4,408.05,1.0E-4,2269.9,1.0E-4,19625.0,1.0E-4,1844.9,1.0E-4,15324.0,1.0E-4,281.5,0,172.0,0,53793.0,0,249160.0,0,2093.8
DHN_out_district,0.1,100000.0,184,197,1.0E-4,0,20,1.0E-4,1.0E-4,1.0E-4,1.0E-4,1.0E-4,1.0E-4,1.0E-4,1.0E-4,1.0E-4,1.0E-4,1.0E-4,1.0E-4,1.0E-4,1.0E-4,1.0E-4,1.0E-4,0,1.0E-4,0,1.0E-4,0,1.0E-4,0,1.0E-4
NG_Boiler_district,0.1,100000.0,21767,65,1.0E-4,46.06,20,1.0E-4,405.94,1.0E-4,15970.0,1.0E-4,27393.4,1.0E-4,1934.6,1.0E-4,14170.0,1.0E-4,1457.3,1.0E-4,14323.0,1.0E-4,6066.4,0,175.22,0,30440.0,0,70436.0,0,14.49
