Date	Day	Frequency	Weekday
11/12/2005/00	316	41.0
12/13/2005/00	347	45.0
01/06/2005/00	6	37.0
12/10/2005/00	344	26.0
10/21/2005/00	294	32.0
04/25/2005/00	115	26.0
09/15/2005/00	258	49.0
07/25/2005/00	206	41.0
07/11/2005/00	192	43.0
08/16/2005/00	228	25.0
01/11/2005/00	11	1.0
07/20/2005/00	201	1.0
