,Irr,Text,Weekday,Emissions
2220,638.54,14.13,0,235.897
2221,630.82,14.81,0,222.219
2222,650.07,14.54,0,232.55
2223,419.45,11.47,0,236.504
2224,116.54,8.56,0,239.064
2225,52.77,7.01,0,234.002
2226,6.73,6.51,0,252.608
2227,0.03,6.38,0,253.989
2228,0.02,6.36,0,247.86
2229,0.02,6.13,0,244.126
2230,0.02,5.75,0,228.899
2231,0.01,5.42,0,252.2
2232,0.02,5.17,1,234.364
2233,0.02,5.1,1,234.56
2234,0.02,5.05,1,224.857
2235,0.02,4.89,1,211.491
2236,0.02,4.54,1,223.647
2237,0.03,4.45,1,253
2238,1.77,3.18,1,250.562
2239,9.77,1.36,1,260.191
2240,27.08,1.43,1,267.496
2241,60.22,1.79,1,270.941
2242,56.35,1.86,1,259.672
2243,52.9,2.16,1,278.672
2244,115.45,2,1,286.493
2245,118.22,2.98,1,276.408
2246,60.85,2.41,1,249.374
2247,64.73,3.05,1,244.636
2248,40.65,2.96,1,244.254
2249,20.55,3.35,1,236.569
2250,6.11,3.31,1,243.808
2251,0.03,3.22,1,243.091
2252,0.02,3.25,1,245.713
2253,0.02,3.33,1,248.199
2254,0.01,3.3,1,250.718
2255,0.02,3.26,1,254.465
2256,0.02,3.11,1,246.626
2257,0.02,3.2,1,229.081
2258,0.02,3.33,1,225.253
2259,0.02,3.2,1,207.672
2260,0.02,3.27,1,212.799
2261,0.04,3.02,1,238.658
2262,12.67,3.18,1,270.848
2263,79.32,3.49,1,282.439
2264,259.84,4.22,1,264.641
2265,361.92,5.05,1,249.136
2266,465.94,6.19,1,241.82
2267,405.52,6.85,1,258.491
2268,435.09,7.92,1,252.665
2269,345.61,8.24,1,230.666
2270,209.1,8.32,1,223.707
2271,179.28,8.44,1,213.812
2272,334.32,8.44,1,213.069
2273,127.77,8.54,1,211.41
2274,34.17,8.56,1,232.574
2275,0.02,7.71,1,244.888
2276,0.02,7.22,1,242.708
2277,0.01,6.42,1,221.651
2278,0.02,5.38,1,234.635
2279,0.02,4.84,1,243.801
2280,0.02,4.19,1,243.858
2281,0.02,3.69,1,242.268
2282,0.02,3.33,1,233.783
2283,0.02,2.95,1,208.274
2284,0.03,2.67,1,195.837
2285,1.24,2.5,1,207.026
2286,73.79,2.71,1,227.071
2287,251.32,3.34,1,222.653
2288,273.57,4.47,1,237.582
2289,446.79,6.23,1,239.355
2290,597.32,8.46,1,232.636
2291,747.9,10.21,1,225.412
2292,442.15,11.57,1,212.969
2293,292.65,12.04,1,202.01
2294,202.01,12.57,1,190.891
2295,219.32,12.99,1,194.242
2296,434.32,13.79,1,197.934
2297,168.84,13.98,1,197.38
2298,36.97,12.94,1,224.563
2299,0.01,11.77,1,236.758
2300,0.02,10.72,1,225.216
2301,0.02,9.73,1,212.523
2302,0.02,9.22,1,230.549
2303,0.02,8.81,1,230.551
2304,0.01,8.13,1,241.174
2305,0.02,7.61,1,250.399
2306,0.02,7.7,1,244.434
2307,0.02,7.81,1,217.744
2308,0.02,8,1,200.738
2309,0.12,7.94,1,198.37
2310,42.76,7.95,1,202.849
2311,221.45,8.68,1,191.223
2312,397.44,9.96,1,175.149
2313,444.02,10.72,1,157.166
2314,371.95,11.66,1,153.116
2315,235.17,11.59,1,144.444
2316,225.85,11.77,1,139.797
2317,394.8,12.03,1,117.162
2318,589.62,13.3,1,102.269
2319,378.04,13.36,1,93.512
2320,360.52,13.24,1,92.341
2321,176.85,12.54,1,111.258
2322,48.86,11.61,1,160.397
2323,0.43,10.63,1,208.031
2324,0.02,10.05,1,230.591
2325,0.02,9.72,1,214.226
2326,0.02,9.4,1,203.102
2327,0.02,9.3,1,229.045
2328,0.01,9.27,1,246.516
2329,0.02,9.07,1,245.518
2330,0.02,8.98,1,244.18
2331,0.02,8.92,1,216.034
2332,0.02,8.85,1,214.855
2333,0.28,8.89,1,214.302
2334,44.2,8.77,1,233.849
2335,141.1,9,1,247.545
2336,355.2,9.61,1,249.691
2337,401.18,10.53,1,249.546
2338,342.33,11.04,1,233.966
2339,541.42,11.76,1,226.651
2340,775.38,13.25,1,204.359
2341,405.58,13.35,1,203.231
2342,216.24,13.41,1,200.083
2343,208.74,13.56,1,209.243
2344,149.32,13.79,1,209.387
2345,76.92,13.7,1,198.752
2346,29.97,13.23,1,224.712
2347,0.78,12.62,1,239.722
2348,0.02,11.82,1,224.494
2349,0.02,11.36,1,214.158
2350,0.01,11.03,1,223.667
2351,0.03,10.71,1,208.274
2352,0.02,10.36,0,223.438
2353,0.02,10.01,0,232.42
2354,0.02,9.46,0,226.835
2355,0.02,9.16,0,203.833
2356,0.02,8.99,0,201.44
2357,0.14,8.97,0,215.339
2358,12.07,8.89,0,262.153
2359,66.21,9.14,0,259.105
2360,71.81,9.28,0,256.74
2361,99.23,9.52,0,263.308
2362,104.37,9.6,0,233.993
2363,437.6,10.54,0,224.544
2364,379.84,11.3,0,212.86
2365,176.14,11.53,0,206.138
2366,525.12,12.39,0,192.448
2367,526.47,13.22,0,190.358
2368,338.46,13.42,0,187.875
2369,156.56,13.69,0,174.416
2370,46.41,13.19,0,176.888
2371,0.38,12.14,0,200.752
2372,0.02,11.24,0,203.294
2373,0.02,10.38,0,188.312
2374,0.01,9.87,0,213.603
2375,0.02,9.05,0,221.167
2376,0.01,8.57,0,231.787
2377,0.02,8.04,0,230.977
2378,0.02,8.08,0,218.051
2379,0.02,8.17,0,192.699
2380,0.02,7.94,0,182.582
2381,0.24,8.01,0,190.646
2382,14.81,8.23,0,226.261
2383,38.14,8.17,0,249.266
2384,110.12,8.76,0,247.389
2385,142.06,9.14,0,233.168
2386,262.06,9.56,0,208.052
2387,341.46,10.1,0,196.421
2388,440.1,11.05,0,197.31
2389,241.42,11.77,0,192.823
2390,201.25,11.38,0,189.453
2391,205.09,11.23,0,198.547
2392,84.21,11.1,0,199.315
2393,30.03,10.76,0,190.799
2394,6.52,10.52,0,203.83
2395,0.05,10.31,0,210.535
2396,0.01,10.14,0,206.573
2397,0.02,10.03,0,212.639
2398,0.03,9.76,0,221.705
2399,0.02,9.56,0,244.821
2400,0.01,9.31,1,230.338
2401,0.02,9.27,1,219.1
2402,0.02,9.16,1,218.203
2403,0.02,8.93,1,195.479
2404,0.02,8.84,1,188.944
2405,0.03,8.45,1,217.51
2406,17.47,8.28,1,262.46
2407,40.32,8.16,1,264.397
2408,97.43,8.28,1,252.576
2409,183.69,8.36,1,249.793
2410,353.14,8.94,1,246.987
2411,441.56,9.62,1,236.467
2412,358.65,9.58,1,232.439
2413,320.52,10.13,1,208.873
2414,366.76,10.56,1,203.163
2415,183.2,10.98,1,199.156
2416,91.81,10.91,1,191.403
2417,50.7,10.48,1,192.205
2418,15.2,10.25,1,211.369
2419,0.35,9.71,1,219.828
2420,0.01,9.51,1,224.595
2421,0.02,9.06,1,241.778
2422,0.02,8.31,1,232.445
2423,0.02,7.91,1,237.9
2424,0.02,7.23,1,223.855
2425,0.02,6.87,1,219.033
2426,0.01,6.05,1,207.035
2427,0.01,5.46,1,196.745
2428,0.02,5.09,1,195.318
2429,0.52,4.62,1,218.077
2430,49.07,4.37,1,249.222
2431,234.83,4.65,1,234.132
2432,423.53,5.47,1,233.255
2433,566.14,6.97,1,238.785
2434,693.51,8.67,1,233.737
2435,747.88,9.82,1,231.197
2436,714.35,10.49,1,210.392
2437,295.22,10.74,1,197.375
2438,181.36,10.51,1,181.718
2439,198.16,10.67,1,181.399
2440,89.58,10.65,1,170.496
2441,62.95,10.41,1,174.365
2442,31,10.07,1,184.995
2443,0.63,9.73,1,192.228
2444,0.02,9.11,1,193.905
2445,0.02,8.12,1,208.753
2446,0.03,7.29,1,235.688
2447,0.02,6.83,1,248.891
2448,0.02,6.53,1,247.046
2449,0.02,6.33,1,249.389
2450,0.02,6.09,1,246.269
2451,0.01,5.81,1,240.29
2452,0.01,5.71,1,238.447
2453,0.92,5.54,1,241.375
2454,38.82,5.39,1,255.054
2455,119.93,5.49,1,251.707
2456,218.38,5.76,1,260.832
2457,449.4,6.36,1,250.132
2458,464.8,7.14,1,191.531
2459,544.14,7.79,1,182.406
2460,528.38,8.63,1,172.668
2461,359.78,9.24,1,177.453
2462,405.08,9.84,1,173.882
2463,311.9,10.39,1,158.164
2464,87.5,9.18,1,158.834
2465,86.46,8.43,1,198.442
2466,18.39,7.69,1,236.389
2467,0.03,6.92,1,256.048
2468,0.02,6.08,1,247.942
2469,0.03,5.68,1,238.588
2470,0.02,4.23,1,237.024
2471,0.02,3.23,1,240.56
2472,0.02,2.38,1,212.67
2473,0.02,2.27,1,215.817
2474,0.02,2.31,1,221.435
2475,0.02,2.42,1,217.514
2476,0.02,2.26,1,231.414
2477,0.07,1.91,1,237.499
2478,6.55,2.25,1,240.251
2479,20.31,2.47,1,226.981
2480,65.93,2.81,1,218.344
2481,67.42,2.37,1,199.824
2482,117.62,2.45,1,174.334
2483,128.51,3.04,1,159.045
2484,168.66,3.7,1,151.811
2485,136.05,4.08,1,143.794
2486,59.33,4.11,1,136.665
2487,38.77,3.83,1,131.245
2488,29.37,3.43,1,129.24
2489,15.64,3.46,1,160.513
2490,3.87,3.68,1,205.044
2491,0.03,3.76,1,236.047
2492,0.02,3.94,1,246.778
2493,0.02,4.02,1,247.732
2494,0.02,4.08,1,246.492
2495,0.02,4.1,1,245.963
2496,0.02,4.03,1,213.773
2497,0.01,3.89,1,229.168
2498,0.02,3.49,1,243.282
2499,0.02,3.42,1,245.003
2500,0.02,3.33,1,239.826
2501,0.94,3.72,1,250.298
2502,18.02,4.26,1,251.304
2503,54.5,4.26,1,272.575
2504,379.46,5.08,1,266.824
2505,288.29,5.69,1,263.37
2506,748.1,7.38,1,262.419
2507,792.14,9,1,244.805
2508,799.88,10.68,1,212.11
2509,680.2,11.37,1,176.788
2510,690.13,12.87,1,159.823
2511,560.1,13.78,1,168.764
2512,399.5,14.11,1,173.037
2513,222.42,14.28,1,173.161
2514,61.35,14.07,1,182.914
2515,0.59,13.02,1,182.576
2516,0.02,11.54,1,189.142
2517,0.02,10.42,1,212.04
2518,0.02,9.39,1,197.117
2519,0.02,8.69,1,202.012
2520,0.02,7.82,0,180.635
2521,0.02,7.19,0,166.826
2522,0.02,6.61,0,180.094
2523,0.02,6.21,0,164.06
2524,0.01,5.77,0,168.506
2525,8.18,5.55,0,193.986
2526,84.37,6.06,0,201.583
2527,247.49,7.07,0,248.287
2528,375.43,8.65,0,233.378
2529,474.29,10.64,0,218.429
2530,638.19,12.61,0,184.913
2531,792.95,14.59,0,183.169
2532,640.74,15.86,0,169.405
2533,492.05,16.05,0,179.638
2534,484.56,16.61,0,175.394
2535,254.45,16.55,0,185.213
2536,183.99,16.29,0,190.663
2537,77.57,14.86,0,189.277
2538,23.36,13.6,0,175.135
2539,0.35,12.19,0,213.915
2540,0.01,11.2,0,202.671
2541,0.02,10.6,0,226.056
2542,0.02,10.26,0,236.815
2543,0.02,10.34,0,235.698
2544,0.02,10.18,0,203.275
2545,0.02,10.14,0,191.677
2546,0.01,10.03,0,190.399
2547,0.03,10.01,0,181.601
2548,0.02,9.49,0,179.314
2549,1.26,9.43,0,198.082
2550,28.58,9.75,0,213.825
2551,92.99,9.92,0,221.043
2552,275.33,10.46,0,212.657
2553,379.19,11.89,0,207.333
2554,447.4,13.01,0,200.162
2555,565.71,14.16,0,201.776
2556,675.41,15.3,0,163.661
2557,697.85,16.2,0,161.572
2558,578.24,16.92,0,159.274
2559,444.7,17.31,0,164.638
2560,436.47,17.85,0,158.092
2561,211.29,17.77,0,161.294
2562,73.02,17.44,0,169.599
2563,1.19,16.57,0,153.782
2564,0.02,15.07,0,150.427
2565,0.03,14.42,0,168.95
2566,0.03,14.24,0,175.999
2567,0.02,13.17,0,185.724
2568,0.01,12.66,1,185.28
2569,0.02,12.01,1,169.423
2570,0.03,10.66,1,150.06
2571,0.02,9.94,1,146.844
2572,0.02,9.15,1,142.859
2573,5.85,8.9,1,170.187
2574,105.8,8.95,1,180.098
2575,299.73,10.24,1,191.597
2576,482.08,11.74,1,228.837
2577,636.31,14.17,1,201.538
2578,737.9,15.97,1,183.649
2579,809.68,17.63,1,162.927
2580,833.38,18.59,1,149.314
2581,793.15,19.42,1,143.502
2582,700.4,20.09,1,130.982
2583,506.45,20.76,1,130.415
2584,407.35,20.89,1,129.151
2585,232.26,20.74,1,135.074
2586,68.83,20.16,1,150.858
2587,1.86,18.88,1,171.361
2588,0.02,17.94,1,154.976
2589,0.02,16.79,1,169.438
2590,0.02,15.32,1,170.896
2591,0.03,13.86,1,156.922
2592,0.01,12.75,1,136.77
2593,0.02,12.42,1,123.798
2594,0.02,11.54,1,122.265
2595,0.02,10.69,1,124.24
2596,0.03,10.23,1,118.847
2597,5.06,9.96,1,126.242
2598,94.16,10.05,1,136.213
2599,293.1,11.23,1,144.674
2600,474,13.34,1,174.628
2601,628.23,15.15,1,154.826
2602,744.62,17.29,1,146.678
2603,812.28,19.28,1,125.416
2604,823.73,20.53,1,120.39
2605,800.13,21.52,1,115.279
2606,755.02,22.09,1,119.666
2607,664.39,22.08,1,111.707
2608,383.77,22.23,1,100.49
2609,168.46,21.4,1,104.908
2610,71.24,21.14,1,88.965
2611,2.09,20.21,1,100.769
2612,0.02,19.15,1,124.523
2613,0.02,17.61,1,153.637
2614,0.03,16.15,1,159.896
2615,0.02,14.9,1,127.1
2616,0.02,13.67,1,96.464
2617,0.02,12.9,1,83.887
2618,0.02,11.99,1,77.577
2619,0.02,11.28,1,74.044
2620,0.03,10.66,1,66.389
2621,4.52,10.27,1,60.002
2622,102.82,9.94,1,51.188
2623,320.89,11.27,1,52.231
2624,502.62,13.89,1,51.35
2625,654.38,16.25,1,53.058
2626,767.96,18.39,1,34.303
2627,836.42,19.47,1,67.835
2628,849.78,20.62,1,77.555
2629,813.22,21.54,1,68.783
2630,718.97,22.32,1,58.891
2631,587.24,22.56,1,56.545
2632,421.44,22.62,1,46.801
2633,243.23,22.48,1,65.603
2634,79.78,21.81,1,84.007
2635,2.91,20.63,1,102.153
2636,0.02,19.24,1,85.247
2637,0.02,18.68,1,70.79
2638,0.02,18.07,1,53.574
2639,0.02,17.13,1,46.885
2640,0.03,15.37,1,66.222
2641,0.02,14.71,1,67.182
2642,0.02,14.36,1,61.766
2643,0.02,13.41,1,57.665
2644,0.02,12.59,1,63.226
2645,7.58,12.16,1,99.72
2646,75.19,11.87,1,105.675
2647,192.69,12.54,1,96.895
2648,255.58,13.61,1,84.062
2649,406.77,15.07,1,70.58
2650,596.58,17.21,1,74.327
2651,472.49,18.22,1,65.637
2652,641.07,19.45,1,65.339
2653,702.82,20.79,1,66.776
2654,505.67,21.55,1,66.388
2655,436.93,22.15,1,55.486
2656,428.52,22.75,1,77.411
2657,212.77,22.37,1,82.159
2658,66.09,21.68,1,111.231
2659,2.03,20.23,1,127.997
2660,0.02,19.46,1,131.136
2661,0.03,18.41,1,108.35
2662,0.02,16.2,1,89.043
2663,0.02,15.02,1,57.074
2664,0.02,14.49,1,31.82
2665,0.03,13.32,1,40.336
2666,0.03,12.69,1,56.661
2667,0.03,12.14,1,67.316
2668,0.03,11.49,1,64.836
2669,8.7,11.42,1,55.328
2670,103.84,11.55,1,44.56
2671,190.18,12.2,1,39.233
2672,345.32,13.46,1,49.956
2673,649.46,16.75,1,66.058
2674,556.31,19.1,1,70.875
2675,782.26,19.95,1,71.093
2676,707.78,20.85,1,73.5
2677,632.45,21.5,1,64.664
2678,378.06,22.2,1,76.153
2679,255.07,22.05,1,73.233
2680,203.53,21.77,1,73.229
2681,194.74,22.27,1,72.171
2682,55.52,21.71,1,62.526
2683,1.5,20.28,1,70.588
2684,0.02,19.23,1,78.938
2685,0.03,17.37,1,79.008
2686,0.02,16.38,1,81.401
2687,0.03,15.93,1,80.723
2688,0.02,15.75,0,76.309
2689,0.04,15.27,0,75.732
2690,0.03,14.59,0,76.09
2691,0.02,13.91,0,71.206
2692,0.02,13.67,0,61.426
2693,3.1,13.58,0,63.55
2694,30.27,13.58,0,49.158
2695,121.05,14,0,99.518
2696,232.62,14.94,0,111.807
2697,457.06,16.65,0,101.959
2698,391.23,18.27,0,79.918
2699,523.04,19.02,0,83.153
2700,697.12,20.85,0,80.316
2701,724.97,22.02,0,76.179
2702,679.21,22.7,0,75.036
2703,519.38,23.13,0,79.645
2704,438.62,23.21,0,65.056
2705,204.86,23.06,0,100.091
2706,99.94,22.41,0,150.831
2707,4.36,21.17,0,197.465
2708,0.03,19.88,0,173.048
2709,0.03,19.2,0,143.445
2710,0.03,18.73,0,128.564
2711,0.03,17.1,0,75.364
2712,0.03,15.38,0,54.169
2713,0.02,14.31,0,58.928
2714,0.02,14.34,0,50.238
2715,0.02,14.25,0,37.645
2716,0.03,14.06,0,33.909
2717,8.38,13.32,0,38.601
2718,98.29,13.76,0,112.724
2719,304.94,15.22,0,207.919
2720,502.5,17.28,0,231.775
2721,592.46,19.54,0,191.206
2722,717.88,21.4,0,84.394
2723,663.09,23.06,0,51.479
2724,783.42,23.6,0,56.674
2725,679.21,22.13,0,56.845
2726,519.38,22.03,0,47.014
2727,578.07,21.9,0,56.045
2728,155.13,20.52,0,50.752
2729,178.76,16.01,0,102.429
2730,88.13,12.93,0,208.233
2731,7.12,11.51,0,237.596
2732,0.02,11.21,0,189.9
2733,0.03,11.05,0,165.981
2734,0.02,11.03,0,147.606
2735,0.02,10.71,0,111.631
2736,0.02,10.12,1,54.722
2737,0.02,9.26,1,45.443
2738,0.03,8.67,1,49.407
2739,0.03,8.57,1,65.152
2740,0.02,8.43,1,52.267
2741,7.45,8.56,1,164.146
2742,135.05,8.56,1,234.233
2743,352.86,10.06,1,229.622
2744,532.76,12.34,1,244.91
2745,681.52,15.8,1,243.812
2746,672.11,18.32,1,191.663
2747,620.16,21.66,1,183.136
2748,468.73,22.13,1,192.405
2749,446.38,22.03,1,137.011
2750,377.22,21.9,1,127.879
2751,267.47,21.45,1,138.246
2752,253.9,21.46,1,162.445
2753,293.2,21.61,1,182.346
2754,106.56,20.93,1,195.672
2755,5.45,17.81,1,215.607
2756,0.02,13.7,1,238.857
2757,0.02,11.46,1,235.693
2758,0.02,10.45,1,242.597
2759,0.02,9.9,1,203.602
2760,0.02,9.48,1,129.572
2761,0.03,9.41,1,70.628
2762,0.03,9.29,1,67.455
2763,0.03,8.75,1,71.616
2764,0.03,8.54,1,77.303
2765,1.13,7.72,1,138.739
2766,10.3,6.78,1,207.572
2767,45.95,7,1,260.773
2768,35.64,7.03,1,268.475
2769,107.62,6.78,1,273.205
2770,76.84,7.18,1,267.045
2771,89.34,7.19,1,260.295
2772,98.48,7.4,1,227.483
2773,126.91,7.5,1,176.117
2774,213.41,8.31,1,134.221
2775,191.17,8.72,1,106.65
2776,167.8,9.04,1,90.562
2777,140.39,9.3,1,114.546
2778,70.08,9.31,1,137.09
2779,6.69,9.1,1,141.307
2780,0.02,8.29,1,141.101
2781,0.02,7.61,1,140.863
2782,0.02,7.48,1,140.557
2783,0.02,7.59,1,110.075
2784,0.02,7.52,1,41.283
2785,0.02,8.17,1,28.357
2786,0.02,8.42,1,29.18
2787,0.02,8.59,1,25.776
2788,0.02,8.59,1,20.947
2789,7.94,8.82,1,24.991
2790,22.34,8.81,1,35.589
2791,48.45,8.83,1,45.044
2792,131.03,8.88,1,54.988
2793,129.19,8.63,1,65.191
2794,345.82,9.3,1,73.107
2795,449.22,11.01,1,73.845
2796,383.75,12.08,1,64.477
2797,380.5,12.77,1,63.583
2798,424.2,13.77,1,44.84
2799,218.2,12.57,1,33.06
2800,98.83,10.82,1,26.639
2801,50.96,8.74,1,84.711
2802,85.28,9.14,1,167.533
2803,0.74,8.03,1,176.108
2804,0.02,7.58,1,159.745
2805,0.02,6.83,1,150.992
2806,0.02,6.88,1,129.36
2807,0.02,7.1,1,88.834
2808,0.02,6.87,1,52.315
2809,0.02,6.09,1,44.421
2810,0.02,5.99,1,17.352
2811,0.02,6.09,1,14.654
2812,0.02,5.8,1,31.459
2813,12.43,5.32,1,47.398
2814,32.95,5.32,1,43.086
2815,63.04,4.09,1,43.235
2816,132.43,4.17,1,62.682
2817,441.53,5.84,1,92.282
2818,367.21,7.07,1,107.749
2819,607.16,8.25,1,119.593
2820,582.56,8.86,1,113.429
2821,613.64,9.19,1,105.337
2822,541.29,7.57,1,88.78
2823,538.74,8.35,1,83.546
2824,492.03,9.54,1,97.825
2825,334.73,9.27,1,101.9
2826,63.1,8.62,1,89.839
2827,2.19,7.32,1,173.861
2828,0.02,5.85,1,204.007
2829,0.03,5.92,1,235.934
2830,0.02,5.69,1,222.702
2831,0.03,5.62,1,128.569
2832,0.03,5.69,1,64.215
2833,0.02,5.59,1,47.225
2834,0.03,5.43,1,44.199
2835,0.02,5.46,1,42.236
2836,0.02,5.33,1,46.091
2837,5.11,5.62,1,78.373
2838,53.26,5.63,1,194.161
2839,164.42,6.11,1,241.844
2840,180.22,6.73,1,253.25
2841,179.99,6.96,1,234.478
2842,365.71,8.08,1,185.795
2843,313.1,9,1,159.361
2844,436.43,9.65,1,84.018
2845,146.77,10.12,1,77.576
2846,107.06,10.21,1,66.348
2847,141.3,10.37,1,75.5
2848,75.11,10.04,1,76.386
2849,98.35,9.64,1,96.913
2850,26.96,9.77,1,128.367
2851,1.64,8.97,1,196.634
2852,0.02,8.52,1,169.357
2853,0.03,8.39,1,162.063
2854,0.02,8.21,1,122.97
2855,0.02,8.11,1,109.157
2856,0.02,8.05,0,95.794
2857,0.02,8.01,0,72.419
2858,0.02,7.88,0,48.903
2859,0.02,7.83,0,45.102
2860,0.02,7.86,0,45.547
2861,3.66,7.81,0,77.103
2862,26.81,8.16,0,201.901
2863,115.47,8.35,0,235.774
2864,217.03,8.79,0,237.396
2865,269.94,9.55,0,239.104
2866,289.28,10.42,0,243.807
2867,269.8,10.94,0,163.726
2868,138.02,11.08,0,79.318
2869,252.58,11.18,0,76.811
2870,266.98,11.95,0,75.422
2871,190.93,12.08,0,65.185
2872,184.92,12.41,0,50.195
2873,178.24,12.68,0,74.362
2874,93.19,12.23,0,186.647
2875,7.29,11.71,0,221.404
2876,0.02,10.58,0,216.773
2877,0.02,10.31,0,205.207
2878,0.02,9.75,0,188.84
2879,0.03,8.93,0,95.742
2880,0.02,8.38,0,47.063
2881,0.02,7.68,0,36.28
2882,0.02,7.13,0,31.891
2883,0.02,6.62,0,32.05
2884,0.02,5.79,0,34.196
2885,13.74,5.21,0,84.12
2886,104.27,5.53,0,92.633
2887,258.3,6,0,90.987
2888,511.96,7.1,0,74.273
2889,690.74,9.31,0,78.859
2890,817.12,12.03,0,89.479
2891,876.85,14.33,0,91.718
2892,883.31,15.54,0,83.845
2893,849.62,16.51,0,83.836
2894,766.07,16.97,0,79.155
2895,633.2,17.69,0,78.301
2896,470.86,18.02,0,77.217
2897,291.3,17.87,0,73.699
2898,119.3,17.43,0,71.279
2899,10.85,16.33,0,63.781
2900,0.03,14.48,0,53.105
2901,0.02,12.93,0,65.512
2902,0.02,11.97,0,51.781
2903,0.02,11.17,0,51.465
2904,0.02,10.37,1,84.982
2905,0.02,9.74,1,107.173
2906,0.02,8.94,1,94.686
2907,0.02,8.43,1,80.988
2908,0.02,7.91,1,76.934
2909,15.38,7.72,1,90.588
2910,163.76,8.2,1,88.827
2911,361.92,9.94,1,218.744
2912,530.69,12.12,1,229.614
2913,598.44,14.41,1,205.725
2914,683.26,16.74,1,169.524
2915,666.48,17.52,1,136.847
2916,562.79,18.09,1,113.236
2917,238.57,17.42,1,130.239
2918,257.9,14.86,1,125.262
2919,209.08,14.48,1,119.2
2920,183.29,14.17,1,85.631
2921,71.37,13.71,1,72.131
2922,19.1,13.64,1,209.801
2923,1.34,11,1,228.646
2924,0.03,10.01,1,207.512
2925,0.02,10.37,1,162.172
2926,0.02,10.29,1,86.505
2927,0.02,10.02,1,95.723
2928,0.02,9.92,1,98.379
2929,0.02,9.73,1,95.284
2930,0.02,9.64,1,84.006
2931,0.02,9.34,1,77.734
2932,0.02,8.82,1,65.792
2933,6.05,8.5,1,82.662
2934,27.41,8.51,1,105.942
2935,63.97,8.82,1,227.075
2936,86.18,8.95,1,259.415
2937,106.98,9.51,1,264.619
2938,154.72,9.94,1,252.022
2939,306.5,10.75,1,238.427
2940,399.54,11.38,1,187.693
2941,589.5,11.54,1,141.921
2942,285.74,11.7,1,112.541
2943,368.31,10.7,1,102.654
2944,500.72,11.61,1,84.803
2945,246.02,12.05,1,104.867
2946,45.38,11.73,1,132.332
2947,4.98,11.52,1,198.331
2948,0.02,10.84,1,233.682
2949,0.02,10.24,1,202.579
2950,0.02,10.23,1,174.69
2951,0.05,9.03,1,125.717
2952,0.03,8.55,1,125.977
2953,0.02,8.68,1,116.409
2954,0.02,8.97,1,102.78
2955,0.02,8.95,1,79.241
2956,0.02,8.55,1,77.186
2957,14.42,8.6,1,74.349
2958,86.67,8.85,1,69.292
2959,226.24,9.42,1,78.098
2960,204.76,10.21,1,115.676
2961,326.15,10.86,1,74.073
2962,267.46,11.1,1,62.427
2963,300.99,10.91,1,61.497
2964,263.6,10.62,1,77.525
2965,160.12,10.42,1,94.541
2966,68.53,9.8,1,79.99
2967,48.65,8.55,1,76.741
2968,60.34,5.48,1,75.342
2969,25.62,4.77,1,75.659
2970,11.83,4.16,1,84.024
2971,0.89,3.35,1,76.628
2972,0.03,3.12,1,80.025
2973,0.02,2.75,1,95.251
2974,0.02,3.07,1,128.872
2975,0.03,3,1,121.214
2976,0.02,3.06,1,112.966
2977,0.02,2.79,1,107.315
2978,0.03,1.54,1,86.28
2979,0.03,1.56,1,93.264
2980,0.02,2.15,1,92.79
2981,7.45,2.59,1,90.5
2982,43.29,3.14,1,82.701
2983,69.71,3.67,1,79.671
2984,116.29,4.25,1,88.364
2985,324.7,4.95,1,104.021
2986,236.6,5.71,1,108.759
2987,319.39,6.13,1,105.443
2988,372.42,5.79,1,102.475
2989,553.26,7.84,1,94.437
2990,262.53,8.07,1,89.983
2991,224.26,8.04,1,85.032
2992,250.96,7.79,1,74.867
2993,129.64,7.73,1,57.379
2994,86.79,7.27,1,68.734
2995,8.69,5.3,1,93.391
2996,0.02,5.49,1,103.899
2997,0.02,5.09,1,130.316
2998,0.02,4.67,1,131.1
2999,0.02,4,1,123.819
3000,0.02,3.46,1,141.569
3001,0.03,3.49,1,155.608
3002,0.02,3.11,1,148.439
3003,0.03,2.77,1,125.545
3004,0.02,2.73,1,138.091
3005,19.44,2.89,1,175.908
3006,112.2,3.51,1,204.212
3007,293.26,4,1,237.469
3008,547.08,5.73,1,248.111
3009,390.53,7.18,1,244.986
3010,397.64,8.02,1,209.622
3011,386.11,8.12,1,223.338
3012,261.57,8.51,1,200.966
3013,334.47,8.91,1,179.965
3014,135.08,9.15,1,194.086
3015,268.34,9.12,1,152.822
3016,268.62,9.51,1,146.979
3017,73.8,9.35,1,168.54
3018,38.79,9.39,1,234.726
3019,3.53,9.16,1,254.763
3020,0.02,9.04,1,246.285
3021,0.02,8.58,1,239.025
3022,0.02,7.76,1,233.97
3023,0.02,6.91,1,226.298
3024,0.02,6.06,0,237.731
3025,0.02,5.11,0,251.971
3026,0.02,4.48,0,230.332
3027,0.02,4.24,0,215.082
3028,0.56,3.62,0,223.049
3029,27.34,3.3,0,215.852
3030,183.02,3.54,0,224.402
3031,325.48,5.13,0,233.402
3032,561.36,6.23,0,221.507
3033,706.68,8.17,0,215.268
3034,643.98,10.39,0,204.097
3035,830.69,11.58,0,201.333
3036,906.97,12.92,0,179.061
3037,868.87,13.78,0,190.648
3038,751.81,14.85,0,194.143
3039,590.31,14.97,0,164.216
3040,349.34,15.01,0,164.31
3041,192.4,14.85,0,208.321
3042,91.28,14.59,0,224.759
3043,8.2,13.66,0,234.978
