,Irr,Text,Weekday,Emissions
4449,719.64,25.69,1,243.409
4450,828.42,26.92,1,239.315
4451,892.8,27.64,1,221.4
4452,925.82,29,1,127.006
4453,897.51,29.53,1,109.462
4454,824.72,29.82,1,124.107
4455,700.93,30.52,1,131.06
4456,554.2,30.15,1,134.717
4457,395.14,29.87,1,189.846
4458,222.51,29.32,1,235.257
4459,73.54,28.66,1,265.922
4460,3.25,26.95,1,255.876
4461,0.03,25.46,1,239.19
4462,0.03,24.28,1,242.313
4463,0.04,23.62,1,249.075
4464,0.03,22.94,1,238.302
4465,0.03,22.07,1,199.901
4466,0.03,21.24,1,138.778
4467,0.03,20.21,1,112.192
4468,2.49,19.85,1,85.103
4469,62.33,19.51,1,73.119
4470,238.36,20.23,1,72.803
4471,329.96,21.88,1,102.174
4472,275.2,23.72,1,114.807
4473,272.04,24.33,1,122.664
4474,282.38,24.41,1,141.512
4475,239.8,24.45,1,127.364
4476,730.45,25.37,1,115.258
4477,419.53,26.55,1,107.969
4478,37.82,23.52,1,114.617
4479,154.04,20.68,1,131.577
4480,479.1,22.09,1,126.892
4481,382.8,24.01,1,126.486
4482,212.62,24.06,1,186.594
4483,76.85,23.99,1,180.292
4484,1.31,23.55,1,141.086
4485,0.03,23.14,1,137.479
4486,0.03,22.53,1,138.29
4487,0.03,22.24,1,115.705
4488,0.03,21.93,1,142.699
4489,0.03,21.55,1,71.936
4490,0.03,21.15,1,59.31
4491,0.2,21.71,1,55.715
4492,0.36,19.02,1,44.95
4493,12,17.66,1,45.818
4494,59.15,18.21,1,43.575
4495,365.67,19.1,1,43.795
4496,319.22,20.18,1,48.364
4497,495.88,21.95,1,74.836
4498,388.71,22.83,1,63.891
4499,811.08,24.38,1,101.575
4500,738.44,25.7,1,87.925
4501,583.38,26.14,1,37.822
4502,661.34,27.68,1,32.678
4503,580.06,27.29,1,40.629
4504,521.21,26.22,1,38.581
4505,331.21,25.9,1,61.595
4506,192.37,25.22,1,89.953
4507,48.78,24.17,1,155.781
4508,1.82,23.37,1,150.363
4509,0.03,22.9,1,175.201
4510,0.03,21.87,1,199.932
4511,0.02,21.12,1,180.411
4512,0.02,20.56,1,144.836
4513,0.02,20.07,1,107.397
4514,0.03,19.66,1,88.049
4515,0.03,19.13,1,70.501
4516,1.6,18.76,1,78.688
4517,57.51,18.46,1,87.896
4518,188.46,18.6,1,127.36
4519,212.03,19.75,1,221.201
4520,370.48,20.03,1,231.487
4521,477.18,20.65,1,218.727
4522,518.99,22.14,1,194.52
4523,778.92,23.09,1,186.842
4524,652.93,24.37,1,198.242
4525,364.19,24.17,1,173.738
4526,347.88,23.03,1,172.797
4527,275.54,22.42,1,170.354
4528,312.94,21.94,1,178.349
4529,187.06,21.76,1,184.677
4530,159.68,21.61,1,213.847
4531,61.7,21.1,1,229.61
4532,2.12,20.48,1,225.396
4533,0.03,19.41,1,226.341
4534,0.03,19.23,1,232.161
4535,0.03,18.61,1,135.013
4536,0.03,18.64,0,89.437
4537,0.03,18.26,0,73.474
4538,0.02,16.99,0,67.354
4539,0.03,16.39,0,63.277
4540,1.16,16.31,0,66.995
4541,24.8,16.08,0,75.762
4542,104.76,16.2,0,130.041
4543,228.08,16.5,0,236.129
4544,280.18,17.47,0,231.072
4545,495.1,17.74,0,230.789
4546,768.22,19.64,0,210.722
4547,739.57,21.11,0,197.899
4548,637.88,21.66,0,194.227
4549,478.2,21.95,0,174.172
4550,734.52,22.11,0,153.869
4551,451.36,22.46,0,159.673
4552,512.02,22.85,0,158.229
4553,404.36,22.63,0,171.218
4554,176.97,22.51,0,210.447
4555,31.72,21.73,0,213.326
4556,1.73,20.64,0,202.941
4557,0.03,19.23,0,185.575
4558,0.03,18.15,0,209.278
4559,0.03,17.28,0,165.226
4560,0.03,16.3,0,108.196
4561,0.03,15.4,0,92.29
4562,0.03,14.46,0,82.569
4563,0.03,13.63,0,66.674
4564,2.04,13.52,0,71.409
4565,57.86,13.56,0,88.65
4566,222.73,14.21,0,130.102
4567,416.47,14.76,0,211.938
4568,584.41,16.11,0,219.524
4569,733.16,18.44,0,212.407
4570,848.24,20.01,0,166.01
4571,915.58,20.71,0,162.321
4572,933.58,21.28,0,144.961
4573,902.28,21.85,0,96.863
4574,827.34,22.65,0,97.062
4575,713.44,23.16,0,108.158
4576,566.08,23.24,0,101.29
4577,397.62,23.4,0,172.656
4578,219.45,22.76,0,194.338
4579,67.21,22.38,0,206.433
4580,1.32,21.37,0,209.38
4581,0.03,20.22,0,204.529
4582,0.03,18.95,0,198.444
4583,0.02,18.32,0,148.135
4584,0.03,17.6,1,107.332
4585,0.02,17.13,1,100.064
4586,0.03,16.4,1,87.006
4587,0.03,15.61,1,78.813
4588,1.15,15.45,1,69.364
4589,42.11,15.41,1,89.68
4590,160.95,16.24,1,154.43
4591,227.22,17.56,1,220.964
4592,210.8,18.25,1,236.784
4593,305.6,18.91,1,241.034
4594,399.22,19.83,1,243.758
4595,437.06,20.58,1,241.147
4596,366.06,21.14,1,226.959
4597,334.25,21.93,1,218.753
4598,150.76,21.73,1,225.465
4599,103.4,20.02,1,216.708
4600,95.03,18.98,1,225.353
4601,98.78,18.57,1,208.183
4602,106.53,18.76,1,210.796
4603,59.79,18.96,1,208.568
4604,1.73,18.76,1,199.038
4605,0.03,18.61,1,206.181
4606,0.03,17.91,1,209.203
4607,0.02,17.18,1,152.348
4608,0.03,16.8,1,110.115
4609,0.02,16.88,1,99.646
4610,0.02,15.72,1,81.922
4611,0.03,15.75,1,77.554
4612,0.71,16.06,1,78.232
4613,10.32,16.44,1,88.338
4614,39.34,16.84,1,147.95
4615,105.93,17.16,1,193.736
4616,128.58,16.86,1,220.103
4617,170.52,18.44,1,216.501
4618,236.39,18.43,1,207.522
4619,838.99,19.14,1,206.511
4620,821.4,21.1,1,195.984
4621,679.58,21.44,1,149.951
4622,710.18,21.61,1,136.867
4623,449.14,21.71,1,120.578
4624,250.89,21.72,1,107.999
4625,198.98,22.45,1,110.866
4626,135.54,23.88,1,161.685
4627,37.47,23.6,1,166.869
4628,1.26,22.96,1,152.035
4629,0.03,22.29,1,138.244
4630,0.02,21.75,1,168.559
4631,0.02,20.77,1,108.839
4632,0.03,18.97,1,107.478
4633,0.64,16.89,1,96.768
4634,0.02,15.74,1,89.338
4635,0.03,15.57,1,70.808
4636,1.92,15.53,1,70.818
4637,46.27,15.38,1,57.108
4638,207.52,15.82,1,69.266
4639,383.6,16.45,1,85.874
4640,571.07,18.29,1,113.702
4641,700.92,19.66,1,103.537
4642,806.01,20.25,1,106.027
4643,838.99,21.67,1,104.655
4644,869.92,22.69,1,98.428
4645,666.71,22.56,1,76.512
4646,670.3,22.77,1,63.396
4647,395.54,22.82,1,62.825
4648,341.64,22.95,1,73.098
4649,347.71,23.15,1,77.347
4650,157.36,22.62,1,77.687
4651,50.96,22.02,1,84.253
4652,2.23,20.52,1,87.56
4653,0.02,19.4,1,80.583
4654,0.03,18.65,1,137.622
4655,0.02,18.32,1,76.251
4656,0.02,17.58,1,73.654
4657,0.02,17.01,1,72.404
4658,0.03,16.48,1,52.717
4659,0.02,15.65,1,48.82
4660,1.02,15.08,1,42.012
4661,44.88,14.75,1,37.223
4662,215.29,15.37,1,38.088
4663,397.25,17.04,1,51.225
4664,571.98,18.92,1,61.116
4665,704.88,20.81,1,74.463
4666,623.68,21.61,1,79.345
4667,785.45,22.17,1,81.43
4668,933.32,23.19,1,82.23
4669,718.71,23.29,1,49.763
4670,580.41,23.7,1,45.467
4671,566.17,23.94,1,65.996
4672,338.03,23.15,1,64.078
4673,368.73,21.81,1,66.405
4674,178.08,20.49,1,85.368
4675,13.43,19.69,1,127.357
4676,0.06,17.78,1,148.69
4677,0.03,16.85,1,149.536
4678,0.04,16,1,164.969
4679,0.03,15.49,1,140.486
4680,0.03,15.45,1,125.562
4681,0.03,15.28,1,103.938
4682,0.06,15.25,1,100.464
4683,0.1,15.04,1,101.136
4684,0.84,15.04,1,98.418
4685,18.78,15.05,1,106.406
4686,45.61,15.07,1,134.694
4687,65.68,15.59,1,148.185
4688,164.37,16.4,1,185.672
4689,333.36,17.02,1,193.757
4690,501.45,18.22,1,177.969
4691,397.7,18.97,1,147.568
4692,470.68,20.19,1,148.95
4693,627.44,21.15,1,125.214
4694,608.93,22.12,1,126.816
4695,595.72,22.74,1,124.893
4696,388.77,23.17,1,117.014
4697,254.22,23.02,1,112.774
4698,149.65,22.88,1,129.036
4699,26.95,21.41,1,150.38
4700,1.73,20.38,1,138.046
4701,0.03,19.46,1,135.374
4702,0.03,18.76,1,140.402
4703,0.02,18.36,1,101.889
4704,0.03,17.42,0,89.856
4705,0.02,16.88,0,89.02
4706,0.03,16.14,0,74.713
4707,0.02,15.68,0,62.169
4708,1.1,15.21,0,56.802
4709,40.33,14.84,0,77.295
4710,213.72,15.64,0,104.854
4711,392.02,16.69,0,145.829
4712,561.04,18.45,0,177.284
4713,708.78,20.52,0,160.285
4714,822.86,22.02,0,112.392
4715,882.95,23.47,0,113.603
4716,909.16,24.42,0,112.867
4717,789.61,24.74,0,138.727
4718,806.92,25.37,0,142.126
4719,694.68,25.88,0,127.419
4720,550.45,25.85,0,121.486
4721,383.95,26.14,0,105.846
4722,204.9,26,0,171.429
4723,33.75,25.13,0,195.395
4724,0.82,23.46,0,193.874
4725,0.03,21.97,0,188.299
4726,0.03,20.8,0,175.442
4727,0.03,19.79,0,133.867
4728,0.03,18.96,0,92.543
4729,0.03,18.34,0,80.966
4730,0.03,17.73,0,76.984
4731,0.03,17.15,0,61.049
4732,0.61,16.78,0,76.075
4733,30.07,16.63,0,82.52
4734,208.32,17.18,0,106.917
4735,385.76,18.5,0,157.669
4736,559.24,20.34,0,160.957
4737,706.9,22.4,0,164.245
4738,818.84,24.1,0,151.035
4739,858.24,25.96,0,115.149
4740,866.03,26.54,0,95.692
4741,758.49,27.09,0,91.355
4742,649.64,26.82,0,86.477
4743,686.31,27.3,0,96.83
4744,525.14,27.06,0,102.356
4745,361.62,26.8,0,124.845
4746,190.76,26.75,0,184.959
4747,46.65,26.14,0,203.891
4748,0.78,23.89,0,202.088
4749,0.03,22.65,0,186.428
4750,0.03,22.09,0,194.78
4751,0.03,21.09,0,108.812
4752,0.03,20.22,1,84.282
4753,0.03,19.89,1,84.475
4754,0.03,18.72,1,85.593
4755,0.03,18.28,1,84.625
4756,0.81,17.8,1,82.793
4757,42.46,17.86,1,82.636
4758,102.21,18.27,1,91.354
4759,309.94,18.82,1,111.092
4760,368.95,20.75,1,168.162
4761,671.22,22.58,1,152.475
4762,805.43,24.61,1,113.787
4763,880.96,25.76,1,95.034
4764,919.48,26.93,1,87.469
4765,892.29,26.85,1,91.687
4766,785.36,27.75,1,106.149
4767,640.68,27.9,1,108.976
4768,523.22,27.96,1,97.844
4769,260.2,27.39,1,101.897
4770,116.64,26.87,1,134.803
4771,36.61,26.34,1,170.152
4772,0.52,25.03,1,157.533
4773,0.03,24.19,1,154.11
4774,0.03,23.44,1,186.034
4775,0.03,23.35,1,127.56
4776,0.03,22.66,1,86.257
4777,0.02,22.12,1,87.319
4778,0.03,21.56,1,84.616
4779,0.03,21.33,1,77.75
4780,0.21,20.92,1,80.816
4781,20.95,20.49,1,83.463
4782,87.59,20.59,1,106.337
4783,339.59,21.32,1,186.403
4784,464.93,22.49,1,217.634
4785,693.89,23.81,1,216.739
4786,799.26,24.77,1,214.585
4787,883.22,26.08,1,206.859
4788,820.55,26.73,1,128.669
4789,858.85,27.67,1,103.969
4790,755.24,27.83,1,102.615
4791,647.77,28.59,1,105.423
4792,524.28,28.27,1,116.517
4793,351.98,28.07,1,186.929
4794,195.3,27.58,1,206.834
4795,52.72,26.78,1,207.203
4796,0.62,25.39,1,194.031
4797,0.04,24.12,1,191.687
4798,0.03,23.25,1,208.414
4799,0.03,22.49,1,148.148
4800,0.03,21.69,1,102.845
4801,0.03,20.86,1,82.054
4802,0.03,20.23,1,78.526
4803,0.03,19.63,1,62.349
4804,0.41,19.24,1,53.368
4805,30.54,18.94,1,44.691
4806,192.14,19.45,1,52.177
4807,373.83,21.12,1,61.927
4808,413.58,22.58,1,54.955
4809,568.82,24.42,1,78.947
4810,734.32,26.65,1,69.137
4811,693.84,28.1,1,81.535
4812,688.55,29.04,1,102.913
4813,815.93,30.38,1,104.338
4814,773.43,31.28,1,99.81
4815,576.16,31.04,1,99.193
4816,501.15,31.37,1,81.909
4817,285.5,30.64,1,74.948
4818,106.82,29.87,1,98.78
4819,27.27,28.87,1,103.704
4820,0.39,28.52,1,98.245
4821,0.03,26.96,1,96.231
4822,0.03,25.59,1,83.269
4823,0.03,24.97,1,80.632
4824,0.02,24.39,1,68.534
4825,0.03,24.29,1,78.689
4826,0.03,22.98,1,69.768
4827,0.03,21.33,1,48.036
4828,0.06,20.1,1,53.63
4829,9.75,20.05,1,51.29
4830,53.95,20.37,1,61.287
4831,67.95,19.9,1,52.141
4832,270.76,20.77,1,34.162
4833,567.17,22.39,1,41.077
4834,511.96,23.62,1,68.538
4835,673.38,24.38,1,76.285
4836,624.47,25.62,1,91.205
4837,719.8,26.32,1,80.087
4838,603.1,26.09,1,82.425
4839,586.3,27.29,1,75.931
4840,530.12,27.62,1,74.585
4841,334.88,27.81,1,57.258
4842,188.22,27.74,1,71.89
4843,49.82,26.98,1,111.13
4844,0.54,25.96,1,114.068
4845,0.04,25.04,1,126.978
4846,0.03,24.35,1,141.591
4847,0.03,23.38,1,97.943
4848,0.03,22.8,1,85.76
4849,0.02,22.55,1,67.659
4850,0.03,21.57,1,63.369
4851,0.03,20.85,1,59.195
4852,0.24,20.57,1,57.722
4853,32.93,20.23,1,71.54
4854,172.4,20.6,1,109.82
4855,356.88,21.5,1,131.135
4856,489.9,23.3,1,182.654
4857,681.31,25.43,1,146.052
4858,758.17,27.24,1,112.569
4859,796.82,28.41,1,121.586
4860,673.64,29.04,1,114.013
4861,724.03,29.05,1,127.292
4862,768.46,29.77,1,110.396
4863,648.02,30.23,1,110.145
4864,487.77,30.31,1,124.346
4865,240.44,30.25,1,146.317
4866,155.34,29.9,1,192.377
4867,53.01,28.95,1,220.065
4868,0.62,26.84,1,228.5
4869,0.03,25.69,1,226.187
4870,0.04,24.56,1,210.55
4871,0.03,23.62,1,140.646
4872,0.03,22.82,0,99.322
4873,0.03,22.21,0,102.563
4874,0.03,21.62,0,102.539
4875,0.03,21.23,0,90.435
4876,0.53,20.64,0,82.361
4877,23.02,20.44,0,90.521
4878,204.83,20.85,0,142.662
4879,382.61,22.5,0,190.782
4880,550.87,23.96,0,205.417
4881,694.08,26.05,0,191.398
4882,802.16,28.25,0,150.763
4883,867.95,29.65,0,124.082
4884,886.79,30.24,0,115.702
4885,859.69,30.93,0,114.956
4886,788.56,31.86,0,130.087
4887,669,32.14,0,126.884
4888,525.74,32.12,0,167.183
4889,357.07,31.42,0,207.754
4890,187.2,31.57,0,208.626
4891,49.92,30.66,0,210.968
4892,0.6,29.26,0,208.19
4893,0.03,27.61,0,195.942
4894,0.03,26.31,0,186.072
4895,0.03,25.29,0,173.578
4896,0.03,24.34,0,109.909
4897,0.03,23.82,0,102.954
4898,0.03,23.09,0,93.691
4899,0.03,22.58,0,83.174
4900,0.41,22.08,0,82.221
4901,25.53,22.03,0,92.703
4902,181.84,22.58,0,103.243
4903,357.94,23.75,0,184.881
4904,526.85,25.74,0,195.446
4905,670.65,27.88,0,169.018
4906,783.56,30.44,0,153.959
4907,859.43,32.09,0,152.822
4908,880.24,32.95,0,159.303
4909,852.79,33.72,0,182.329
4910,779.57,33.98,0,182.779
4911,662.12,34.71,0,192.161
4912,509.91,34.16,0,201.199
4913,351.47,34.24,0,241.268
4914,183.12,34.28,0,246.011
4915,45.61,32.74,0,249.352
4916,0.22,30.46,0,246.191
4917,0.03,28.79,0,243.921
4918,0.03,27.79,0,233.932
4919,0.03,26.83,0,200.706
4920,0.03,25.87,1,163.494
4921,0.03,25.04,1,139.485
4922,0.03,24.45,1,117.432
4923,0.03,23.7,1,115.115
4924,0.36,23.19,1,100.347
4925,30.26,22.6,1,125.678
4926,180.64,23.24,1,172.969
4927,363.14,24.53,1,217.326
4928,538.08,26.46,1,222.41
4929,679.16,29.34,1,216.184
4930,790.36,31,1,219.66
4931,860.84,32.8,1,232.062
4932,891.79,33.9,1,197.782
4933,859.24,34.39,1,196.37
4934,788.24,35,1,178.221
4935,589.48,34.89,1,178.092
4936,344.64,34.79,1,227.426
4937,218.68,34.12,1,237.819
4938,122.56,33.13,1,253.346
4939,29.65,32.11,1,248.122
4940,0.11,31.2,1,247.54
4941,0.03,29.36,1,244.632
4942,0.03,28.21,1,229.88
4943,0.03,27.31,1,153.62
4944,0.03,26.68,1,122.655
4945,0.03,26.98,1,99.431
4946,0.03,26.65,1,83.187
4947,0.03,25.71,1,92.762
4948,0.22,25.4,1,101.726
4949,20.7,25.08,1,122.196
4950,140.56,25.5,1,178.431
4951,302.12,26.62,1,218.626
4952,492.21,27.58,1,226.587
4953,643.77,28.91,1,231.14
4954,776.98,30.39,1,241.605
4955,844.33,31.49,1,239.171
4956,862.91,32.38,1,228.789
4957,834.46,32.87,1,221.931
4958,761.77,33.45,1,203.515
4959,624.62,33.82,1,216.627
4960,363.85,33.73,1,215.377
4961,176.06,32.76,1,231.862
4962,68.34,31.91,1,234.847
4963,18.85,30.66,1,256.009
4964,0.67,28.44,1,238.412
4965,0.04,23.66,1,226.459
4966,0.04,23.05,1,224.391
4967,0.03,22.39,1,202.133
4968,0.03,22.26,1,178.94
4969,0.04,22.05,1,140.077
4970,0.03,22.1,1,120.934
4971,0.03,21.69,1,112.361
4972,0.03,21.67,1,106.563
4973,13.7,21.67,1,116.72
4974,57.98,21.72,1,101.24
4975,127.37,21.82,1,79.19
4976,204.5,22.41,1,144.508
4977,522.58,23.19,1,184.686
4978,773.94,24.31,1,123.481
4979,868.39,25.5,1,119.546
4980,904.72,26.96,1,132.1
4981,810.44,27.25,1,118.398
4982,365.58,27.75,1,125.247
4983,81.06,26.44,1,135.568
4984,208.24,23.98,1,122.079
4985,134.4,22.29,1,106.499
4986,58.03,21.38,1,126.954
4987,5.75,20.23,1,99.588
4988,0.04,19.7,1,109.139
4989,0.03,19.42,1,129.597
4990,0.03,19.25,1,146.604
4991,0.03,19.08,1,78.403
4992,0.03,19.18,1,81.349
4993,0.03,18.87,1,78.52
4994,0.03,19,1,67.343
4995,0.03,19.13,1,53.16
4996,0.03,19.04,1,51.067
4997,4.8,18.86,1,58.285
4998,12.18,18.94,1,56.852
4999,25.88,18.24,1,44
5000,88.7,17.86,1,51.881
5001,62.83,18.14,1,50.333
5002,114.53,18.42,1,43.701
5003,108.45,18.51,1,55.729
5004,82.79,18.34,1,45.737
5005,72.35,18.19,1,40.374
5006,97.2,18.05,1,38.627
5007,67.38,17.98,1,47.768
5008,54.23,17.43,1,49.886
5009,41.94,16.98,1,58.135
5010,13.57,16.64,1,67.835
5011,2.5,16.13,1,96.81
5012,0.04,16,1,115.508
5013,0.02,16.1,1,109.295
5014,0.02,15.95,1,118.533
5015,0.03,16.22,1,79.697
5016,0.05,16.33,1,73.532
5017,0.06,16.41,1,47.032
5018,0.03,16.55,1,47.123
5019,0.03,16.62,1,45.922
5020,0.05,16.63,1,47.891
5021,13.79,16.7,1,61.578
5022,87.05,17.08,1,102.79
5023,264.64,17.74,1,145.384
5024,503.42,18.58,1,148.0215
5025,574.31,19.86,1,150.659
5026,712.38,21.17,1,91.247
5027,542.88,21.56,1,102.753
5028,603.16,22.22,1,77.04
5029,537.91,22.2,1,87.413
5030,625.15,23.16,1,88.55
5031,642.84,23.87,1,107.24
5032,363.45,23.89,1,97.525
5033,170.55,23.49,1,117.16
5034,55.75,22.96,1,177.166
5035,22.41,22.48,1,161.33
5036,0.26,22.15,1,143.637
5037,0.02,21.87,1,132.73
5038,0.02,21.26,1,141.879
5039,0.03,20.76,1,132.744
5040,0.03,20.37,0,107.015
5041,0.02,20.01,0,97.106
5042,0.02,19.8,0,89.896
5043,0.03,19.62,0,77.578
5044,0.04,19.34,0,75.671
5045,17.11,19.11,0,92.684
5046,179.5,19.69,0,119.633
5047,362.32,20.47,0,133.892
5048,530.84,21.41,0,126.87
5049,694.75,22.71,0,154.144
5050,830.25,24.5,0,179.5
5051,605.25,25.58,0,140.082
5052,792.58,26.02,0,132.496
5053,858.82,26.84,0,114.437
5054,781.58,27.79,0,113.721
5055,655.25,27.99,0,113.887
5056,509.56,28.22,0,139.021
5057,333.64,27.89,0,160.91
5058,164.85,26.38,0,174.761
5059,25.9,24.32,0,175.28
5060,0.08,22.52,0,166.132
5061,0.04,20.77,0,168.976
5062,0.03,19.06,0,171.431
5063,0.04,18.15,0,125.24
5064,0.03,16.78,0,101.24
5065,0.13,17.2,0,66.992
5066,0.03,17.29,0,52.117
5067,0.03,17.2,0,44.04
5068,0.03,17.05,0,45.264
5069,10.23,17.17,0,52.696
5070,63.46,17.56,0,97.766
5071,158.14,18.22,0,144.516
5072,319.45,19.01,0,182.23
5073,488.06,19.93,0,191.984
5074,220.86,20.41,0,198.434
5075,271.62,20.52,0,174.421
5076,318.84,20.67,0,152.515
5077,481.48,21.44,0,128.944
5078,518.85,21.82,0,141.462
5079,308.38,22.36,0,126.061
5080,431.51,23.13,0,131.163
5081,361.09,23.67,0,167.132
5082,144.74,22.79,0,193.707
5083,17.92,21.93,0,190.411
5084,0.07,21.33,0,197.578
5085,0.03,20.32,0,200.322
5086,0.03,19.53,0,194.747
5087,0.03,19.53,0,165.675
5088,0.03,18.44,1,106.099
5089,0.03,17.87,1,85.486
5090,0.03,17.53,1,81.846
5091,0.03,17.73,1,88.855
5092,0.04,17.26,1,87.715
5093,15.2,17.29,1,92.872
5094,127.87,17.38,1,113.914
5095,358.79,17.85,1,183.505
5096,529.33,19.24,1,193.01
5097,682.32,21.18,1,126.379
5098,793.08,22.48,1,134.712
5099,856.07,23.18,1,107.827
5100,882.99,24.55,1,118.216
5101,853.15,25,1,147.688
5102,746.42,25.45,1,149.345
5103,595.27,25.55,1,147.286
5104,411.62,25.93,1,201.676
5105,298.72,25.7,1,209.422
5106,88.38,24.97,1,231.685
5107,14.79,24.31,1,239.786
5108,0.03,23.47,1,236.399
5109,0.03,23.12,1,230.495
5110,0.03,22.74,1,242.847
5111,0.03,22.01,1,169.361
5112,0.03,21.47,1,154.097
5113,0.02,20.93,1,110.595
5114,0.02,20.06,1,108.822
5115,0.02,19.36,1,108.143
5116,0.03,18.5,1,107.366
5117,21.6,18.29,1,113.831
5118,81.36,18.67,1,143.292
5119,186.34,19.4,1,216.024
5120,176.64,19.92,1,234.243
5121,184.74,20.63,1,225.221
5122,173.5,19.45,1,179.388
5123,288.19,19.18,1,174.317
5124,688.81,21.08,1,178.621
5125,792.22,22.08,1,173.756
5126,258.56,22.13,1,144.968
5127,81.53,21.17,1,162.243
5128,410.06,20.39,1,159.328
5129,309.68,20.63,1,160.036
5130,95.8,20.9,1,194.815
5131,36.5,20.89,1,206.612
5132,0.06,20.92,1,201.307
5133,0.03,20.57,1,208.914
5134,0.03,20.19,1,203.701
5135,0.02,19.29,1,204.733
5136,0.03,18.95,1,132.285
5137,0.02,18.38,1,83.989
5138,0.03,17.75,1,84.978
5139,0.03,17.47,1,77.262
5140,0.02,17.1,1,106.854
5141,15.42,16.83,1,77.442
5142,67.87,17.26,1,74.742
5143,315.23,17.88,1,86.76
5144,503.28,19.85,1,139.733
5145,663.42,21.71,1,124.608
5146,794.89,22.93,1,96.48
5147,771.02,24.1,1,85.763
5148,800.17,25.01,1,108.93
5149,842.3,25.54,1,83.684
5150,776.83,26.05,1,76.1
5151,659.29,26.19,1,72.452
5152,470.46,25.9,1,71.574
5153,231.61,25.43,1,88.657
5154,106.41,25.11,1,137.967
5155,23.31,24.18,1,205.512
5156,0.03,22.5,1,216.806
5157,0.03,21.65,1,199.428
5158,0.03,20.83,1,195.614
5159,0.03,20.24,1,155.088
5160,0.03,19.57,1,111.702
5161,0.03,18.61,1,93.553
5162,0.03,17.72,1,92.586
5163,0.03,17.39,1,68.713
5164,0.02,16.75,1,78.35
5165,15.05,16.44,1,75.642
5166,159.55,16.71,1,73.926
5167,344.15,17.92,1,54.866
5168,512.6,19.39,1,72.4
5169,666.1,21.16,1,82.042
5170,781.04,23.17,1,68.747
5171,858.74,25.13,1,80.317
5172,886.01,26.13,1,90.628
5173,837.6,26.08,1,55.031
5174,754,27.01,1,53.821
5175,647.5,27.43,1,57.337
5176,502.54,27.76,1,60.499
5177,319.66,27.98,1,74.6
5178,125.3,27.25,1,113.226
5179,24.77,26.06,1,169.895
5180,0.03,24.5,1,222.227
5181,0.03,23.33,1,225.39
5182,0.03,22.35,1,222.562
5183,0.03,21.72,1,192.453
5184,0.03,21.11,1,114.864
5185,0.03,20.84,1,86.67
5186,0.03,21.05,1,71.537
5187,0.03,20.57,1,91.982
5188,0.03,20.52,1,88.659
5189,16.9,20.38,1,95.161
5190,122.02,20.6,1,107.266
5191,205.36,21.58,1,164.863
5192,337.48,22.67,1,224.779
5193,516.53,23.92,1,230.88
5194,743.88,25.98,1,223.797
5195,817.63,27.6,1,207.926
5196,865.72,28.68,1,199.005
5197,733.96,29.84,1,171.865
5198,689.86,30.13,1,112.284
5199,470.18,29.79,1,117.619
5200,425.52,30.02,1,121.485
5201,228.18,29.54,1,127.327
5202,187.93,29.08,1,206.157
5203,24.18,28.39,1,224.949
5204,0.22,25.68,1,226.546
5205,0.03,24.57,1,212.959
5206,0.03,23.78,1,213.937
5207,0.03,23.23,1,127.567
5208,0.04,22.31,0,122.345
5209,0.06,21.34,0,106.635
5210,0.06,20.89,0,105.832
5211,0.03,20.45,0,99.788
5212,0.03,20.6,0,98.315
5213,3.29,19.98,0,122.017
5214,4.4,19.47,0,175.453
5215,26.88,19.15,0,190.989
5216,162.83,19.97,0,245.806
5217,36.79,19.94,0,247.17
5218,153.09,20.07,0,231.278
5219,175.2,20.96,0,196.648
5220,276.89,21.21,0,166.176
5221,659.52,23.08,0,144.629
5222,501.37,23.95,0,147.033
5223,66.36,23.43,0,121.681
5224,169.05,22.5,0,128.901
5225,246.79,23.33,0,144.844
5226,61.31,23.25,0,172.461
5227,12.46,22.39,0,223.046
5228,0.02,22.31,0,204.027
5229,0.03,21.18,0,200.065
5230,0.03,20.9,0,223.023
5231,0.02,20.84,0,148.524
5232,0.03,20.39,0,99.172
5233,0.03,20.37,0,108.644
5234,0.02,20.23,0,106.588
5235,0.03,20.09,0,95.408
5236,0.03,19.65,0,93.168
5237,4.88,19.5,0,97.097
5238,123.38,19.55,0,111.671
5239,199.54,20.88,0,129.612
5240,43.63,19.65,0,194.971
5241,45.24,18.79,0,220.363
5242,86.83,18.92,0,220.41
5243,147.01,19.13,0,194.319
5244,168.4,19.66,0,144.663
5245,164.18,19.91,0,103.128
5246,94.11,20.53,0,96.189
5247,143.68,20.56,0,94.45
5248,126.22,20.61,0,95.618
5249,109.02,20.94,0,99.473
5250,34.15,20.83,0,142.258
5251,2.94,19.54,0,196.277
5252,0.02,19.24,0,161.116
5253,0.03,19.07,0,169.315
5254,0.02,19.1,0,168.268
5255,0.03,18.75,0,118.76
5256,0.02,18.64,1,86.474
5257,0.03,18.51,1,79.596
5258,0.03,18.35,1,76.416
5259,0.03,17.92,1,74.345
5260,0.02,17.43,1,72.338
5261,14.02,17.24,1,80.048
5262,55.86,17.36,1,88.843
5263,185.65,18.25,1,132.377
5264,388.62,19.35,1,147.428
5265,618.7,20.86,1,132.68
5266,652.76,21.63,1,116.473
5267,806.6,22.62,1,100.404
5268,873.6,24.1,1,107.294
5269,829.89,25.05,1,116.22
5270,753,25.98,1,112.285
5271,631.42,26.57,1,108.127
