transformer,N_house,Scluster,f,rho_household,rho_industry,rho_service,scale-up
12235,17,4378.28,1.0,0.9453539133146244,0.01933270969753664,0.0,1.7978151100000002
4770,90,54001.54,1.0,0.6766382601670511,0.024350755117730605,0.05206663799955698,19.38335352
4914,57,23238.769999999997,1.0,0.4960004712751264,0.05478086361166929,0.0254449295378231,6.17175429
16671,53,39678.799999999996,1.0,0.20123956399098494,0.4114687470857729,0.06675147769635288,3.5444686
16700,52,11986.52,1.0,0.872497759187332,0.014117119808783989,0.005377950403346282,6.6852765
