transformer,N_house,Scluster,f,rho_household,rho_industry,rho_service,scale-up
1644,98,23388.74,1.0,0.8598497281574967,0.06363954635684332,0.022484124402762727,39.3303986
8868,172,87539.85000000002,1.0,0.8533619184943463,0.03815360097138954,0.04837342844855935,98.55852804000001
116,24,8685.17,1.0,0.3385238358181483,0.24292287870421503,0.04726670347874102,16.4006815
8473,15,3100.48,1.0,0.8688612337749231,0.044961862705740666,0.0,2.90959988
1812,14,18743.750000000004,1.0,0.30247421375688155,0.05573308865405302,0.578133898626843,24.84872054
