,Area,X,Y,Z,XY,XYZ,azimuth,elevation,Sin_e,Cos_e,Cos_a,Sin_a
107,406730000.0,-19200.956285,71658.944411,66546.503888,74186.79826193654,99660.01312498844,345,42,0.6677,0.7444,0.9659,-0.2588
108,428930000.0,2.0688e-12,58778.717732,80458.511463,58778.717732,99641.90747401334,0,54,0.8075,0.5899,1.0,0.0
109,428930000.0,20103.505463,55233.927312,80458.511463,58778.71773191527,99641.90747396335,20,54,0.8075,0.5899,0.9397,0.342
110,428930000.0,37782.231471,45027.110092,80458.511463,58778.717731550685,99641.90747374827,40,54,0.8075,0.5899,0.766,0.6428
111,428930000.0,50903.862758,29389.358866,80458.511463,58778.7177321846,99641.90747412223,60,54,0.8075,0.5899,0.5,0.866
112,428930000.0,57885.736934,10206.81722,80458.511463,58778.71773146077,99641.90747369523,80,54,0.8075,0.5899,0.1736,0.9848
113,428930000.0,57885.736934,-10206.81722,80458.511463,58778.71773146077,99641.90747369523,100,54,0.8075,0.5899,-0.1736,0.9848
114,428930000.0,50903.862758,-29389.358866,80458.511463,58778.7177321846,99641.90747412223,120,54,0.8075,0.5899,-0.5,0.866
115,428930000.0,37782.231471,-45027.110092,80458.511463,58778.717731550685,99641.90747374827,140,54,0.8075,0.5899,-0.766,0.6428
116,428930000.0,20103.505463,-55233.927312,80458.511463,58778.71773191527,99641.90747396335,160,54,0.8075,0.5899,-0.9397,0.342
117,428930000.0,7.4352e-12,-58778.717732,80458.511463,58778.717732,99641.90747401334,180,54,0.8075,0.5899,-1.0,0.0
118,428930000.0,-20103.505463,-55233.927312,80458.511463,58778.71773191527,99641.90747396335,200,54,0.8075,0.5899,-0.9397,-0.342
119,428930000.0,-37782.231471,-45027.110092,80458.511463,58778.717731550685,99641.90747374827,220,54,0.8075,0.5899,-0.766,-0.6428
120,428930000.0,-50903.862758,-29389.358866,80458.511463,58778.7177321846,99641.90747412223,240,54,0.8075,0.5899,-0.5,-0.866
121,428930000.0,-57885.736934,-10206.81722,80458.511463,58778.71773146077,99641.90747369523,260,54,0.8075,0.5899,-0.1736,-0.9848
122,428930000.0,-57885.736934,10206.81722,80458.511463,58778.71773146077,99641.90747369523,280,54,0.8075,0.5899,0.1736,-0.9848
123,428930000.0,-50903.862758,29389.358866,80458.511463,58778.7177321846,99641.90747412223,300,54,0.8075,0.5899,0.5,-0.866
124,428930000.0,-37782.231471,45027.110092,80458.511463,58778.717731550685,99641.90747374827,320,54,0.8075,0.5899,0.766,-0.6428
125,428930000.0,-20103.505463,55233.927312,80458.511463,58778.71773191527,99641.90747396335,340,54,0.8075,0.5899,0.9397,-0.342
126,445220000.0,2.4318e-12,40878.515545,90854.096004,40878.515545,99626.90296233672,0,66,0.9119,0.4103,1.0,0.0
127,445220000.0,20439.257773,35401.832931,90854.096004,40878.51554527851,99626.902962451,30,66,0.9119,0.4103,0.866,0.5
128,445220000.0,35401.832931,20439.257773,90854.096004,40878.51554527851,99626.902962451,60,66,0.9119,0.4103,0.5,0.866
129,445220000.0,40878.515545,3.7671e-12,90854.096004,40878.515545,99626.90296233672,90,66,0.9119,0.4103,0.0,1.0
130,445220000.0,35401.832931,-20439.257773,90854.096004,40878.51554527851,99626.902962451,120,66,0.9119,0.4103,-0.5,0.866
131,445220000.0,20439.257773,-35401.832931,90854.096004,40878.51554527851,99626.902962451,150,66,0.9119,0.4103,-0.866,0.5
132,445220000.0,2.0783e-11,-40878.515545,90854.096004,40878.515545,99626.90296233672,180,66,0.9119,0.4103,-1.0,0.0
133,445220000.0,-20439.257773,-35401.832931,90854.096004,40878.51554527851,99626.902962451,210,66,0.9119,0.4103,-0.866,-0.5
134,445220000.0,-35401.832931,-20439.257773,90854.096004,40878.51554527851,99626.902962451,240,66,0.9119,0.4103,-0.5,-0.866
135,445220000.0,-40878.515545,-6.2871e-12,90854.096004,40878.515545,99626.90296233672,270,66,0.9119,0.4103,-0.0,-1.0
136,445220000.0,-35401.832931,20439.257773,90854.096004,40878.51554527851,99626.902962451,300,66,0.9119,0.4103,0.5,-0.866
137,445220000.0,-20439.257773,35401.832931,90854.096004,40878.51554527851,99626.902962451,330,66,0.9119,0.4103,0.866,-0.5
138,455170000.0,2.1764e-12,21423.642473,97278.920583,21423.642473,99610.04390423965,0,78,0.9766,0.2151,1.0,0.0
139,455170000.0,18553.418623,10711.821236,97278.920583,21423.6424725653,99610.04390414615,60,78,0.9766,0.2151,0.5,0.866
140,455170000.0,18553.418623,-10711.821236,97278.920583,21423.6424725653,99610.04390414615,120,78,0.9766,0.2151,-0.5,0.866
141,455170000.0,1.258e-12,-21423.642473,97278.920583,21423.642473,99610.04390423965,180,78,0.9766,0.2151,-1.0,0.0
142,455170000.0,-18553.418623,-10711.821236,97278.920583,21423.6424725653,99610.04390414615,240,78,0.9766,0.2151,-0.5,-0.866
143,455170000.0,-18553.418623,10711.821236,97278.920583,21423.6424725653,99610.04390414615,300,78,0.9766,0.2151,0.5,-0.866
144,344200000.0,4.9141e-12,-3.5465e-12,99726.094768,6.0602014042439216e-12,99726.094768,180,90,1.0,0.0,-0.5852,0.8109
