,,,GWP_supply
Electricity,10,1,0.108931
Electricity,10,2,0.07865000000000001
Electricity,10,3,0.070488
Electricity,10,4,0.058122
Electricity,10,5,0.07826999999999999
Electricity,10,6,0.09248300000000001
Electricity,10,7,0.182268
Electricity,10,8,0.19708099999999998
Electricity,10,9,0.200661
Electricity,10,10,0.19296100000000002
Electricity,10,11,0.152956
Electricity,10,12,0.15652200000000002
Electricity,10,13,0.16453900000000002
Electricity,10,14,0.162565
Electricity,10,15,0.162425
Electricity,10,16,0.168762
Electricity,10,17,0.12517799999999998
Electricity,10,18,0.15875799999999998
Electricity,10,19,0.184884
Electricity,10,20,0.18372300000000003
Electricity,10,21,0.185378
Electricity,10,22,0.18409
Electricity,10,23,0.184116
Electricity,10,24,0.123685
Electricity,11,1,0.332351
Electricity,12,1,0.10284499999999999
