,,,GWP_supply
Electricity,8,13,0.19190700000000002
Electricity,8,14,0.188613
Electricity,8,15,0.188912
Electricity,8,16,0.20004
Electricity,8,17,0.225332
Electricity,8,18,0.243754
Electricity,8,19,0.25694
Electricity,8,20,0.27732999999999997
Electricity,8,21,0.26124200000000003
Electricity,8,22,0.241946
Electricity,8,23,0.25112
Electricity,8,24,0.209124
Electricity,9,1,0.093296
Electricity,9,2,0.07059100000000001
Electricity,9,3,0.052777000000000004
Electricity,9,4,0.055229999999999994
Electricity,9,5,0.057139
Electricity,9,6,0.055369
Electricity,9,7,0.06314600000000001
Electricity,9,8,0.055524000000000004
Electricity,9,9,0.06948
Electricity,9,10,0.06912399999999999
Electricity,9,11,0.070842
Electricity,9,12,0.082515
Electricity,9,13,0.08342200000000001
Electricity,9,14,0.084385
Electricity,9,15,0.085886
Electricity,9,16,0.087022
Electricity,9,17,0.088859
Electricity,9,18,0.089569
Electricity,9,19,0.07602199999999999
Electricity,9,20,0.083252
Electricity,9,21,0.137255
Electricity,9,22,0.187773
Electricity,9,23,0.191274
Electricity,9,24,0.13369
Electricity,10,1,0.178565
Electricity,10,2,0.165015
Electricity,10,3,0.15147
Electricity,10,4,0.14407299999999998
Electricity,10,5,0.14668799999999999
Electricity,10,6,0.144339
Electricity,10,7,0.15246
Electricity,10,8,0.160418
Electricity,10,9,0.17561900000000003
Electricity,10,10,0.168537
Electricity,10,11,0.159061
Electricity,10,12,0.17133700000000002
Electricity,10,13,0.158791
Electricity,10,14,0.15406299999999998
Electricity,10,15,0.160884
Electricity,10,16,0.163855
Electricity,10,17,0.162415
Electricity,10,18,0.173875
Electricity,10,19,0.208557
Electricity,10,20,0.233926
Electricity,10,21,0.24137899999999998
Electricity,10,22,0.236014
Electricity,10,23,0.244914
Electricity,10,24,0.184014
Electricity,11,1,0.0
Electricity,12,1,0.0
