Date	Day	Frequency	Weekday
12/19/2005/00	353	53.0
01/02/2005/00	2	17.0
11/25/2005/00	329	36.0
04/03/2005/00	93	29.0
11/04/2005/00	308	46.0
09/09/2005/00	252	37.0
09/05/2005/00	248	42.0
06/04/2005/00	155	28.0
08/12/2005/00	224	51.0
07/28/2005/00	209	26.0
12/29/2005/00	363	1.0
06/26/2005/00	177	1.0
