egid,period,class,area_era_m2,is_hotwater_system,x,y,z,transformer,gas_grid,h2_grid,geothermal_well,geometry,system_heating,system_heating2,thermal_k1_cooling_W_m2_K,energy_heating_signature_kWh_y,energy_cooling_signature_kWh_y,power_heating_signature_kW,power_cooling_signature_kW,id_building,total_annual_irr_kWh_y,roof_annual_irr_kWh_y,facade_annual_irr_kWh_y,area_solar_m2,energy_hotwater_signature_kWh_y,power_hotwater_signature_W,waste_signature_kg_y,waste_signature_kW,temperature_threshold_cooling_C,temperature_threshold_heating_C,temperature_cooling_supply_C,temperature_cooling_return_C,temperature_heating_supply_C,temperature_heating_return_C,temperature_hotwater_supply_C,temperature_hotwater_return_C,area_net_floor_m2,area_footprint_m2,area_facade_m2,area_facade_solar_m2,area_roof_solar_m2,temperature_interior_C,capita_cap,ratio,status,source_heating,source_hotwater,system_hotwater,id_class,solar_gain_factor_signature_m2,thermal_specific_capacity_Wh_m2_K,energy_el_kWh_y,thermal_transmittance_signature_kW_m2_K,count_floor,height_m,length_footprint_m,length_footprint_facade_m,area_roof_m2,energy_heating_2024_kWh_y,energy_hotwater_2024_kWh_y
954085/954084,<1919,Residential,263.19,True,2592351.705128363,1120135.943495613,668.3864390839518,3658,True,False,,"POLYGON ((2592356.4892149945 1120125.8429902315, 2592356.495 1120125.8150089777, 2592356.495 1120125.8150000002, 2592356.495 1120125.815, 2592350.425 1120124.5599, 2592344.9867049577 1120123.4354094828, 2592344.888008977 1120123.415, 2592344.8880000003 1120123.415, 2592344.888 1120123.415, 2592344.8359 1120123.6671, 2592341.049 1120122.096, 2592338.956 1120127.139, 2592337.746 1120130.053, 2592337.7666633194 1120130.0615713142, 2592344.668873832 1120132.9249407633, 2592344.6688747187 1120132.924941183, 2592344.6688755597 1120132.9249416878, 2592344.668876347 1120132.9249422725, 2592344.668877074 1120132.9249429314, 2592344.6688777325 1120132.9249436585, 2592344.6688783164 1120132.9249444464, 2592344.6688788203 1120132.9249452879, 2592344.66887924 1120132.9249461747, 2592344.66887957 1120132.9249470984, 2592344.6688798084 1120132.92494805, 2592344.6688799523 1120132.9249490201, 2592344.6688800002 1120132.92495, 2592344.6688800002 1120132.92496, 2592344.6688799257 1120132.9249612184, 2592344.668879703 1120132.9249624184, 2592343.64 1120137.0529912263, 2592343.64 1120137.0529999998, 2592343.64 1120137.053, 2592343.671323748 1120137.060795626, 2592344.2165789944 1120137.1965434242, 2592343.5279922946 1120139.0947116492, 2592342.609 1120141.628, 2592346.343 1120142.983, 2592346.724499735 1120143.1212956596, 2592349.196189877 1120144.0173239424, 2592348.99 1120144.505, 2592351.3232 1120145.4911, 2592350.7840042934 1120146.7659898486, 2592350.784 1120146.765994142, 2592350.784 1120146.7659999998, 2592350.784 1120146.766, 2592354.7529809223 1120148.4449919297, 2592354.7529930277 1120148.4449999998, 2592354.7529999996 1120148.4449999998, 2592354.753 1120148.445, 2592359.16599 1120150.311, 2592359.166 1120150.311, 2592361.586 1120144.589, 2592361.5885269856 1120144.5796281223, 2592361.7375403456 1120144.0276473938, 2592361.7375406446 1120144.0276464678, 2592361.7375410325 1120144.0276455753, 2592361.7375415047 1120144.0276447248, 2592361.737542058 1120144.027643924, 2592361.7375426856 1120144.0276431812, 2592361.737543383 1120144.0276425024, 2592361.737544143 1120144.027641895, 2592361.7375449585 1120144.0276413641, 2592361.7375458214 1120144.027640915, 2592361.7375467243 1120144.0276405518, 2592361.737547658 1120144.0276402782, 2592361.737548614 1120144.0276400966, 2592361.737549583 1120144.0276400088, 2592361.7375505557 1120144.0276400156, 2592361.7375515234 1120144.0276401169, 2592361.737552477 1120144.0276403115, 2592361.7375534065 1120144.0276405981, 2592361.7375543043 1120144.0276409737, 2592367.4046194227 1120146.729768646, 2592367.039 1120147.495, 2592373.3199755144 1120150.4899883245, 2592373.3199930275 1120150.49, 2592373.32 1120150.49, 2592376.378 1120144.078, 2592374.051644427 1120142.9685026228, 2592371.0693056956 1120141.546149026, 2592371.0693056956 1120141.5461490261, 2592371.069304832 1120141.5461485607, 2592371.069304018 1120141.546148013, 2592371.069303261 1120141.5461473884, 2592371.0693025696 1120141.5461466925, 2592371.06930195 1120141.546145932, 2592371.069301407 1120141.5461451146, 2592371.0693009472 1120141.546144248, 2592371.0693005747 1120141.5461433404, 2592371.0693002925 1120141.5461424005, 2592371.069300104 1120141.5461414377, 2592371.069300011 1120141.546140461, 2592371.0693000136 1120141.5461394798, 2592371.069300113 1120141.5461385038, 2592371.069300307 1120141.5461375422, 2592371.0693005943 1120141.5461366042, 2592371.0693009724 1120141.5461356987, 2592371.2398685487 1120141.1881516692, 2592371.249 1120141.169, 2592368.5744137666 1120138.6703266795, 2592364.468006056 1120134.834, 2592364.468 1120134.834, 2592363.115 1120137.66999, 2592363.115 1120137.669992361, 2592363.1149989446 1120137.6699944723, 2592363.114998469 1120137.6699953175, 2592363.1149979145 1120137.6699961126, 2592363.1149972854 1120137.6699968504, 2592363.1149965874 1120137.6699975238, 2592363.114995828 1120137.6699981263, 2592363.1149950135 1120137.6699986528, 2592363.114994152 1120137.6699990975, 2592363.1149932514 1120137.6699994567, 2592363.11499232 1120137.6699997273, 2592363.114991367 1120137.6699999063, 2592363.114990401 1120137.669999992, 2592363.114989976 1120137.6699999885, 2592356.594 1120134.561, 2592354.84601047 1120133.791004612, 2592354.846002929 1120133.790997071, 2592354.846002265 1120133.7909963378, 2592354.8460016767 1120133.7909955427, 2592354.8460011696 1120133.7909946933, 2592354.84600112 1120133.7909945867, 2592354.848902265 1120133.7769686899, 2592355.514 1120130.5640089763, 2592355.514 1120130.564, 2592355.51399911 1120130.5639999602, 2592355.5139982277 1120130.5639998417, 2592355.513997359 1120130.563999645, 2592355.5139965117 1120130.5639993718, 2592355.5139956917 1120130.5639990242, 2592355.51352589 1120130.563774732, 2592356.4892149945 1120125.8429902315))",Electrical heater for single building/Wood stove,Not documented,0.0,29785.897383570154,0.0,12.052259669999998,0.0,40115,1064293,679603,384690,1035.801021376708,2324.42875312853,742.9934234510208,9897.212385542169,5.2444617900519885,17.999999999999996,15.499999999999998,12.0,17.0,65.0,50.0,60.0,15.0,211.3975903614458,419.11112725809886,1924.4,520.0716368576185,515.7293845190894,20.0,14.375036144578313,0.4204946996466431/0.5795053003533569,"['existing', 'existing', 'existing', 'existing']",Electricity/Wood,Electricity,Central electrical boiler,II/II,0.0809620865082141,119.39999999999547,5504.793253012049,0.0018099999999999998,1.5795053003532964,7.856439083951839,122.4704523052214,122.50549366884871,515.7293845190894,32092.268192771084,
9038773,1991-2000,Residential,398.97,True,2592379.023002238,1120317.4309999999,653.44,3658,True,False,,"POLYGON ((2592379.8139943313 1120312.2559990133, 2592379.813993427 1120312.2559993945, 2592379.8139924896 1120312.255999685, 2592379.8139915285 1120312.2559998825, 2592379.8139905524 1120312.2559999847, 2592379.8139897566 1120312.2559999896, 2592379.6353843743 1120312.2483287677, 2592371.4090097877 1120311.895, 2592371.409 1120311.895, 2592371.29459882 1120314.5502309517, 2592371.185 1120317.0939902144, 2592371.185 1120317.094, 2592371.028258195 1120320.7496069176, 2592370.878 1120324.2539902113, 2592370.878 1120324.254, 2592374.856062633 1120324.425072013, 2592378.6679902133 1120324.589, 2592378.668 1120324.589, 2592378.74 1120322.90901, 2592378.74 1120322.9090097784, 2592378.740000009 1120322.909009572, 2592378.740000099 1120322.9090085945, 2592378.7400002847 1120322.9090076308, 2592378.7400005637 1120322.9090066897, 2592378.7400009334 1120322.9090057805, 2592378.740001391 1120322.909004912, 2592378.7400019313 1120322.9090040927, 2592378.7400025493 1120322.9090033302, 2592378.740003239 1120322.909002632, 2592378.7400039937 1120322.9090020047, 2592378.740004807 1120322.9090014542, 2592378.740005669 1120322.9090009863, 2592378.740006574 1120322.909000605, 2592378.7400075113 1120322.9090003145, 2592378.740008473 1120322.9090001173, 2592378.740009449 1120322.9090000154, 2592378.740010243 1120322.9090000105, 2592378.909430981 1120322.9163054163, 2592386.6249902146 1120323.2489999998, 2592386.6249999944 1120323.2489999998, 2592386.625 1120323.249, 2592386.74552487 1120320.44986096, 2592386.861 1120317.768009786, 2592386.861 1120317.768, 2592387.0116138216 1120314.2564004534, 2592387.156 1120310.8900097888, 2592387.156 1120310.8900000001, 2592387.156 1120310.89, 2592383.440505443 1120310.7295233437, 2592379.886009784 1120310.5760000001, 2592379.8860000055 1120310.5760000001, 2592379.886 1120310.576, 2592379.814 1120312.25599, 2592379.814 1120312.2559902216, 2592379.813999991 1120312.2559904282, 2592379.813999901 1120312.2559914053, 2592379.8139997153 1120312.2559923693, 2592379.8139994363 1120312.2559933101, 2592379.8139990666 1120312.255994219, 2592379.8139986093 1120312.2559950876, 2592379.813998069 1120312.255995907, 2592379.813997451 1120312.2559966694, 2592379.8139967616 1120312.2559973677, 2592379.8139960067 1120312.255997995, 2592379.813995194 1120312.2559985453, 2592379.8139943313 1120312.2559990133))",Electrical heater for single building,Not documented,0.0,37918.09922471994,0.0,15.34279032,0.0,40123,471269,277146,194123,440.97211713505214,3523.6040108678812,1126.3045182162705,15003.194746987949,7.95008518703994,18.0,15.5,12.0,17.0,65.0,50.0,60.0,15.0,320.4578313253012,150.71515999794212,236.34203691067532,236.3420354767185,204.6300816583336,20.0,21.791132530120482,1.0,"['existing', 'existing']",Electricity,Electricity,Central electrical boiler,II,0.06743975255792545,119.3999999999985,8344.721927710842,0.0015199999999999999,3.0,7.930000000000064,53.48556576545484,53.485565584628,204.6300816583336,48648.70337349397,
954082,1919-1945,Residential,137.64000000000001,True,2592382.818766945,1120347.1747991815,659.8240950286914,3658,True,False,,"POLYGON ((2592375.8632336883 1120350.981337499, 2592375.633 1120353.0189905623, 2592375.633 1120353.0189999999, 2592375.633 1120353.019, 2592379.624 1120353.4703, 2592379.803341743 1120353.4905701948, 2592384.5434426903 1120354.026568472, 2592385.105 1120354.0901, 2592388.408159217 1120354.4635805571, 2592388.5179905635 1120354.476, 2592388.518 1120354.476, 2592388.7757362197 1120352.1959851224, 2592389.006 1120350.159009437, 2592389.006 1120350.159, 2592389.2753654714 1120347.7764359948, 2592389.516 1120345.6480094367, 2592389.516 1120345.648, 2592386.3545 1120345.2899, 2592386.88631415 1120340.5905696994, 2592386.89 1120340.5580094347, 2592386.89 1120340.558, 2592383.6112825647 1120340.1866550094, 2592380.6830094354 1120339.855, 2592380.683 1120339.855, 2592380.1469 1120344.5875, 2592376.654134601 1120344.1923907918, 2592376.633009437 1120344.1900000002, 2592376.633000002 1120344.1900000002, 2592376.633 1120344.19, 2592376.362450303 1120346.5731623685, 2592376.1210000003 1120348.6999905661, 2592376.1210000003 1120348.6999999958, 2592376.121 1120348.7, 2592375.8632336883 1120350.981337499), (2592385.1049799738 1120354.0900656462, 2592385.104979974 1120354.0900656462, 2592385.105 1120354.0901, 2592385.1049799738 1120354.0900656462))",Electrical heater for single building,Not documented,0.0,17384.362262640017,0.0,7.03422984,0.0,40124,433921,219732,214189,453.2984841142513,1215.6023161224339,388.56193169834506,5175.927325301205,2.742686731193267,18.0,15.499999999999998,12.0,17.0,65.0,50.0,60.0,15.0,110.55421686746988,107.30551439971657,344.0,285.6732958882146,167.62518822603673,20.0,7.517686746987953,1.0,"['existing', 'existing']",Electricity,Electricity,Central electrical boiler,II,0.09035547776055042,119.39999999999566,2878.8318072289157,0.00202,2.0,7.284095028691581,47.22631100316576,47.226427256562054,167.62518822603673,16783.2356626506,
954078,1971-1980,Residential,206.46,True,2592495.0171007244,1120350.321,651.05,3658,True,False,,"POLYGON ((2592503.4299999997 1120347.4800085756, 2592503.4299999997 1120347.4800000016, 2592503.43 1120347.48, 2592501.436373155 1120346.8999684567, 2592489.4410085753 1120343.4100000001, 2592489.441000001 1120343.4100000001, 2592489.441 1120343.41, 2592488.0228 1120348.2859, 2592486.5448640645 1120353.366465553, 2592486.529 1120353.4209914254, 2592486.529 1120353.4209999999, 2592486.529 1120353.421, 2592488.522372669 1120354.000815097, 2592500.5179914245 1120357.49, 2592500.518 1120357.49, 2592502.0113 1120352.3561, 2592503.4194305562 1120347.5163273888, 2592503.4299999997 1120347.4800085756))",Solar thermal installation for multiple buildings,Not documented,0.0,26980.18598681992,0.0,10.91698542,0.0,40152,390328,219643,170685,372.9185555035802,1823.4034741692767,582.842897542923,7763.890987951806,4.114030096789899,18.0,15.5,12.0,17.0,65.0,50.0,60.0,15.0,165.8313253012048,116.63632450607243,211.2837066618161,211.2837060243196,161.6348494792606,20.0,11.276530120481926,1.0,"['existing', 'existing']",Oil,Oil,Boiler,II,0.09272965976714345,119.39999999999712,4318.247710843372,0.00209,2.0,8.379999999999995,43.98733233959829,43.98733226352472,161.6348494792606,25174.853493975897,
954131,1981-1990,Residential,1071.3600000000001,True,2592560.1615,1119854.932,565.99,3658,True,False,,"POLYGON ((2592564.2339935 1119868.103, 2592564.2339999997 1119868.103, 2592564.234 1119868.103, 2592567.6197990174 1119863.858326599, 2592573.908 1119855.9750065005, 2592573.908 1119855.975, 2592556.08901 1119841.761, 2592556.089 1119841.761, 2592552.7036469057 1119846.005114361, 2592546.415 1119853.8889934993, 2592546.415 1119853.889, 2592564.23399 1119868.103, 2592564.2339935 1119868.103))",Solar thermal installation for multiple buildings,Not documented,0.0,101822.02868735984,0.0,41.200220160000015,0.0,40171,950189,509191,440998,1028.3870163467,11170.399661415677,3570.5691020130107,58824.30237521516,31.170575523259384,18.0,15.499999999999998,12.0,17.0,65.0,50.0,60.0,15.0,860.5301204819277,280.99344199793205,641.3393443606938,641.339340859212,387.047675487488,20.0,85.43834767641998,1.0,"['existing', 'existing', 'existing']",Oil,Oil,Boiler,I,0.06954566438712824,120.2999999999999,25131.7821686747,0.00152,4.0,12.940000000000055,68.6140760808814,68.61407581028776,387.047675487488,79005.27036144579,
954132,1981-1990,Residential,1075.0800000000002,True,2592527.4615,1119872.287,566.76,3658,True,False,,"POLYGON ((2592513.695 1119871.148, 2592519.973612552 1119876.1551410137, 2592531.6349934996 1119885.4549999998, 2592531.6349999993 1119885.4549999998, 2592531.635 1119885.455, 2592534.9919389575 1119881.2456162076, 2592541.228 1119873.4260065006, 2592541.228 1119873.426, 2592534.9497279357 1119868.4191305225, 2592523.2880065003 1119859.1190000002, 2592523.2880000006 1119859.1190000002, 2592523.288 1119859.119, 2592519.9308650163 1119863.3286295966, 2592513.6950000003 1119871.1479934994, 2592513.6950000003 1119871.1479999993, 2592513.695 1119871.148))",Solar thermal installation for multiple buildings,Not documented,0.0,102175.57739807984,0.0,41.34327648000001,0.0,40147,737490,505785,231705,820.0906385942699,11209.185771351096,3582.9669113949844,59028.553425129096,31.2788066882707,18.0,15.499999999999998,12.0,17.0,65.0,50.0,60.0,15.0,863.5180722891566,280.3937090137738,881.0,433.1708203781352,386.9198182161346,20.0,85.73500860585199,1.0,"['existing', 'existing', 'existing']",Oil,Oil,Boiler,I,0.06954566438712824,120.2999999999999,25219.04530120482,0.00152,4.0,12.830000000000041,68.66577562791194,68.85774452409407,386.9198182161346,79279.59421686748,
954087,1971-1980,Residential,343.17,True,2592407.524610156,1120139.9405140798,654.4451977486102,3658,True,False,,"POLYGON ((2592400.009 1120137.768, 2592400.009 1120137.7680000002, 2592400.009 1120137.768006586, 2592402.453987912 1120140.9309938843, 2592402.453987912 1120140.930993884, 2592402.4539884734 1120140.9309946895, 2592402.4539889535 1120140.9309955456, 2592402.453989347 1120140.930996445, 2592402.4539896506 1120140.9309973784, 2592402.453989861 1120140.9309983372, 2592402.4539899766 1120140.9309993119, 2592402.453989996 1120140.9310002932, 2592402.453989919 1120140.9310012718, 2592402.4539897465 1120140.9310022383, 2592402.45398948 1120140.9310031831, 2592402.4539891225 1120140.9310040972, 2592402.453988677 1120140.9310049717, 2592402.4539881474 1120140.9310057985, 2592402.4539875397 1120140.9310065692, 2592402.4539868594 1120140.9310072768, 2592402.453986113 1120140.9310079142, 2592402.019883974 1120141.2663043537, 2592401.795 1120141.44, 2592401.795 1120141.4400000002, 2592401.795 1120141.4400065858, 2592404.181668064 1120144.527389593, 2592405.419 1120146.128, 2592405.4190065837 1120146.128, 2592406.0679938816 1120145.6260120901, 2592406.0679946854 1120145.6260115292, 2592406.0679955403 1120145.6260110496, 2592406.067996438 1120145.626010656, 2592406.06799737 1120145.626010352, 2592406.0679983273 1120145.6260101409, 2592406.0679993005 1120145.6260100245, 2592406.0680002808 1120145.626010004, 2592406.0680012577 1120145.6260100796, 2592406.068002223 1120145.6260102503, 2592406.068003167 1120145.6260105148, 2592406.0680040806 1120145.6260108706, 2592406.0680049546 1120145.6260113139, 2592406.068005781 1120145.6260118408, 2592406.0680065523 1120145.626012446, 2592406.0680072606 1120145.6260131237, 2592406.068007899 1120145.6260138676, 2592408.2702233507 1120148.4625941648, 2592409.418 1120149.941, 2592409.4180000005 1120149.9409999999, 2592409.4180065864 1120149.9409999999, 2592409.8671669974 1120149.5938647005, 2592410.6026050383 1120150.544748107, 2592410.626 1120150.575, 2592410.626006585 1120150.575, 2592410.680968537 1120150.5325087716, 2592413.4878 1120148.3628, 2592413.4878286133 1120148.3627778825, 2592413.4879978704 1120148.362993831, 2592413.48799842 1120148.3629946052, 2592413.4879988935 1120148.362995428, 2592413.487999287 1120148.3629962918, 2592413.4879995966 1120148.3629971892, 2592413.48799982 1120148.3629981119, 2592413.4879999547 1120148.3629990516, 2592413.488 1120148.363, 2592413.488006585 1120148.363, 2592417.431713537 1120145.3134291845, 2592417.484 1120145.273, 2592417.4839999997 1120145.2729999993, 2592417.4839999997 1120145.2729934151, 2592412.5950020887 1120138.9500061169, 2592412.5950015495 1120138.9500053471, 2592412.5950010847 1120138.95000453, 2592412.5950006987 1120138.950003673, 2592412.595000395 1120138.9500027834, 2592412.595000176 1120138.9500018694, 2592412.595000044 1120138.9500009387, 2592412.5949999997 1120138.9500000002, 2592412.5949934204 1120138.9500000002, 2592412.594949176 1120138.9500342754, 2592408.945 1120134.23, 2592408.944993416 1120134.23, 2592406.5668616206 1120136.0690541973, 2592405.6524883164 1120136.776154372, 2592404.034199701 1120134.6833666172, 2592404.02 1120134.665, 2592403.3817067756 1120133.8393217586, 2592401.3530020886 1120131.215006116, 2592401.3530015494 1120131.2150053463, 2592401.3530010846 1120131.2150045296, 2592401.353000699 1120131.2150036725, 2592401.3530003955 1120131.215002783, 2592401.3530001766 1120131.2150018692, 2592401.3530000444 1120131.2150009389, 2592401.353 1120131.215, 2592401.3529934157 1120131.215, 2592401.352886564 1120131.2150826275, 2592399.11 1120128.315, 2592399.1099999994 1120128.3150000002, 2592399.109993416 1120128.3150000002, 2592397.3982464112 1120129.638975564, 2592396.51 1120130.326, 2592396.5100000002 1120130.3260000006, 2592396.5100000002 1120130.3260065853, 2592398.752077976 1120133.2262681972, 2592398.3033992825 1120133.5732280305, 2592398.283 1120133.589, 2592398.2830000003 1120133.5890000006, 2592398.2830000003 1120133.5890065834, 2592398.31363562 1120133.6286011909, 2592400.9517 1120137.0387, 2592400.009 1120137.768))",Electrical heater for single building,Not documented,0.0,44845.44427538987,0.0,18.14580009,0.0,40148,483662,232437,251225,519.6991999624844,3030.79226110017,968.7794107747205,12904.845831325303,6.83818516088051,18.0,15.5,12.0,17.0,65.0,50.0,60.0,15.0,275.6385542168675,141.97822913917247,333.03779899663647,333.0354444624682,186.66375550001615,20.0,18.74342168674699,1.0,"['existing', 'existing']",Electricity,Electricity,Central electrical boiler,II,0.0927296597671481,119.39999999999827,7177.627951807229,0.00209,2.9999999999999996,9.565197748610217,65.43654917497152,65.43630301862116,186.66375550001615,41844.68891566265,
954083,1971-1980,Residential,223.20000000000002,True,2592464.5346301217,1120178.2414425677,641.63,3658,True,False,,"POLYGON ((2592473.289222612 1120172.8430451234, 2592470.710006432 1120170.7340000002, 2592470.7100000004 1120170.7340000002, 2592470.71 1120170.734, 2592470.709999998 1120170.7340000002, 2592470.7099905917 1120170.7340000002, 2592467.1866055396 1120171.15261181, 2592463.219 1120171.624, 2592459.983019543 1120175.581109193, 2592454.15 1120182.7139935682, 2592454.15 1120182.714, 2592458.20299 1120186.028, 2592458.202993568 1120186.028, 2592458.203 1120186.028, 2592458.2030091663 1120186.028, 2592461.7580945594 1120185.4303664682, 2592465.96 1120184.724, 2592469.0860090326 1120180.9017759422, 2592474.7199999997 1120174.0130064317, 2592474.7199999997 1120174.0130000005, 2592474.72 1120174.013, 2592473.289222612 1120172.8430451234))",Solar thermal installation for multiple buildings,Not documented,0.0,29167.768634399916,0.0,11.8021464,0.0,40149,365302,232495,132807,427.0398994149129,1971.24699909959,630.100429775388,8393.395662650604,4.44760010463773,18.0,15.5,12.0,17.0,65.0,50.0,60.0,15.0,179.27710843373495,137.7897430121161,238.3786610604317,238.3786607312309,188.661238683682,20.0,12.190843373493978,1.0,"['existing', 'existing']",Oil,Oil,Boiler,II,0.09272965976714431,119.3999999999973,4668.375903614458,0.00209,2.0,10.360000000000014,48.50144913053993,48.50144909876379,188.661238683682,27216.0578313253,
190141996,2006-2010,Residential,959.76,True,2592552.2835171814,1119781.3187779095,566.46,3658,True,False,,"POLYGON ((2592544.9689996634 1119782.5039925736, 2592544.968999371 1119782.5039934912, 2592544.9689989914 1119782.5039943766, 2592544.9689985286 1119782.5039952213, 2592544.968997987 1119782.5039960176, 2592544.968997371 1119782.503996758, 2592544.9689966864 1119782.5039974358, 2592544.9689959404 1119782.5039980446, 2592544.968995139 1119782.5039985788, 2592544.9689942896 1119782.5039990332, 2592544.9689934007 1119782.5039994041, 2592544.96899248 1119782.5039996877, 2592544.9689915366 1119782.5039998812, 2592544.9689905792 1119782.5039999834, 2592544.9689899553 1119782.5039999895, 2592544.708371772 1119782.4426777905, 2592542.7250088397 1119781.976, 2592542.725 1119781.976, 2592542.725 1119781.9760098492, 2592542.852545945 1119786.3184715835, 2592542.984 1119790.794, 2592548.789 1119802.723, 2592559.999 1119797.021, 2592559.999 1119797.020990022, 2592559.992015402 1119796.1479252551, 2592559.985 1119795.271, 2592559.9753 1119795.2674, 2592560.09262074 1119788.0622917793, 2592560.093 1119788.0390099226, 2592560.093 1119788.039, 2592560.0929901213 1119788.039, 2592558.6823524213 1119788.0735749376, 2592558.665010186 1119788.0739999954, 2592558.6650092388 1119788.073999971, 2592558.66500824 1119788.0739998438, 2592558.665007259 1119788.073999617, 2592558.665006306 1119788.0739992927, 2592558.66500539 1119788.073998874, 2592558.665004521 1119788.0739983656, 2592558.665003708 1119788.0739977723, 2592558.6650029584 1119788.0739971001, 2592558.66500228 1119788.0739963562, 2592558.66500168 1119788.0739955476, 2592558.6650011647 1119788.073994683, 2592558.6650007386 1119788.0739937709, 2592558.665000406 1119788.0739928205, 2592558.665000171 1119788.0739918414, 2592558.665000036 1119788.073990844, 2592558.6650000024 1119788.073989862, 2592558.66536559 1119788.0514530004, 2592558.713 1119785.115009924, 2592558.713 1119785.115, 2592559.5212802254 1119780.6615558192, 2592560.196 1119776.9440090994, 2592560.196 1119776.9440000001, 2592560.196 1119776.944, 2592558.92801 1119776.224, 2592558.928 1119776.224, 2592558.928 1119776.22399, 2592563.833 1119764.184, 2592554.97901 1119760.683, 2592554.979 1119760.683, 2592552.616 1119766.60499, 2592552.616 1119766.605, 2592552.61599 1119766.605, 2592551.675 1119766.148, 2592551.653523535 1119766.20459478, 2592550.112456809 1119770.2654821363, 2592547.2176737124 1119769.0682050034, 2592547.1930261776 1119769.0580092405, 2592547.193025528 1119769.0580089442, 2592547.1930076396 1119769.058, 2592547.193 1119769.058, 2592544.969 1119782.50399, 2592544.969 1119782.5039908213, 2592544.968999866 1119782.503991632, 2592544.9689996634 1119782.5039925736))",Solar thermal installation for multiple buildings,Not documented,0.0,49808.50060104006,0.0,20.154000240000002,0.0,40163,1250174,692737,557437,1366.8538699768167,10006.816363353024,3198.634820553795,52696.7708777969,27.923640572919858,18.0,15.5,12.0,17.0,41.5,33.9,60.0,15.0,770.8915662650602,474.696750000257,837.5651033772567,837.5651030902317,529.288766886585,20.0,76.53851979345956,1.0,"['existing', 'existing', 'existing']",Gas,Gas,Boiler,I,0.037661133813013566,120.29999999999988,22513.888192771083,0.00083,2.9999999999999996,10.639999999999986,107.16381991341859,107.16381988644255,529.288766886585,70775.55469879518,
954080,<1919,Residential,167.4,True,2592543.5289216232,1120279.0859998874,651.36,3658,True,False,,"POLYGON ((2592542.109000001 1120271.185000024, 2592542.109 1120271.185000005, 2592542.1089999992 1120271.1850000278, 2592542.108999892 1120271.1850002229, 2592536.443000109 1120282.8579997746, 2592536.4430000153 1120282.857999994, 2592536.443000024 1120282.8579999988, 2592536.443 1120282.858, 2592536.4430000265 1120282.858, 2592536.4430002193 1120282.8580001055, 2592540.808799781 1120284.9763998925, 2592540.808799995 1120284.9763999837, 2592540.808800106 1120284.9763997819, 2592540.808994142 1120284.976, 2592540.8088 1120284.9764, 2592544.949 1120286.986, 2592550.615 1120275.314, 2592546.4741 1120273.3039, 2592546.4740998996 1120273.3039002072, 2592546.474099986 1120273.303900005, 2592546.4740997795 1120273.3038998921, 2592542.109000222 1120271.185000106, 2592542.1090000067 1120271.185000014, 2592542.109000001 1120271.185000024))",Solar thermal installation for multiple buildings,Not documented,0.0,18945.0937422001,0.0,7.665748200000001,0.0,40180,377190,180336,196854,400.589768296251,1478.4352493318795,472.57532233383824,6295.04674698795,3.335700078478296,18.0,15.500000000000002,12.0,17.0,65.0,50.0,60.0,15.0,134.45783132530119,91.27949553590287,267.4705476233218,267.4705449980304,133.11922329822062,20.0,9.14313253012048,1.0,"['existing', 'existing']",Oil,Electricity,Central electrical boiler,II,0.08030654745383739,119.39999999999644,3501.281927710843,0.0018100000000000002,2.0,10.850000000000023,38.859267770295666,38.859267528333326,133.11922329822062,20412.043373493976,
